string2 0,string2 1
"field_npc_d1001","field"
"field_npc_d1002","field"
"field_npc_d1003","field"
"field_npc_d1101","field"
"field_npc_d1102","field"
"field_npc_d1103","field"
"field_npc_d1104","field"
"field_npc_d1201","field"
"field_npc_d1202","field"
"field_npc_d1204","field"
"field_npc_d1205","field"
"field_npc_d1206","field"
"field_npc_d1301","field"
"field_npc_d1303","field"
"field_npc_d1401","field"
"field_npc_d1402","field"
"field_npc_d1403","field"
"field_npc_d1405","field"
"field_npc_d1407","field"
"field_npc_d5001","field"
"field_npc_d5002","field"
"field_npc_d5003","field"
"field_npc_d5004","field"
"field_npc_d5005","field"
"field_npc_h0201","field"
"field_npc_h0210","field"
"field_npc_h0211","field"
"field_npc_h0212","field"
"field_npc_h0213","field"
"field_npc_h0220","field"
"field_npc_h0221","field"
"field_npc_h0222","field"
"field_npc_h0301","field"
"field_npc_h0310","field"
"field_npc_h0311","field"
"field_npc_h0312","field"
"field_npc_h0313","field"
"field_npc_h0401","field"
"field_npc_h0415","field"
"field_npc_h0416","field"
"field_npc_h0417","field"
"field_npc_h0418","field"
"field_npc_h0420","field"
"field_npc_h0510","field"
"field_npc_h0511","field"
"field_npc_h0512","field"
"field_npc_h0513","field"
"field_npc_h0520","field"
"field_npc_h0601","field"
"field_npc_h0701","field"
"field_npc_h0703","field"
"field_npc_h0810","field"
"field_npc_h0811","field"
"field_npc_h0812","field"
"field_npc_h0813","field"
"field_npc_t0001","field"
"field_npc_t0101","field"
"field_npc_t0102","field"
"field_npc_t0103","field"
"field_npc_t0104","field"
"field_npc_t0105","field"
"field_npc_t0106","field"
"field_npc_t0107","field"
"field_npc_t0108","field"
"field_npc_t0109","field"
"field_npc_t0110","field"
"field_npc_t0121","field"
"field_npc_t0201","field"
"field_npc_t0203","field"
"field_npc_t0301","field"
"field_npc_t0302","field"
"field_npc_t0303","field"
"field_npc_t0304","field"
"field_npc_t0401","field"
"field_npc_t0402","field"
"field_npc_t0403","field"
"field_npc_t0404","field"
"field_npc_t0408","field"
"field_npc_t3001","field"
"field_npc_t3002","field"
"field_npc_t3003","field"
"field_npc_t3004","field"
"field_npc_e0004","field"
"field_npc_e0007","field"
"field_gimmick_t0001","field"
"field_gimmick_t0101","field"
"field_gimmick_t0102","field"
"field_gimmick_t0103","field"
"field_gimmick_t0104","field"
"field_gimmick_t0105","field"
"field_gimmick_t0106","field"
"field_gimmick_t0107","field"
"field_gimmick_t0108","field"
"field_gimmick_t0109","field"
"field_gimmick_t0110","field"
"field_gimmick_t0111","field"
"field_gimmick_t0121","field"
"field_gimmick_t0201","field"
"field_gimmick_t0203","field"
"field_gimmick_t0301","field"
"field_gimmick_t0302","field"
"field_gimmick_t0303","field"
"field_gimmick_t0304","field"
"field_gimmick_t0401","field"
"field_gimmick_t0402","field"
"field_gimmick_t0403","field"
"field_gimmick_t0404","field"
"field_gimmick_t3001","field"
"field_gimmick_t3002","field"
"field_gimmick_t3003","field"
"field_gimmick_t3004","field"
"field_gimmick_d0101","field"
"field_gimmick_d0102","field"
"field_gimmick_d0103","field"
"field_gimmick_d0104","field"
"field_gimmick_d0105","field"
"field_gimmick_d0106","field"
"field_gimmick_d0107","field"
"field_gimmick_d0108","field"
"field_gimmick_d0109","field"
"field_gimmick_d0201","field"
"field_gimmick_d0202","field"
"field_gimmick_d0203","field"
"field_gimmick_d0204","field"
"field_gimmick_d0205","field"
"field_gimmick_d0206","field"
"field_gimmick_d0207","field"
"field_gimmick_d0208","field"
"field_gimmick_d0209","field"
"field_gimmick_d0210","field"
"field_gimmick_d0211","field"
"field_gimmick_d0212","field"
"field_gimmick_d0213","field"
"field_gimmick_d0215","field"
"field_gimmick_d0216","field"
"field_gimmick_d0217","field"
"field_gimmick_d0301","field"
"field_gimmick_d0302","field"
"field_gimmick_d0303","field"
"field_gimmick_d0304","field"
"field_gimmick_d0305","field"
"field_gimmick_d0306","field"
"field_gimmick_d0308","field"
"field_gimmick_d0401","field"
"field_gimmick_d0402","field"
"field_gimmick_d0403","field"
"field_gimmick_d0404","field"
"field_gimmick_d0405","field"
"field_gimmick_d0406","field"
"field_gimmick_d0407","field"
"field_gimmick_d0501","field"
"field_gimmick_d0502","field"
"field_gimmick_d0503","field"
"field_gimmick_d0504","field"
"field_gimmick_d0505","field"
"field_gimmick_d0506","field"
"field_gimmick_d0513","field"
"field_gimmick_d0550","field"
"field_gimmick_d0551","field"
"field_gimmick_d0552","field"
"field_gimmick_d0601","field"
"field_gimmick_d0602","field"
"field_gimmick_d0603","field"
"field_gimmick_d0604","field"
"field_gimmick_d0606","field"
"field_gimmick_d0607","field"
"field_gimmick_d0609","field"
"field_gimmick_d0701","field"
"field_gimmick_d0702","field"
"field_gimmick_d0703","field"
"field_gimmick_d0801","field"
"field_gimmick_d0802","field"
"field_gimmick_d0900","field"
"field_gimmick_d0901","field"
"field_gimmick_d0902","field"
"field_gimmick_d0903","field"
"field_gimmick_d0904","field"
"field_gimmick_d0905","field"
"field_gimmick_d0906","field"
"field_gimmick_d0907","field"
"field_gimmick_d1001","field"
"field_gimmick_d1002","field"
"field_gimmick_d1003","field"
"field_gimmick_d1101","field"
"field_gimmick_d1102","field"
"field_gimmick_d1103","field"
"field_gimmick_d1104","field"
"field_gimmick_d1201","field"
"field_gimmick_d1202","field"
"field_gimmick_d1204","field"
"field_gimmick_d1205","field"
"field_gimmick_d1206","field"
"field_gimmick_d1301","field"
"field_gimmick_d1302","field"
"field_gimmick_d1303","field"
"field_gimmick_d1304","field"
"field_gimmick_d1305","field"
"field_gimmick_d1401","field"
"field_gimmick_d1402","field"
"field_gimmick_d1403","field"
"field_gimmick_d1404","field"
"field_gimmick_d1405","field"
"field_gimmick_d1406","field"
"field_gimmick_d1407","field"
"field_gimmick_d5001","field"
"field_gimmick_d5002","field"
"field_gimmick_d5003","field"
"field_gimmick_d5004","field"
"field_gimmick_d5005","field"
"field_gimmick_e0001","field"
"field_gimmick_h0101","field"
"field_gimmick_h0201","field"
"field_gimmick_h0210","field"
"field_gimmick_h0211","field"
"field_gimmick_h0212","field"
"field_gimmick_h0213","field"
"field_gimmick_h0220","field"
"field_gimmick_h0221","field"
"field_gimmick_h0222","field"
"field_gimmick_h0301","field"
"field_gimmick_h0310","field"
"field_gimmick_h0311","field"
"field_gimmick_h0312","field"
"field_gimmick_h0313","field"
"field_gimmick_h0401","field"
"field_gimmick_h0415","field"
"field_gimmick_h0416","field"
"field_gimmick_h0417","field"
"field_gimmick_h0418","field"
"field_gimmick_h0420","field"
"field_gimmick_h0421","field"
"field_gimmick_h0422","field"
"field_gimmick_h0423","field"
"field_gimmick_h0501","field"
"field_gimmick_h0510","field"
"field_gimmick_h0511","field"
"field_gimmick_h0512","field"
"field_gimmick_h0513","field"
"field_gimmick_h0520","field"
"field_gimmick_h0601","field"
"field_gimmick_h0701","field"
"field_gimmick_h0801","field"
"field_gimmick_h0810","field"
"field_gimmick_h0811","field"
"field_gimmick_h0812","field"
"field_gimmick_h0813","field"
"field_mob_d0104","field"
"field_mob_d0106","field"
"field_mob_d0107","field"
"field_mob_d0108","field"
"field_mob_d0201","field"
"field_mob_d0202","field"
"field_mob_d0204","field"
"field_mob_d0205","field"
"field_mob_d0206","field"
"field_mob_d0207","field"
"field_mob_d0210","field"
"field_mob_d0212","field"
"field_mob_d0213","field"
"field_mob_d0217","field"
"field_mob_d0301","field"
"field_mob_d0302","field"
"field_mob_d0303","field"
"field_mob_d0304","field"
"field_mob_d0305","field"
"field_mob_d0306","field"
"field_mob_d0308","field"
"field_mob_d0401","field"
"field_mob_d0403","field"
"field_mob_d0404","field"
"field_mob_d0407","field"
"field_mob_d0501","field"
"field_mob_d0502","field"
"field_mob_d0503","field"
"field_mob_d0505","field"
"field_mob_d0506","field"
"field_mob_d0602","field"
"field_mob_d0604","field"
"field_mob_d0606","field"
"field_mob_d0609","field"
"field_mob_d0701","field"
"field_mob_d0703","field"
"field_mob_d0901","field"
"field_mob_d0902","field"
"field_mob_d0903","field"
"field_mob_d0904","field"
"field_mob_d1001","field"
"field_mob_d1101","field"
"field_mob_d1102","field"
"field_mob_d1103","field"
"field_mob_d1104","field"
"field_mob_d1202","field"
"field_mob_d1204","field"
"field_mob_d1205","field"
"field_mob_d1301","field"
"field_mob_d1302","field"
"field_mob_d1304","field"
"field_mob_d1401","field"
"field_mob_d1406","field"
"field_mob_d5005","field"
"field_mob_t0001","field"
"field_mob_t0101","field"
"field_mob_t0102","field"
"field_mob_t0103","field"
"field_mob_t0104","field"
"field_mob_t0105","field"
"field_mob_t0106","field"
"field_mob_t0107","field"
"field_mob_t0108","field"
"field_mob_t0109","field"
"field_mob_t0110","field"
"field_mob_t0111","field"
"field_mob_t0121","field"
"field_mob_t0201","field"
"field_mob_t0203","field"
"field_mob_t0301","field"
"field_mob_t0302","field"
"field_mob_t0304","field"
"field_mob_t0401","field"
"field_mob_t0403","field"
"field_mob_t0408","field"
"field_mob_t3001","field"
"field_mob_t3004","field"
"field_mob_h0301","field"
"field_mob_h0310","field"
"field_mob_h0311","field"
"field_mob_h0312","field"
"field_mob_h0313","field"
"field_mob_h0701","field"
"field_battle_d0102","field"
"field_battle_d0103","field"
"field_battle_d0104","field"
"field_battle_d0106","field"
"field_battle_d0107","field"
"field_battle_d0108","field"
"field_battle_d0201","field"
"field_battle_d0205","field"
"field_battle_d0207","field"
"field_battle_d0208","field"
"field_battle_d0209","field"
"field_battle_d0210","field"
"field_battle_d0217","field"
"field_battle_d0301","field"
"field_battle_d0302","field"
"field_battle_d0303","field"
"field_battle_d0304","field"
"field_battle_d0401","field"
"field_battle_d0402","field"
"field_battle_d0403","field"
"field_battle_d0405","field"
"field_battle_d0501","field"
"field_battle_d0502","field"
"field_battle_d0503","field"
"field_battle_d0504","field"
"field_battle_d0603","field"
"field_battle_d0604","field"
"field_battle_d0606","field"
"field_battle_d0607","field"
"field_battle_d0609","field"
"field_battle_d0701","field"
"field_battle_d0703","field"
"field_battle_d0903","field"
"field_battle_d0904","field"
"field_battle_d0905","field"
"field_battle_d0906","field"
"field_battle_d1001","field"
"field_battle_d1003","field"
"field_battle_d1004","field"
"field_battle_d1101","field"
"field_battle_d1102","field"
"field_battle_d1103","field"
"field_battle_d1201","field"
"field_battle_d1202","field"
"field_battle_d1301","field"
"field_battle_d1302","field"
"field_battle_d1401","field"
"field_battle_d1402","field"
"field_battle_d1403","field"
"field_battle_d1405","field"
"field_battle_d1406","field"
"field_battle_d5004","field"
"field_battle_d5005","field"
"field_battle_h0201","field"
"field_battle_h0210","field"
"field_battle_h0211","field"
"field_battle_h0212","field"
"field_battle_h0213","field"
"field_battle_h0220","field"
"field_battle_h0221","field"
"field_battle_h0222","field"
"field_battle_h0301","field"
"field_battle_h0310","field"
"field_battle_h0311","field"
"field_battle_h0312","field"
"field_battle_h0313","field"
"field_battle_h0401","field"
"field_battle_h0415","field"
"field_battle_h0416","field"
"field_battle_h0417","field"
"field_battle_h0418","field"
"field_battle_h0420","field"
"field_battle_h0421","field"
"field_battle_h0422","field"
"field_battle_h0423","field"
"field_battle_h0510","field"
"field_battle_h0511","field"
"field_battle_h0512","field"
"field_battle_h0513","field"
"field_battle_h0601","field"
"field_battle_h0810","field"
"field_battle_h0811","field"
"field_battle_h0812","field"
"field_battle_h0813","field"
"field_battle_t0101","field"
"field_battle_t0102","field"
"field_battle_t0103","field"
"field_battle_t0104","field"
"field_battle_t0105","field"
"field_battle_t0107","field"
"field_battle_t0108","field"
"field_battle_t0109","field"
"field_battle_t0110","field"
"field_battle_t0111","field"
"field_battle_t0201","field"
"field_battle_t0203","field"
"field_battle_t0304","field"
"field_battle_t0401","field"
"field_battle_t0403","field"
"field_talk_by_float_message_d0106","field"
"field_talk_by_float_message_d0107","field"
"field_talk_by_float_message_d0201","field"
"field_talk_by_float_message_d0202","field"
"field_talk_by_float_message_d0203","field"
"field_talk_by_float_message_d0204","field"
"field_talk_by_float_message_d0205","field"
"field_talk_by_float_message_d0206","field"
"field_talk_by_float_message_d0207","field"
"field_talk_by_float_message_d0209","field"
"field_talk_by_float_message_d0210","field"
"field_talk_by_float_message_d0212","field"
"field_talk_by_float_message_d0217","field"
"field_talk_by_float_message_d0301","field"
"field_talk_by_float_message_d0302","field"
"field_talk_by_float_message_d0304","field"
"field_talk_by_float_message_d0401","field"
"field_talk_by_float_message_d0402","field"
"field_talk_by_float_message_d0403","field"
"field_talk_by_float_message_d0404","field"
"field_talk_by_float_message_d0405","field"
"field_talk_by_float_message_d0407","field"
"field_talk_by_float_message_d0501","field"
"field_talk_by_float_message_d0502","field"
"field_talk_by_float_message_d0505","field"
"field_talk_by_float_message_d0506","field"
"field_talk_by_float_message_d0603","field"
"field_talk_by_float_message_d0604","field"
"field_talk_by_float_message_d0606","field"
"field_talk_by_float_message_d0701","field"
"field_talk_by_float_message_d0900","field"
"field_talk_by_float_message_d0903","field"
"field_talk_by_float_message_d0907","field"
"field_talk_by_float_message_d1001","field"
"field_talk_by_float_message_d1002","field"
"field_talk_by_float_message_d1101","field"
"field_talk_by_float_message_d1102","field"
"field_talk_by_float_message_d1103","field"
"field_talk_by_float_message_d1104","field"
"field_talk_by_float_message_d1204","field"
"field_talk_by_float_message_d1301","field"
"field_talk_by_float_message_d1403","field"
"field_talk_by_float_message_h0220","field"
"field_talk_by_float_message_h0221","field"
"field_talk_by_float_message_h0222","field"
"field_talk_by_float_message_h0310","field"
"field_talk_by_float_message_h0311","field"
"field_talk_by_float_message_h0312","field"
"field_talk_by_float_message_h0313","field"
"field_talk_by_float_message_h0601","field"
"field_talk_by_float_message_h0810","field"
"field_talk_by_float_message_h0811","field"
"field_talk_by_float_message_h0812","field"
"field_talk_by_float_message_h0813","field"
"field_talk_by_float_message_t0101","field"
"field_talk_by_float_message_t0102","field"
"field_talk_by_float_message_t0103","field"
"field_talk_by_float_message_t0104","field"
"field_talk_by_float_message_t0105","field"
"field_talk_by_float_message_t0107","field"
"field_talk_by_float_message_t0108","field"
"field_talk_by_float_message_t0109","field"
"field_talk_by_float_message_t0121","field"
"field_talk_by_float_message_t0201","field"
"field_talk_by_float_message_t0203","field"
"field_talk_by_float_message_t0302","field"
"field_talk_by_float_message_t0303","field"
"field_talk_by_float_message_t0304","field"
"field_talk_by_float_message_t0401","field"
"field_talk_by_float_message_t0403","field"
"field_rumor_d0201","field"
"field_rumor_d0202","field"
"field_rumor_d0205","field"
"field_rumor_d0206","field"
"field_rumor_d0207","field"
"field_rumor_d0209","field"
"field_rumor_d0217","field"
"field_rumor_d0301","field"
"field_rumor_d0302","field"
"field_rumor_d0401","field"
"field_rumor_d0403","field"
"field_rumor_d0404","field"
"field_rumor_d0407","field"
"field_rumor_d0501","field"
"field_rumor_d0502","field"
"field_rumor_d0606","field"
"field_rumor_d1001","field"
"field_rumor_d1002","field"
"field_rumor_d1102","field"
"field_rumor_d1204","field"
"field_rumor_d1403","field"
"field_rumor_h0310","field"
"field_rumor_h0311","field"
"field_rumor_h0312","field"
"field_rumor_h0313","field"
"field_rumor_h0810","field"
"field_rumor_h0811","field"
"field_rumor_h0812","field"
"field_rumor_h0813","field"
"field_rumor_t0101","field"
"field_rumor_t0102","field"
"field_rumor_t0103","field"
"field_rumor_t0104","field"
"field_rumor_t0105","field"
"field_rumor_t0107","field"
"field_rumor_t0108","field"
"field_rumor_t0109","field"
"field_rumor_t0201","field"
"field_rumor_t0203","field"
"field_rumor_t0302","field"
"field_rumor_t0303","field"
"field_rumor_t0401","field"
"field_rumor_t0403","field"
