string2 0,string2 1,string2 2,string2 3,string2 4,string2 5,string2 6,string2 7,string2 8,string2 9,string2 10
"t01mob083020101fn01","t01mob083020101fn01_LOD_1","t01mob083020101fn01_LOD_2","","","","","","","",""
"t01mob083fn01","t01mob083fn01_LOD_1","t01mob083fn01_LOD_2","","","","","","","",""
"t01mob084020101fn01","t01mob084020101fn01_LOD_1","t01mob084020101fn01_LOD_2","","","","","","","",""
"t01mob084fn01","t01mob084fn01_LOD_1","t01mob084fn01_LOD_2","","","","","","","",""
"t01mob087020101fn09","t01mob087020101fn09_LOD_1","t01mob087020101fn09_LOD_2","","","","","","","",""
"t01mob087fn09","t01mob087fn09_LOD_1","t01mob087fn09_LOD_2","","","","","","","",""
"t01mob091020101fn01","t01mob091020101fn01_LOD_1","t01mob091020101fn01_LOD_2","","","","","","","",""
"t01mob091fn01","t01mob091fn01_LOD_1","t01mob091fn01_LOD_2","","","","","","","",""
"t01mob091fn02","t01mob091fn02_LOD_1","t01mob091fn02_LOD_2","","","","","","","",""
"t01mob094020101fn01","t01mob094020101fn01_LOD_1","t01mob094020101fn01_LOD_2","","","","","","","",""
"t01mob094fn01","t01mob094fn01_LOD_1","t01mob094fn01_LOD_2","","","","","","","",""
"t01mob095020101fn02","t01mob095020101fn02_LOD_1","t01mob095020101fn02_LOD_2","","","","","","","",""
"t01mob095fn01","t01mob095fn01_LOD_1","t01mob095fn01_LOD_2","","","","","","","",""
"t01mob107fn10","t01mob107fn10_LOD_1","t01mob107fn10_LOD_2","","","","","","","",""
"t01mob108020101fn01","t01mob108020101fn01_LOD_1","t01mob108020101fn01_LOD_2","","","","","","","",""
"t01mob115020101fn01","t01mob115020101fn01_LOD_1","t01mob115020101fn01_LOD_2","","","","","","","",""
"t01mob115fn01","t01mob115fn01_LOD_1","t01mob115fn01_LOD_2","","","","","","","",""
"t01mob123fn01","t01mob123fn01_LOD_1","t01mob123fn01_LOD_2","","","","","","","",""
"t01mob151020101fn01","t01mob151020101fn01_LOD_1","t01mob151020101fn01_LOD_2","","","","","","","",""
"t01mob151fn01","t01mob151fn01_LOD_1","t01mob151fn01_LOD_2","","","","","","","",""
"t01mob151fn02","t01mob151fn02_LOD_1","t01mob151fn02_LOD_2","","","","","","","",""
"t01mob153020101fn01","t01mob153020101fn01_LOD_1","t01mob153020101fn01_LOD_2","","","","","","","",""
"t01mob153fn01","t01mob153fn01_LOD_1","t01mob153fn01_LOD_2","","","","","","","",""
"t01mob153fn02","t01mob153fn02_LOD_1","t01mob153fn02_LOD_2","","","","","","","",""
"t01mob173020101fn01","t01mob173020101fn01_LOD_1","t01mob173020101fn01_LOD_2","","","","","","","",""
"t01mob173fn09","t01mob173fn09_LOD_1","t01mob173fn09_LOD_2","","","","","","","",""
"t01mob193020101fn01","t01mob193020101fn01_LOD_1","t01mob193020101fn01_LOD_2","","","","","","","",""
"t01mob193fn01","t01mob193fn01_LOD_1","t01mob193fn01_LOD_2","","","","","","","",""
"t01mob300020101","t01mob300020101_LOD_1","t01mob300020101_LOD_2","","","","","","","",""
"t01mob300","t01mob300_LOD_1","t01mob300_LOD_2","","","","","","","",""
"t01mob301020101","t01mob301020101_LOD_1","t01mob301020101_LOD_2","","","","","","","",""
"t01mob301","t01mob301_LOD_1","t01mob301_LOD_2","","","","","","","",""
"t01mob302020101","t01mob302020101_LOD_1","t01mob302020101_LOD_2","","","","","","","",""
"t01mob302","t01mob302_LOD_1","t01mob302_LOD_2","","","","","","","",""
"t01mob303020101","t01mob303020101_LOD_1","t01mob303020101_LOD_2","","","","","","","",""
"t01mob303","t01mob303_LOD_1","t01mob303_LOD_2","","","","","","","",""
"t0104shop01a","t0104shop01a_LOD_1","t0104shop01a_LOD_2","","","","","","","",""
"t0104shop01b","t0104shop01b_LOD_1","t0104shop01b_LOD_2","","","","","","","",""
"t0104shop03a","t0104shop03a_LOD_1","t0104shop03a_LOD_2","","","","","","","",""
"t0104shop05a","t0104shop05a_LOD_1","t0104shop05a_LOD_2","","","","","","","",""
"t0104shop06a","t0104shop06a_LOD_1","t0104shop06a_LOD_2","","","","","","","",""
"t0104shop08b","t0104shop08b_LOD_1","t0104shop08b_LOD_2","","","","","","","",""
"t0104shop11a","t0104shop11a_LOD_1","t0104shop11a_LOD_2","","","","","","","",""
"t0104shop11b","t0104shop11b_LOD_1","t0104shop11b_LOD_2","","","","","","","",""
"t0104shop13a","t0104shop13a_LOD_1","t0104shop13a_LOD_2","","","","","","","",""
"t0104shop16a","t0104shop16a_LOD_1","t0104shop16a_LOD_2","","","","","","","",""
"t0104shop16ab","t0104shop16ab_LOD_1","t0104shop16ab_LOD_2","","","","","","","",""
"t0104shop16b","t0104shop16b_LOD_1","t0104shop16b_LOD_2","","","","","","","",""
"t0104shop17a","t0104shop17a_LOD_1","t0104shop17a_LOD_2","","","","","","","",""
"t0104shop18a","t0104shop18a_LOD_1","t0104shop18a_LOD_2","","","","","","","",""
"t0104shop20a","t0104shop20a_LOD_1","t0104shop20a_LOD_2","","","","","","","",""
"t0104shop21a","t0104shop21a_LOD_1","t0104shop21a_LOD_2","","","","","","","",""
"t0104shop21b","t0104shop21b_LOD_1","t0104shop21b_LOD_2","","","","","","","",""
"t0104shop22a","t0104shop22a_LOD_1","t0104shop22a_LOD_2","","","","","","","",""
"t0104shop22b","t0104shop22b_LOD_1","t0104shop22b_LOD_2","","","","","","","",""
"t0104shop22c","t0104shop22c_LOD_1","t0104shop22c_LOD_2","","","","","","","",""
"t0104shop22d","t0104shop22d_LOD_1","t0104shop22d_LOD_2","","","","","","","",""
"d0512spot01","d0512spot01_LOD_1","d0512spot01_LOD_2","","","","","","","",""
"d0512spot02","d0512spot02_LOD_1","d0512spot02_LOD_2","","","","","","","",""
"d0512spot03","d0512spot03_LOD_1","d0512spot03_LOD_2","","","","","","","",""
"d0501orangepipe01a","d0501orangepipe01a_LOD_1","d0501orangepipe01a_LOD_2","","","","","","","",""
"d0501orangepipe01b","d0501orangepipe01b_LOD_1","d0501orangepipe01b_LOD_2","","","","","","","",""
"d0501pipe01a","d0501pipe01a_LOD_1","d0501pipe01a_LOD_2","","","","","","","",""
"d0501pipe01b","d0501pipe01b_LOD_1","d0501pipe01b_LOD_2","","","","","","","",""
"d0501pipe01c","d0501pipe01c_LOD_1","d0501pipe01c_LOD_2","","","","","","","",""
"d0501pipe01d","d0501pipe01d_LOD_1","d0501pipe01d_LOD_2","","","","","","","",""
"d0501pipe01e","d0501pipe01e_LOD_1","d0501pipe01e_LOD_2","","","","","","","",""
"d0501pipe01f","d0501pipe01f_LOD_1","d0501pipe01f_LOD_2","","","","","","","",""
"d0501pipe01g","d0501pipe01g_LOD_1","d0501pipe01g_LOD_2","","","","","","","",""
"d0501pipe01h","d0501pipe01h_LOD_1","d0501pipe01h_LOD_2","","","","","","","",""
"d0501pipe01i","d0501pipe01i_LOD_1","d0501pipe01i_LOD_2","","","","","","","",""
"d0501pipebox01a","d0501pipebox01a_LOD_1","d0501pipebox01a_LOD_2","","","","","","","",""
"d0501pipeset01a","d0501pipeset01a_LOD_1","d0501pipeset01a_LOD_2","","","","","","","",""
"d0501pipeset01b","d0501pipeset01b_LOD_1","d0501pipeset01b_LOD_2","","","","","","","",""
"d0501pipeset01c","d0501pipeset01c_LOD_1","d0501pipeset01c_LOD_2","","","","","","","",""
"d0501pipeset01d","d0501pipeset01d_LOD_1","d0501pipeset01d_LOD_2","","","","","","","",""
"d0501pipeset01e","d0501pipeset01e_LOD_1","d0501pipeset01e_LOD_2","","","","","","","",""
"d0501shaftparts01a","d0501shaftparts01a_LOD_1","d0501shaftparts01a_LOD_2","","","","","","","",""
"d0501shaftparts01b","d0501shaftparts01b_LOD_1","d0501shaftparts01b_LOD_2","","","","","","","",""
"d05lamp03a","d05lamp03a_LOD_1","d05lamp03a_LOD_2","","","","","","","",""
"d05lamp03b","d05lamp03b_LOD_1","d05lamp03b_LOD_2","","","","","","","",""
