int 0,empty 1,string2 2,string2 3,int 4,int 5,int 6,int 7,int 8,int 9,int 10,int 11,int 12,int 13,int 14,int 15,int 16,int 17,empty 18,bool 19,bool 20,bool 21,bool 22,bool 23,bool 24,bool 25,bool 26,bool 27,bool 28,bool 29,bool 30,bool 31,bool 32,bool 33,bool 34,bool 35,bool 36,bool 37,bool 38,bool 39,bool 40,bool 41,bool 42,bool 43,bool 44,bool 45,bool 46,bool 47,bool 48,bool 49,bool 50,int 51,bool 52,bool 53,bool 54,bool 55,bool 56,bool 57,bool 58,bool 59,bool 60,int 61,int 62,int 63,int 64,int 65,int 66,int 67,int 68,int 69,int 70,int 71,int 72,empty 73,int 74,int 75,empty 76,int 77,int 78,empty 79,int 80,int 81,empty 82,int 83,int 84,empty 85,int 86,int 87,empty 88,int 89,int 90,empty 91,int 92,int 93,empty 94,int 95,int 96,empty 97,int 98,int 99,empty 100,int 101,int 102,empty 103,int 104,int 105,empty 106,int 107,int 108,empty 109,int 110,int 111,empty 112,int 113,int 114,empty 115,int 116,int 117,empty 118,int 119,int 120,int 121,int 122,float 123,bool 124,bool 125,int 126,empty 127,int 128,int 129,int 130,int 131,int 132,int 133,int 134,int 135
14,"","char_STARMON","chr014",4,0,1,0,0,0,0,1,0,3,1,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,99,756,392,275,300,265,280,240,13,20141,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30274,"",2,34021,"",15,34011,"",25,0,"",1,2,1,1,0,1,0,20141,"",168,185,199,124,14,-1,0,-1
15,"","char_AQUILAMON","chr015",4,0,3,3,1,0,1,3,3,1,3,1,0,0,"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,553,480,300,200,250,220,400,7,20151,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30211,"",2,32181,"",15,30312,"",25,0,"",1,2,2,3,0,1,0,20151,"",167,77,68,173,15,-1,0,-1
16,"","char_STRIKEDRAMON","chr016",4,0,0,0,3,1,0,3,0,0,0,0,0,1,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,784,240,440,215,180,280,300,1,20161,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30222,"",2,30312,"",15,30242,"",25,0,"",1,2,2,3,0,1,0,20161,"",113,108,144,93,16,-1,0,-1
17,"","char_MINOTAURMON","chr017",4,0,2,0,1,0,0,0,0,1,3,0,0,3,"",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,99,1021,288,405,325,180,200,230,1,20171,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,34021,"",2,30012,"",15,30185,"",25,0,"",1,2,2,8,0,1,0,20171,"",142,83,43,168,17,-1,0,-1
19,"","char_DORUGORAMON","chr019",6,0,1,1,3,0,1,0,0,0,0,3,0,3,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,2100,456,1440,775,325,620,830,1,20191,"",1,20192,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,34021,"",2,30013,"",25,32071,"",35,30333,"",45,3,2,3,0,1,0,20191,"",223,223,225,358,19,-1,0,-1
20,"","char_TYUMON","chr020",3,0,2,0,1,0,0,3,0,0,3,0,1,0,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,99,489,336,210,135,250,150,265,10,20201,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30171,"",2,32141,"",10,0,"",0,0,"",1,1,1,1,0,1,0,20201,"",230,129,169,69,20,-1,0,-1
21,"","char_WHAMON","chr021",5,0,0,0,0,4,3,0,0,1,0,1,0,0,"",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,99,1798,576,620,620,830,635,495,4,20211,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30052,"",2,30122,"",20,32201,"",30,30102,"",40,2,2,8,0,1,0,20211,"",66,93,127,220,21,-1,0,-1
23,"","char_DINOBEEMON","chr023",5,0,3,1,3,1,1,3,0,3,1,0,0,3,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,99,1288,592,1150,655,450,550,665,1,20231,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32231,"",2,30312,"",20,30092,"",30,32111,"",40,2,2,8,0,1,0,20231,"",42,101,53,302,23,-1,0,-1
24,"","char_MARINEANGEMON","chr024",6,0,0,0,0,3,0,1,0,0,0,0,3,1,"",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,99,1463,1472,215,390,1505,1130,820,4,20241,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30053,"",2,30063,"",25,31032,"",35,30263,"",45,3,3,2,0,1,0,20241,"",252,221,226,338,24,-1,0,-1
25,"","char_RAPTORDRAMON","chr025",4,0,0,1,0,0,0,0,3,1,0,3,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,99,826,216,460,260,125,220,280,1,20251,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30132,"",2,32071,"",15,32121,"",25,0,"",1,2,2,3,0,1,0,20251,"",100,86,90,107,25,-1,0,-1
26,"","char_GRADEMON","chr026",5,0,0,3,1,0,0,0,1,3,0,0,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1,99,1372,568,1015,400,465,495,840,7,20261,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30252,"",2,30242,"",20,32061,"",30,34021,"",40,2,2,3,0,1,0,20261,"",156,117,24,206,26,-1,0,-1
27,"","char_WARGREYMON","chr027",6,0,0,0,3,1,0,0,0,0,3,0,0,1,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,1917,640,1120,905,645,735,785,1,20271,"",1,20272,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32121,"",2,30013,"",25,32071,"",35,30253,"",45,3,2,3,0,1,0,20271,"",241,223,75,312,27,-1,0,-1
28,"","char_BIGMAMEMON","chr028",5,0,1,1,1,0,0,0,3,0,0,3,3,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,99,2254,496,450,900,520,740,415,13,20281,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30242,"",2,34021,"",20,30022,"",30,34011,"",40,2,1,1,0,1,0,20281,"",99,96,94,252,28,-1,0,-1
30,"","char_SANGLOUPMON","chr030",4,0,2,0,1,0,3,0,0,0,0,0,1,3,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,756,360,350,190,255,260,300,1,20301,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,33031,"",2,33041,"",15,30292,"",25,0,"",1,2,2,3,0,1,0,20301,"",106,102,150,153,30,-1,0,-1
31,"","char_MATADRMON","chr031",5,0,2,0,0,0,0,1,0,1,3,0,0,3,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,99,1456,592,840,473,605,833,885,7,20311,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32201,"",2,30302,"",20,32061,"",30,33041,"",40,2,2,3,0,1,0,20311,"",181,33,114,290,31,-1,0,-1
32,"","char_GRANDDRACUMON","chr032",6,0,2,0,0,0,3,0,1,0,0,0,1,3,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,1575,864,1080,560,1295,825,760,4,20321,"",1,20322,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30113,"",2,34061,"",25,30303,"",35,31032,"",45,3,2,3,0,1,0,20321,"",80,90,155,379,32,-1,0,-1
33,"","char_TRICERAMON","chr033",5,0,1,0,0,0,1,3,0,1,3,0,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,1029,592,750,970,605,725,440,13,20331,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30162,"",2,32081,"",20,30182,"",30,30313,"",40,2,2,8,0,1,0,20331,"",65,69,36,246,33,-1,0,-1
34,"","char_LILITHMON","chr034",6,0,2,3,0,0,0,0,0,0,0,1,2,4,"",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,99,1232,1048,515,515,1675,900,910,10,20341,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32221,"",2,30113,"",25,30293,"",35,31061,"",45,3,3,4,0,1,0,20341,"",143,101,168,414,34,-1,0,-1
35,"","char_BEELZEBUMON","chr035",6,0,2,3,0,1,0,0,0,0,0,0,2,4,"",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,2008,760,1420,645,645,600,950,7,20351,"",1,20352,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,34021,"",2,30013,"",25,30033,"",35,32121,"",45,3,2,3,0,1,0,20351,"",96,75,145,401,35,-1,0,-1
36,"","char_BARBAMON","chr036",6,0,2,0,3,1,0,0,0,0,0,0,2,4,"",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,99,1281,1000,340,660,1830,1050,710,4,20361,"",1,20362,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30293,"",2,34051,"",25,33061,"",35,30333,"",45,3,4,5,0,1,0,20361,"",230,76,59,391,36,-1,0,-1
37,"","char_LEVIAMON","chr037",6,0,2,0,0,4,0,0,0,2,0,0,2,4,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,99,2008,824,1040,955,925,795,715,1,20371,"",1,20372,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32201,"",2,30103,"",25,30063,"",35,30123,"",45,3,2,8,0,1,0,20371,"",197,86,82,413,37,-1,0,-1
38,"","char_DEMON","chr038",6,0,2,0,3,0,1,0,0,0,0,0,2,4,"",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,99,1736,720,1080,605,1300,720,735,4,20381,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32091,"",2,30013,"",25,33011,"",35,30283,"",45,3,2,3,0,1,0,20381,"",113,57,101,387,38,-1,0,-1
39,"","char_LUCEMON_FM","chr039",5,0,2,1,0,0,0,0,0,0,0,1,3,3,"",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,99,1547,824,795,620,1500,880,795,4,20391,"",1,20392,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30293,"",2,30263,"",20,31061,"",30,31022,"",40,4,2,3,0,1,0,20391,"",221,193,72,296,39,-1,0,-1
40,"","char_BELPHEMON_RM","chr040",7,0,2,0,3,0,1,0,0,0,0,3,2,4,"",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,99,2653,600,1875,1120,695,910,880,1,20401,"",1,20402,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32071,"",2,30013,"",25,30033,"",35,30313,"",45,4,2,8,0,1,0,20401,"",64,56,56,445,40,-1,0,-1
41,"","char_PANDAMON","chr041",5,0,1,0,1,0,0,3,1,0,0,3,0,0,"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,99,1029,648,725,795,720,680,510,13,20411,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30182,"",2,30312,"",20,32111,"",30,32061,"",40,2,2,3,0,1,0,20411,"",219,221,226,250,41,-1,0,-1
42,"","char_FUNBEEMON","chr042",3,0,2,0,1,0,0,3,3,0,1,0,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,99,448,272,225,155,240,155,270,10,20421,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32191,"",2,30091,"",10,0,"",0,0,"",1,1,3,2,0,1,0,20421,"",252,208,95,73,42,-1,0,-1
43,"","char_BLACKTAILMON","chr043",4,0,2,0,0,0,3,0,0,1,0,0,1,3,"",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,99,413,608,225,200,440,305,300,4,20431,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30292,"",2,32141,"",15,34031,"",25,0,"",1,2,3,2,0,1,0,20431,"",68,61,64,166,43,-1,0,-1
44,"","char_CATCHMAMEMON","chr044",5,0,1,1,0,3,3,0,0,1,0,0,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,99,1596,712,575,795,405,585,485,13,20443,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30222,"",2,30032,"",20,30232,"",30,32041,"",40,2,1,1,0,1,0,20441,"",151,156,151,236,44,-1,0,-1
45,"","char_CHRONOMON","chr045",6,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,99,1463,1248,515,605,1355,1110,740,4,20451,"",1,20452,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,31022,"",2,30023,"",25,34061,"",35,30273,"",45,3,2,3,0,1,0,20451,"",0,0,0,318,45,-1,0,-1
46,"","char_CHRONOMON_DESTROY","chr046",6,0,2,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,99,1463,1248,1590,800,545,540,760,1,20461,"",1,20462,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,31051,"",2,30013,"",25,30113,"",35,30306,"",45,3,2,3,0,1,0,20461,"",153,56,45,380,46,-1,0,-1
47,"","char_MEGIDRAMON","chr047",6,0,2,0,3,1,1,0,0,0,0,0,0,3,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,99,2282,728,1295,715,645,640,775,1,20471,"",1,20472,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,30013,"",2,30333,"",25,30223,"",35,32071,"",45,3,2,8,0,1,0,20471,"",0,0,0,407,47,-1,0,-1
48,"","char_GODDRAMON","chr048",6,0,0,1,0,0,0,0,0,0,3,0,4,2,"",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,99,2008,600,980,905,1025,895,690,4,20481,"",1,0,"",2,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,0,"",3,32071,"",2,30213,"",25,30193,"",35,31061,"",45,3,2,3,0,1,0,20481,"",214,204,93,321,48,-1,0,-1
