int 0,int 1,string2 2,string2 3,string2 4,string2 5,int 6,int 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int 15,int 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int 24,float 25,float 26,float 27,float 28,float 29,int 30,int 31,float 32,float 33,float 34,float 35,int 36,float 37,int 38,float 39,int 40,int 41,string2 42,int 43,string2 44,int 45,int 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int 56,int 57,int 58,int 59,float 60,string2 61,string2 62,string2 63
10201021,1,"shop_0003","452","","chr051",0,0,"","","bn01","",0,0,"F01",0,0,-24.144,2.283,31.311,45.668,0,0,1,1,4,160,360,1,1,31,2,-0.5,-1.1,1.4,-1,2,-1,-1,-1,2,0,"bn01",15,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201022,32,"shop_0004","453","","chr345",0,0,"","","f000","",0,0,"F01",0,0,9.844,2.02,29.508,-50,0,0,2,0,7,160,360,1,1,41,2,0,-3.3,2.2,-1,-1,-1,-1,-1,2,0,"f000",15,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201023,1,"shop_0005","454","","chr607",0,0,"","","f000","",0,0,"F01",0,0,-3.04,3.509,-14.43,84.167,0,0,1,1,4,160,360,1,1,30,2,0,-0.2,0,-1,-1,-1,-1,-1,2,0,"f000",15,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201024,29,"loco_mummy","2","","chr226",0,0,"","","bn01","",0,0,"F01",0,0,-0.686,3.516,-83.043,0,0,0,1,1,2,160,360,1,1,5,2,0,0,0,-1,2,-1,-1,0,2,0,"bn01",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"1","",""
10201025,26,"rocomon_huusa","501","","chr009",0,0,"","","bn01","",0,0,"F01",0,0,1.289,4.083,-82.295,0,0,0,1,1,4,160,360,1,1,1,2,0,0,0,-1,2,-1,-1,0,2,1,"bn01",15,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"1","",""
10201026,3,"npc_3021","601","","chr437",0,0,"","","ba02","",0,0,"",0,0,-26.093,2,45.756,-86.187,0,0,1,1,3,160,360,1,1,1,2,0,0.05,0.4,-1,2,-1,-1,0,0,0,"ba02",15,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201031,3,"npc_3022","602","","chr512",0,0,"","","fq01","",0,0,"",0,0,-27.12,2.056,45.616,82.324,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"fq01",15,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201032,3,"npc_3023","605","","chr242",0,0,"","","bn01","",0,0,"",0,0,-18.761,2.056,60.269,-25.78,0,0,1,1,3,160,360,1,1,1,2,0,0,0,-1,2,-1,-1,0,2,1,"bn01",15,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201033,3,"npc_3025","606","","chr708",0,0,"","","fn02_01","",0,0,"",0,0,22.888,15.059,-17.012,-11.942,0,0,1,1,3,160,360,1,1,1,2,0,-0.1,0,-1,-1,0,-1,0,2,0,"fn02_01",15,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201034,3,"npc_3026","607","","chr437",0,0,"","","bn01","",0,0,"",0,0,-1.659,3.074,16.111,-40.321,0,0,1,1,3,160,360,1,1,1,2,0,0.1,0,-1,-1,0,-1,0,2,1,"bn01",15,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201035,6,"npc_608","608","","chr231",0,0,"","","fq01","",0,0,"",0,0,5.063,4.017,-29.592,-36.925,0,0,1,1,3.5,160,360,1,1,1,2,0,0,0,-1,2,-1,-1,0,0,1,"fq01",15,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201036,26,"npc_610","610","","chr596",0,0,"","","bn01","",0,0,"",0,0,-3.877,3.516,-79.305,482.967,0,0,1,1,4,160,360,1,1,1,2,0,0,0,-1,2,-1,-1,0,2,0,"bn01",15,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201037,25,"npc_611","611","","chr146",0,0,"","","bn01","",0,0,"",0,0,1.77,2.198,27.431,-28.75,0,0,1,1,4,160,360,1,1,1,2,0,-0.1,0,-1,2,-1,2,4,2,1,"bn01",15,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201038,25,"npc_612","612","","chr020",0,0,"","","fe04","",0,0,"",0,0,-5.351,3.925,3.769,32.54,0,0,1,1,0,0,0,0,0,0,2,0,-0.1,0,-1,2,-1,2,3,2,1,"fe04",15,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201039,27,"npc_613","613","","chr596",0,0,"","","fe02","",0,0,"",0,0,4.346,3.516,-79.01,567.994,0,0,1,1,4,160,360,1,1,1,2,0,0,0,-1,2,-1,-1,0,2,0,"fe02",15,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201040,27,"npc_614","614","","chr072",0,0,"","","e013","",0,0,"",0,0,-5.355,3.516,-67.83,514.861,0,0,1,1,4,160,360,1,1,1,2,0.03,-0.27,0.2,-1,2,-1,-1,0,2,0,"e013",15,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201041,27,"npc_615","615","","chr458",0,0,"","","bn01","",0,0,"",0,0,-1.854,3.614,-51.196,520.976,0,0,1,1,4,160,360,1,1,1,2,0,0,0.2,-1,2,-1,-1,0,2,0,"bn01",15,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201042,27,"npc_616","616","","chr080",0,0,"","","e012","",0,0,"",0,0,1.569,3.516,-61.139,539.915,0,0,1,1,4,90,360,1,1,1,2,-0.1,-5,1,-1,2,-1,-1,0,2,0,"e012",15,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201043,27,"npc_617","617","","chr747",0,0,"","","e013","",0,0,"",0,0,-0.957,3.516,-64.615,528.021,0,0,1,1,4,110,360,1,1,1,2,0,0,0,-1,2,-1,-1,0,2,0,"e013",15,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201048,31,"zudo_01","453","","chr345",0,0,"","","f000","",0,0,"F01",0,0,9.844,2.02,29.508,-50,0,0,2,0,7,160,360,1,1,1,2,0,-3.3,2.2,-1,-1,0,-1,0,2,0,"f000",15,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201049,26,"npc_622","622","","chr090",0,0,"","","fe04","",0,0,"",0,0,-4.162,3.614,-49.304,398.379,0,0,1,1,0,160,360,1,1,0,2,0,0,0.2,-1,-1,0,-1,0,2,0,"fe04",15,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201050,27,"npc_623","623","","chr090",0,0,"","","fe04","",0,0,"",0,0,-0.269,3.614,-50.527,519.82,0,0,1,1,4,160,360,1,1,1,2,0,0,0.2,-1,2,-1,-1,0,2,0,"fe04",15,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201051,26,"npc_624","624","","chr081",0,0,"","","f002","",0,0,"F03",0,0,-12.471,3.701,6.166,57.751,0,0,1,1,3,160,360,1,1,1,2,0,0,0,-1,2,-1,-1,0,2,0,"f002",15,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201122,21,"subquest_musyamon_2","903","","chr220",0,0,"","","fq01","",0,0,"F01",0,0,1.358,3.516,-57.604,24.072,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"fq01",15,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10201152,6,"kote_03","200","","chr219",0,0,"","","bn02","",0,0,"F01",0,0,9.1,3.516,-54.625,54.219,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,-1,2,0,"bn02",15,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
