string3 0,string3 1
"chr094","chr094LOC"
"chr095","chr095LOC"
"chr096","chr096LOC"
"chr097","chr097LOC"
"chr098","chr098LOC"
"chr100","chr100LOC"
"chr101","chr101LOC"
"chr102","chr102LOC"
"chr103","chr103LOC"
"chr104","chr104LOC"
"chr105","chr105LOC"
"chr106","chr106LOC"
"chr107","chr107LOC"
"chr111","chr111LOC"
"chr112","chr112LOC"
"chr113","chr113LOC"
"chr114","chr114LOC"
"chr115","chr115LOC"
"chr116","chr116LOC"
"chr117","chr117LOC"
"chr118","chr118LOC"
"chr126","chr126LOC"
"chr127","chr127LOC"
"chr128","chr128LOC"
"chr129","chr129LOC"
"chr130","chr130LOC"
"chr132","chr132LOC"
"chr134","chr134LOC"
"chr135","chr135LOC"
"chr136","chr136LOC"
"chr137","chr137LOC"
"chr138","chr138LOC"
"chr139","chr139LOC"
"chr140","chr140LOC"
"chr141","chr141LOC"
"chr142","chr142LOC"
"chr144","chr144LOC"
"chr145","chr145LOC"
"chr146","chr146LOC"
"chr147","chr147LOC"
"chr148","chr148LOC"
"chr149","chr149LOC"
"chr151","chr151LOC"
"chr162","chr162LOC"
"chr163","chr163LOC"
"chr168","chr168LOC"
"chr169","chr169LOC"
"chr170","chr170LOC"
"chr171","chr171LOC"
"chr172","chr172LOC"
"chr173","chr173LOC"
"chr174","chr174LOC"
"chr176","chr176LOC"
"chr178","chr178LOC"
"chr179","chr179LOC"
"chr180","chr180LOC"
"chr181","chr181LOC"
"chr183a","chr183aLOC"
"chr184a","chr184aLOC"
"chr185a","chr185aLOC"
"chr186a","chr186aLOC"
"chr187a","chr187aLOC"
"chr188a","chr188aLOC"
"chr189","chr189LOC"
"chr190","chr190LOC"
"chr191","chr191LOC"
"chr192","chr192LOC"
"chr193","chr193LOC"
"chr194","chr194LOC"
"chr195","chr195LOC"
"chr196","chr196LOC"
"chr197","chr197LOC"
"chr198","chr198LOC"
"chr199","chr199LOC"
"chr208","chr208LOC"
"chr209","chr209LOC"
"chr210","chr210LOC"
"chr211","chr211LOC"
"chr213","chr213LOC"
"chr214","chr214LOC"
"chr215","chr215LOC"
"chr218","chr218LOC"
"chr219","chr219LOC"
"chr220","chr220LOC"
"chr222","chr222LOC"
"chr223","chr223LOC"
"chr224","chr224LOC"
"chr225","chr225LOC"
"chr226","chr226LOC"
"chr227","chr227LOC"
"chr228","chr228LOC"
"chr229","chr229LOC"
"chr230","chr230LOC"
"chr231","chr231LOC"
"chr232","chr232LOC"
"chr233","chr233LOC"
"chr234","chr234LOC"
"chr235","chr235LOC"
"chr237","chr237LOC"
"chr239","chr239LOC"
"chr240","chr240LOC"
"chr241","chr241LOC"
"chr242","chr242LOC"
"chr301","chr301LOC"
"chr302","chr302LOC"
"chr303","chr303LOC"
"chr304","chr304LOC"
"chr305","chr305LOC"
"chr306","chr306LOC"
"chr307","chr307LOC"
"chr308","chr308LOC"
"chr309","chr309LOC"
"chr310","chr310LOC"
"chr311","chr311LOC"
"chr312","chr312LOC"
"chr313","chr313LOC"
"chr314","chr314LOC"
"chr315","chr315LOC"
"chr316","chr316LOC"
"chr317","chr317LOC"
"chr320","chr320LOC"
"chr321","chr321LOC"
"chr322","chr322LOC"
"chr325","chr325LOC"
"chr326","chr326LOC"
"chr328","chr328LOC"
"chr338","chr338LOC"
"chr341","chr341LOC"
"chr342","chr342LOC"
"chr343","chr343LOC"
"chr344","chr344LOC"
"chr345","chr345LOC"
"chr346","chr346LOC"
"chr348","chr348LOC"
"chr349","chr349LOC"
"chr359","chr359LOC"
"chr361","chr361LOC"
"chr363","chr363LOC"
"chr364","chr364LOC"
"chr365","chr365LOC"
"chr367","chr367LOC"
"chr368","chr368LOC"
"chr369","chr369LOC"
"chr370","chr370LOC"
"chr371","chr371LOC"
"chr372","chr372LOC"
"chr373","chr373LOC"
"chr374","chr374LOC"
"chr375","chr375LOC"
"chr376","chr376LOC"
"chr377","chr377LOC"
"chr378","chr378LOC"
"chr379","chr379LOC"
"chr380","chr380LOC"
"chr382","chr382LOC"
"chr383","chr383LOC"
"chr385","chr385LOC"
"chr387","chr387LOC"
"chr388","chr388LOC"
"chr389","chr389LOC"
"chr390","chr390LOC"
"chr391","chr391LOC"
"chr392","chr392LOC"
"chr393","chr393LOC"
"chr394","chr394LOC"
"chr395","chr395LOC"
"chr396","chr396LOC"
"chr397","chr397LOC"
"chr398","chr398LOC"
"chr399","chr399LOC"
"chr400","chr400LOC"
"chr401","chr401LOC"
"chr403","chr403LOC"
"chr404","chr404LOC"
"chr405","chr405LOC"
"chr406","chr406LOC"
"chr407","chr407LOC"
"chr408","chr408LOC"
"chr410","chr410LOC"
"chr411","chr411LOC"
"chr412","chr412LOC"
"chr413","chr413LOC"
"chr414","chr414LOC"
"chr416","chr416LOC"
"chr417","chr417LOC"
"chr419","chr419LOC"
"chr420","chr420LOC"
"chr421","chr421LOC"
"chr422","chr422LOC"
"chr423","chr423LOC"
"chr424","chr424LOC"
"chr425","chr425LOC"
"chr426","chr426LOC"
"chr427","chr427LOC"
"chr428","chr428LOC"
"chr429","chr429LOC"
"chr431","chr431LOC"
"chr435","chr435LOC"
"chr437","chr437LOC"
"chr438","chr438LOC"
"chr439","chr439LOC"
"chr440","chr440LOC"
"chr450","chr450LOC"
"chr451","chr451LOC"
"chr452","chr452LOC"
"chr453","chr453LOC"
"chr454","chr454LOC"
"chr455","chr455LOC"
"chr456","chr456LOC"
"chr457","chr457LOC"
"chr458","chr458LOC"
"chr461","chr461LOC"
"chr463","chr463LOC"
"chr466","chr466LOC"
"chr474","chr474LOC"
"chr479","chr479LOC"
"chr484","chr484LOC"
"chr489","chr489LOC"
"chr490","chr490LOC"
"chr491","chr491LOC"
"chr492","chr492LOC"
"chr510","chr510LOC"
"chr512","chr512LOC"
"chr514","chr514LOC"
"chr515","chr515LOC"
"chr548","chr548LOC"
"chr563","chr563LOC"
"chr564","chr564LOC"
"chr567","chr567LOC"
"chr569","chr569LOC"
"chr573","chr573LOC"
"chr574","chr574LOC"
"chr575","chr575LOC"
"chr576","chr576LOC"
"chr582","chr582LOC"
"chr584","chr584LOC"
"chr586","chr586LOC"
"chr588","chr588LOC"
"chr590","chr590LOC"
"chr592","chr592LOC"
"chr594","chr594LOC"
"chr595","chr595LOC"
"chr596","chr596LOC"
"chr597","chr597LOC"
"chr598","chr598LOC"
"chr600","chr600LOC"
"chr601","chr601LOC"
"chr602","chr602LOC"
"chr603","chr603LOC"
"chr604","chr604LOC"
"chr605","chr605LOC"
"chr606","chr606LOC"
"chr607","chr607LOC"
"chr609","chr609LOC"
"chr610","chr610LOC"
"chr611","chr611LOC"
"chr613","chr613LOC"
"chr614","chr614LOC"
"chr615","chr615LOC"
"chr616","chr616LOC"
"chr621","chr621LOC"
"chr623","chr623LOC"
"chr626","chr626LOC"
"chr627","chr627LOC"
"chr629","chr629LOC"
"chr630","chr630LOC"
"chr631","chr631LOC"
"chr632","chr632LOC"
"chr669","chr669LOC"
"chr670","chr670LOC"
"chr675","chr675LOC"
"chr676","chr676LOC"
"chr677","chr677LOC"
"chr678","chr678LOC"
"chr679","chr679LOC"
"chr680","chr680LOC"
"chr681","chr681LOC"
"chr682","chr682LOC"
"chr683","chr683LOC"
"chr687","chr687LOC"
"chr688","chr688LOC"
"chr697","chr697LOC"
"chr698","chr698LOC"
"chr699","chr699LOC"
"chr700","chr700LOC"
"chr701","chr701LOC"
"chr702","chr702LOC"
"chr703","chr703LOC"
"chr704","chr704LOC"
"chr705","chr705LOC"
"chr706","chr706LOC"
"chr707","chr707LOC"
"chr708","chr708LOC"
"chr709","chr709LOC"
"chr710","chr710LOC"
"chr711","chr711LOC"
"chr716","chr716LOC"
"chr718","chr718LOC"
"chr719","chr719LOC"
"chr720","chr720LOC"
"chr721","chr721LOC"
"chr722","chr722LOC"
"chr723","chr723LOC"
"chr724","chr724LOC"
"chr725","chr725LOC"
"chr726","chr726LOC"
"chr727","chr727LOC"
"chr731","chr731LOC"
"chr732","chr732LOC"
"chr733","chr733LOC"
"chr734","chr734LOC"
"chr735","chr735LOC"
"chr737","chr737LOC"
"chr738","chr738LOC"
"chr739","chr739LOC"
"chr740","chr740LOC"
"chr741","chr741LOC"
"chr742","chr742LOC"
"chr743","chr743LOC"
"chr744","chr744LOC"
"chr745","chr745LOC"
"chr747","chr747LOC"
"chr748","chr748LOC"
"chr749","chr749LOC"
"chr758","chr758LOC"
"chr766","chr766LOC"
"chr770","chr770LOC"
"chr771","chr771LOC"
"chr772","chr772LOC"
"chr773","chr773LOC"
"chr774","chr774LOC"
"chr775","chr775LOC"
"chr776","chr776LOC"
"chr777","chr777LOC"
"chr778","chr778LOC"
"chr779","chr779LOC"
"chr800","chr800LOC"
"chr801","chr801LOC"
"chr802","chr802LOC"
"chr804","chr804LOC"
"chr805","chr805LOC"
"chr807a","chr807aLOC"
"chr842","chr842LOC"
"chr843","chr843LOC"
"chr907","chr907LOC"
"chr908","chr908LOC"
"chr909","chr909LOC"
"chr912","chr912LOC"
"chr913","chr913LOC"
"chr914","chr914LOC"
"chr915","chr915LOC"
"chr916","chr916LOC"
"chr918","chr918LOC"
"chr919","chr919LOC"
"chr920","chr920LOC"
"chr921","chr921LOC"
"chr924","chr924LOC"
"chr925","chr925LOC"
"chr926","chr926LOC"
"chr935","chr935LOC"
"chr941","chr941LOC"
"chr950","chr950LOC"
"chr999","chr999LOC"
"npc001a","npc001aLOC"
"npc002a","npc002aLOC"
"npc003a","npc003aLOC"
"npc004a","npc004aLOC"
"npc005a","npc005aLOC"
"npc006a","npc006aLOC"
"npc007a","npc007aLOC"
"npc009a","npc009aLOC"
"npc010a","npc010aLOC"
"npc011a","npc011aLOC"
"npc013a","npc013aLOC"
"npc017a","npc017aLOC"
"npc101a","npc101aLOC"
"npc102a","npc102aLOC"
"npc104a","npc104aLOC"
"npc105a","npc105aLOC"
"npc106a","npc106aLOC"
"npc107a","npc107aLOC"
"npc109a","npc109aLOC"
"npc110a","npc110aLOC"
"pc001a","pc001aLOC"
"pc002a","pc002aLOC"
