string3 0,string3 1
"chr051_ba01","ba01"
"chr051_ba02","ba02"
"chr052_ba01","ba01"
"chr052_ba02","ba02"
"chr053_ba01","ba01"
"chr053_ba02","ba02"
"chr055_ba01","ba01"
"chr055_ba02","ba02"
"chr056_ba01","ba01"
"chr056_ba02","ba02"
"chr057_ba01","ba01"
"chr057_ba02","ba02"
"chr058_ba01","ba01"
"chr058_ba02","ba02"
"chr059_ba01","ba01"
"chr059_ba02","ba02"
"chr060_ba01","ba01"
"chr060_ba02","ba02"
"chr061_ba01","ba01"
"chr061_ba02","ba02"
"chr068_ba01","ba01"
"chr068_ba02","ba02"
"chr070_ba01","ba01"
"chr070_ba02","ba02"
"chr071_ba01","ba01"
"chr071_ba02","ba02"
"chr072_ba01","ba01"
"chr072_ba02","ba02"
"chr073_ba01","ba01"
"chr073_ba02","ba02"
"chr074_ba01","ba01"
"chr074_ba02","ba02"
"chr075_ba01","ba01"
"chr075_ba02","ba02"
"chr075_m440_030_c04","m440_030_c04"
"chr075_m440_030_c10","m440_030_c10"
"chr075_m440_030_c11","m440_030_c11"
"chr075_m440_030_c24","m440_030_c24"
"chr075_m440_030_c28","m440_030_c28"
"chr075_m440_030_c31","m440_030_c31"
"chr075_m440_110_c04","m440_110_c04"
"chr075_m440_110_c05","m440_110_c05"
"chr075_m440_110_c12","m440_110_c12"
"chr075_m450_010_c01","m450_010_c01"
"chr075_m450_010_c03","m450_010_c03"
"chr075_m450_010_c04","m450_010_c04"
"chr075_m450_010_c13","m450_010_c13"
"chr076_ba01","ba01"
"chr076_ba02","ba02"
"chr077_ba01","ba01"
"chr077_ba02","ba02"
"chr078_ba01","ba01"
"chr078_ba02","ba02"
"chr079_ba01","ba01"
"chr079_ba02","ba02"
"chr080_ba01","ba01"
"chr080_ba02","ba02"
"chr080_e100","e100"
"chr080_m440_030_c03","m440_030_c03"
"chr080_m440_030_c10","m440_030_c10"
"chr080_m440_030_c15","m440_030_c15"
"chr080_m440_030_c24","m440_030_c24"
"chr080_m440_030_c28","m440_030_c28"
"chr080_m440_030_c31","m440_030_c31"
"chr080_m440_110_c04","m440_110_c04"
"chr080_m440_110_c05","m440_110_c05"
"chr080_m440_110_c12","m440_110_c12"
"chr080_m450_010_c01","m450_010_c01"
"chr080_m450_010_c03","m450_010_c03"
"chr080_m450_010_c04","m450_010_c04"
"chr080_m450_010_c06","m450_010_c06"
"chr080_m450_010_c13","m450_010_c13"
"chr081_ba01","ba01"
"chr081_ba02","ba02"
"chr082_ba01","ba01"
"chr082_ba02","ba02"
"chr083_ba01","ba01"
"chr083_ba02","ba02"
"chr084_ba01","ba01"
"chr084_ba02","ba02"
"chr085_ba01","ba01"
"chr085_ba02","ba02"
"chr086_ba01","ba01"
"chr086_ba02","ba02"
"chr086_m440_091_c15","m440_091_c15"
"chr086_m440_091_c16","m440_091_c16"
"chr086_m440_091_c17","m440_091_c17"
"chr086_m440_091_c18","m440_091_c18"
"chr086_m440_091_c41","m440_091_c41"
"chr087_ba01","ba01"
"chr087_ba02","ba02"
"chr088_ba01","ba01"
"chr088_ba02","ba02"
"chr088_d240_072_c01","d240_072_c01"
"chr088_d240_072_c02","d240_072_c02"
"chr088_d240_072_c03","d240_072_c03"
"chr088_e500","e500"
"chr088_m020_030_c07","m020_030_c07"
"chr088_m020_030_c08","m020_030_c08"
"chr088_m020_030_c09","m020_030_c09"
"chr088_m020_030_c10","m020_030_c10"
"chr088_m020_030_c12","m020_030_c12"
"chr088_m020_030_c13","m020_030_c13"
"chr088_m440_080_c01","m440_080_c01"
"chr088_m440_080_c02","m440_080_c02"
"chr088_m440_080_c03","m440_080_c03"
"chr088_m440_080_c05","m440_080_c05"
"chr088_m440_080_c06","m440_080_c06"
"chr088_m440_080_c08","m440_080_c08"
"chr088_m440_080_c10","m440_080_c10"
"chr088_m440_091_c01","m440_091_c01"
"chr088_m440_091_c02","m440_091_c02"
"chr088_m440_091_c03","m440_091_c03"
"chr088_m440_091_c36","m440_091_c36"
"chr088_m440_091_c37","m440_091_c37"
"chr088_m440_091_c39","m440_091_c39"
"chr088_m440_091_c41","m440_091_c41"
"chr090_ba01","ba01"
"chr090_ba02","ba02"
"chr091_ba01","ba01"
"chr091_ba02","ba02"
"chr092_ba01","ba01"
"chr092_ba02","ba02"
"chr093_ba01","ba01"
"chr093_ba02","ba02"
"chr094_ba01","ba01"
"chr094_ba02","ba02"
"chr095_ba01","ba01"
"chr095_ba02","ba02"
"chr096_ba01","ba01"
"chr096_ba02","ba02"
"chr097_ba01","ba01"
"chr097_ba02","ba02"
"chr097_m010_130_c05_chr097","m010_130_c05_chr097"
"chr098_ba01","ba01"
"chr098_ba02","ba02"
"chr100_ba01","ba01"
"chr100_ba02","ba02"
"chr101_ba01","ba01"
"chr101_ba02","ba02"
"chr102_ba01","ba01"
"chr102_ba02","ba02"
"chr103_ba01","ba01"
"chr103_ba02","ba02"
"chr104_ba01","ba01"
"chr104_ba02","ba02"
"chr105_ba01","ba01"
"chr105_ba02","ba02"
"chr106_ba01","ba01"
"chr106_ba02","ba02"
"chr107_ba01","ba01"
"chr107_ba02","ba02"
"chr111_ba01","ba01"
"chr111_ba02","ba02"
"chr112_ba01","ba01"
"chr112_ba02","ba02"
"chr112_d340_021_c01","d340_021_c01"
"chr112_d340_021_c09","d340_021_c09"
"chr112_d340_021_c11","d340_021_c11"
"chr112_d340_021_c15","d340_021_c15"
"chr112_d340_023_c01","d340_023_c01"
"chr112_d340_023_c02","d340_023_c02"
"chr112_d340_023_c04","d340_023_c04"
"chr112_d340_023_c05","d340_023_c05"
"chr112_d340_023_c06","d340_023_c06"
"chr112_d340_023_c07","d340_023_c07"
"chr112_d340_023_c08","d340_023_c08"
"chr113_ba01","ba01"
"chr113_ba02","ba02"
"chr114_ba01","ba01"
"chr114_ba02","ba02"
"chr114_bs01","bs01"
"chr115_ba01","ba01"
"chr115_ba02","ba02"
"chr116_ba01","ba01"
"chr116_ba02","ba02"
"chr117_ba01","ba01"
"chr117_ba02","ba02"
"chr118_ba01","ba01"
"chr118_ba02","ba02"
"chr126_ba01","ba01"
"chr126_ba02","ba02"
"chr126_m440_091_c28","m440_091_c28"
"chr126_m440_091_c29","m440_091_c29"
"chr126_m440_091_c30","m440_091_c30"
"chr126_m440_091_c31","m440_091_c31"
"chr126_m440_091_c41","m440_091_c41"
"chr127_ba01","ba01"
"chr127_ba02","ba02"
"chr128_ba01","ba01"
"chr128_ba02","ba02"
"chr129_ba01","ba01"
"chr129_ba02","ba02"
"chr130_ba01","ba01"
"chr130_ba02","ba02"
"chr132_ba01","ba01"
"chr132_ba02","ba02"
"chr134_ba01","ba01"
"chr134_ba02","ba02"
"chr135_ba01","ba01"
"chr135_ba02","ba02"
"chr136_ba01","ba01"
"chr136_ba02","ba02"
"chr136_m030_060_c10","m030_060_c10"
"chr137_ba01","ba01"
"chr137_ba02","ba02"
"chr138_ba01","ba01"
"chr138_ba02","ba02"
"chr139_ba01","ba01"
"chr139_ba02","ba02"
"chr140_ba01","ba01"
"chr140_ba02","ba02"
"chr141_ba01","ba01"
"chr141_ba02","ba02"
"chr142_ba01","ba01"
"chr142_ba02","ba02"
"chr144_ba01","ba01"
"chr144_ba02","ba02"
"chr145_ba01","ba01"
"chr145_ba02","ba02"
"chr146_ba01","ba01"
"chr146_ba02","ba02"
"chr146_m200_011_c01","m200_011_c01"
"chr146_m200_011_c02","m200_011_c02"
"chr146_m200_011_c03","m200_011_c03"
"chr147_ba01","ba01"
"chr147_ba02","ba02"
"chr148_ba01","ba01"
"chr148_ba02","ba02"
"chr149_ba01","ba01"
"chr149_ba02","ba02"
"chr151_ba01","ba01"
"chr151_ba02","ba02"
"chr151_bs01","bs01"
"chr163_ba01","ba01"
"chr163_ba02","ba02"
"chr163_bb01","bb01"
"chr163_bb02","bb02"
"chr163_bb03","bb03"
"chr163_bb04","bb04"
"chr163_bb05","bb05"
"chr168_ba01","ba01"
"chr168_ba02","ba02"
"chr168_m420_110_c12","m420_110_c12"
"chr168_m420_110_c13","m420_110_c13"
"chr168_m430_010_c07","m430_010_c07"
"chr168_m430_010_c08","m430_010_c08"
"chr168_m430_010_c09","m430_010_c09"
"chr168_m440_110_c09","m440_110_c09"
"chr168_m440_110_c11","m440_110_c11"
"chr168_m440_110_c13","m440_110_c13"
"chr168_m440_110_c14","m440_110_c14"
"chr168_m440_110_c15","m440_110_c15"
"chr168_m440_110_c16","m440_110_c16"
"chr168_m440_110_c17","m440_110_c17"
"chr168_m440_110_c18","m440_110_c18"
"chr168_m440_110_c19","m440_110_c19"
"chr168_m440_120_c02","m440_120_c02"
"chr168_m440_120_c03","m440_120_c03"
"chr168_m440_120_c05","m440_120_c05"
"chr168_m440_120_c06","m440_120_c06"
"chr168_m440_120_c07","m440_120_c07"
"chr168_m440_120_c08","m440_120_c08"
"chr168_m440_120_c10","m440_120_c10"
"chr168_m440_120_c11","m440_120_c11"
"chr168_m440_120_c12","m440_120_c12"
"chr168_m440_120_c14","m440_120_c14"
"chr168_m440_120_c15","m440_120_c15"
"chr168_m440_120_c17","m440_120_c17"
"chr168_m440_120_c18","m440_120_c18"
"chr168_m440_120_c19","m440_120_c19"
"chr168_m440_120_c20","m440_120_c20"
"chr168_m440_120_c21","m440_120_c21"
"chr168_m440_120_c22","m440_120_c22"
"chr168_m440_120_c23","m440_120_c23"
"chr168_m440_120_c24","m440_120_c24"
"chr168_m440_120_c25","m440_120_c25"
"chr168_m440_120_c27","m440_120_c27"
"chr168_m440_120_c29","m440_120_c29"
"chr168_m440_120_c30","m440_120_c30"
"chr168_m440_120_c32","m440_120_c32"
"chr168_m440_130_c01","m440_130_c01"
"chr168_m450_010_c07","m450_010_c07"
"chr168_m450_010_c08","m450_010_c08"
"chr168_m450_010_c09","m450_010_c09"
"chr168_m450_010_c10","m450_010_c10"
"chr168_m450_010_c13","m450_010_c13"
"chr169_ba01","ba01"
"chr170_ba01","ba01"
"chr170_ba02","ba02"
"chr170_m440_030_c06","m440_030_c06"
"chr170_m440_030_c10","m440_030_c10"
"chr170_m440_030_c20","m440_030_c20"
"chr170_m440_030_c24","m440_030_c24"
"chr170_m440_030_c28","m440_030_c28"
"chr170_m440_030_c31","m440_030_c31"
"chr170_m440_110_c04","m440_110_c04"
"chr170_m440_110_c05","m440_110_c05"
"chr170_m440_110_c12","m440_110_c12"
"chr170_m450_010_c03","m450_010_c03"
"chr170_m450_010_c06","m450_010_c06"
"chr170_m450_010_c13","m450_010_c13"
"chr171_ba01","ba01"
"chr171_ba02","ba02"
"chr171_bb01","bb01"
"chr172_ba01","ba01"
"chr172_ba02","ba02"
"chr172_m440_030_c03","m440_030_c03"
"chr172_m440_030_c07","m440_030_c07"
"chr172_m440_030_c10","m440_030_c10"
"chr172_m440_030_c12","m440_030_c12"
"chr172_m440_030_c24","m440_030_c24"
"chr172_m440_030_c28","m440_030_c28"
"chr172_m440_030_c31","m440_030_c31"
"chr172_m440_110_c04","m440_110_c04"
"chr172_m440_110_c05","m440_110_c05"
"chr172_m440_110_c12","m440_110_c12"
"chr172_m450_010_c01","m450_010_c01"
"chr172_m450_010_c03","m450_010_c03"
"chr172_m450_010_c05","m450_010_c05"
"chr172_m450_010_c13","m450_010_c13"
"chr173_ba01","ba01"
"chr173_ba02","ba02"
"chr173_bb01","bb01"
"chr173_bb02","bb02"
"chr173_bb03","bb03"
"chr173_bb04","bb04"
"chr173_bb05","bb05"
"chr173_e100","e100"
"chr173_m440_030_c04","m440_030_c04"
"chr173_m440_030_c10","m440_030_c10"
"chr173_m440_030_c17","m440_030_c17"
"chr173_m440_030_c19","m440_030_c19"
"chr173_m440_030_c24","m440_030_c24"
"chr173_m440_030_c28","m440_030_c28"
"chr173_m440_030_c31","m440_030_c31"
"chr173_m440_110_c04","m440_110_c04"
"chr173_m440_110_c05","m440_110_c05"
"chr173_m440_110_c12","m440_110_c12"
"chr173_m450_010_c01","m450_010_c01"
"chr173_m450_010_c03","m450_010_c03"
"chr173_m450_010_c05","m450_010_c05"
"chr173_m450_010_c11","m450_010_c11"
"chr173_m450_010_c12","m450_010_c12"
"chr173_m450_010_c13","m450_010_c13"
"chr174_ba01","ba01"
"chr174_ba02","ba02"
"chr174_m440_030_c04","m440_030_c04"
"chr174_m440_030_c10","m440_030_c10"
"chr174_m440_030_c14","m440_030_c14"
"chr174_m440_030_c24","m440_030_c24"
"chr174_m440_030_c28","m440_030_c28"
"chr174_m440_030_c31","m440_030_c31"
"chr174_m440_110_c04","m440_110_c04"
"chr174_m440_110_c05","m440_110_c05"
"chr174_m440_110_c12","m440_110_c12"
"chr174_m450_010_c01","m450_010_c01"
"chr174_m450_010_c03","m450_010_c03"
"chr174_m450_010_c04","m450_010_c04"
"chr174_m450_010_c13","m450_010_c13"
"chr176_ba01","ba01"
"chr176_ba02","ba02"
"chr176_m440_030_c01","m440_030_c01"
"chr176_m440_030_c02","m440_030_c02"
"chr176_m440_030_c03","m440_030_c03"
"chr176_m440_030_c04","m440_030_c04"
"chr176_m440_030_c05","m440_030_c05"
"chr176_m440_030_c06","m440_030_c06"
"chr176_m440_030_c07","m440_030_c07"
"chr176_m440_030_c08","m440_030_c08"
"chr176_m440_030_c10","m440_030_c10"
"chr176_m440_030_c11","m440_030_c11"
"chr176_m440_030_c12","m440_030_c12"
"chr176_m440_030_c13","m440_030_c13"
"chr176_m440_030_c14","m440_030_c14"
"chr176_m440_030_c15","m440_030_c15"
"chr176_m440_030_c16","m440_030_c16"
"chr176_m440_030_c17","m440_030_c17"
"chr176_m440_030_c18","m440_030_c18"
"chr176_m440_030_c19","m440_030_c19"
"chr176_m440_030_c20","m440_030_c20"
"chr176_m440_030_c21","m440_030_c21"
"chr176_m440_030_c22","m440_030_c22"
"chr176_m440_030_c23","m440_030_c23"
"chr176_m440_030_c24","m440_030_c24"
"chr176_m440_030_c25","m440_030_c25"
"chr176_m440_030_c26","m440_030_c26"
"chr176_m440_030_c27","m440_030_c27"
"chr176_m440_030_c28","m440_030_c28"
"chr176_m450_010_c01","m450_010_c01"
"chr176_m450_010_c02","m450_010_c02"
"chr176_m450_010_c03","m450_010_c03"
"chr176_m450_010_c04","m450_010_c04"
"chr176_m450_010_c06","m450_010_c06"
"chr176_m450_010_c13","m450_010_c13"
"chr178_ba01","ba01"
"chr178_ba02","ba02"
"chr178_e100","e100"
"chr178_e500","e500"
"chr178_m440_030_c05","m440_030_c05"
"chr178_m440_030_c10","m440_030_c10"
"chr178_m440_030_c11","m440_030_c11"
"chr178_m440_030_c13","m440_030_c13"
"chr178_m440_030_c16","m440_030_c16"
"chr178_m440_030_c24","m440_030_c24"
"chr178_m440_030_c28","m440_030_c28"
"chr178_m440_030_c31","m440_030_c31"
"chr178_m440_110_c04","m440_110_c04"
"chr178_m440_110_c05","m440_110_c05"
"chr178_m440_110_c12","m440_110_c12"
"chr178_m450_010_c01","m450_010_c01"
"chr178_m450_010_c03","m450_010_c03"
"chr178_m450_010_c04","m450_010_c04"
"chr178_m450_010_c13","m450_010_c13"
"chr179_ba01","ba01"
"chr179_ba02","ba02"
"chr179_e100","e100"
"chr179_e500","e500"
"chr179_m440_030_c08","m440_030_c08"
"chr179_m440_030_c09","m440_030_c09"
"chr179_m440_030_c10","m440_030_c10"
"chr179_m440_030_c13","m440_030_c13"
"chr179_m440_030_c24","m440_030_c24"
"chr179_m440_030_c28","m440_030_c28"
"chr179_m440_030_c31","m440_030_c31"
"chr179_m440_110_c04","m440_110_c04"
"chr179_m440_110_c05","m440_110_c05"
"chr179_m440_110_c12","m440_110_c12"
"chr179_m450_010_c01","m450_010_c01"
"chr179_m450_010_c03","m450_010_c03"
"chr179_m450_010_c05","m450_010_c05"
"chr179_m450_010_c11","m450_010_c11"
"chr179_m450_010_c12","m450_010_c12"
"chr179_m450_010_c13","m450_010_c13"
"chr180_ba01","ba01"
"chr180_ba02","ba02"
"chr180_m440_030_c07","m440_030_c07"
"chr180_m440_030_c10","m440_030_c10"
"chr180_m440_030_c11","m440_030_c11"
"chr180_m440_030_c16","m440_030_c16"
"chr180_m440_030_c21","m440_030_c21"
"chr180_m440_030_c24","m440_030_c24"
"chr180_m440_030_c28","m440_030_c28"
"chr180_m440_030_c31","m440_030_c31"
"chr180_m440_110_c04","m440_110_c04"
"chr180_m440_110_c05","m440_110_c05"
"chr180_m440_110_c12","m440_110_c12"
"chr181_ba01","ba01"
"chr181_ba02","ba02"
"chr181_m440_110_c04","m440_110_c04"
"chr181_m440_110_c05","m440_110_c05"
"chr181_m440_110_c12","m440_110_c12"
"chr181_m450_010_c01","m450_010_c01"
"chr181_m450_010_c03","m450_010_c03"
"chr181_m450_010_c05","m450_010_c05"
"chr181_m450_010_c12","m450_010_c12"
"chr181_m450_010_c13","m450_010_c13"
"chr183a_ba01","ba01"
"chr183a_ba02","ba02"
"chr183a_e505","e505"
"chr183a_fg01_d01","fg01_d01"
"chr183a_fg01_d02","fg01_d02"
"chr183a_fg01_d03","fg01_d03"
"chr183a_fg01_d04","fg01_d04"
"chr183a_fg01_d05","fg01_d05"
"chr183a_fg01_u01","fg01_u01"
"chr183a_fg01_u02","fg01_u02"
"chr183a_fg01_u03","fg01_u03"
"chr183a_fg01_u04","fg01_u04"
"chr183a_fg01_u05","fg01_u05"
"chr183a_fg02_d01","fg02_d01"
"chr183a_fg02_d02","fg02_d02"
"chr183a_fg02_fn01","fg02_fn01"
"chr183a_fg02_fw01b","fg02_fw01b"
"chr183a_fg03_l01","fg03_l01"
"chr183a_fg03_l02","fg03_l02"
"chr183a_fg03_l03","fg03_l03"
"chr183a_fg03_l04","fg03_l04"
"chr183a_fg03_r01","fg03_r01"
"chr183a_fg03_r02","fg03_r02"
"chr183a_fg03_r03","fg03_r03"
"chr183a_fg03_r04","fg03_r04"
"chr183a_fg04_fn01","fg04_fn01"
"chr183a_fg05_n01","fg05_n01"
"chr183a_fg05_w01","fg05_w01"
"chr183a_fg06_w01","fg06_w01"
"chr183a_fg09_n01","fg09_n01"
"chr183a_fg09_w01","fg09_w01"
"chr183a_fn01_01","fn01_01"
"chr183a_fr01_01b","fr01_01b"
"chr183a_fs01_01","fs01_01"
"chr183a_fw01_01","fw01_01"
"chr184a_ba01","ba01"
"chr184a_ba02","ba02"
"chr184a_bs02","bs02"
"chr184a_m200_011_c01","m200_011_c01"
"chr184a_m200_011_c02","m200_011_c02"
"chr184a_m200_011_c03","m200_011_c03"
"chr185a_ba01","ba01"
"chr185a_ba02","ba02"
"chr186a_ba01","ba01"
"chr186a_ba02","ba02"
"chr187a_ba01","ba01"
"chr187a_ba02","ba02"
"chr187a_bs01","bs01"
"chr187a_bs02","bs02"
"chr188a_ba01","ba01"
"chr188a_ba02","ba02"
"chr188a_bs02","bs02"
"chr189_ba01","ba01"
"chr189_ba02","ba02"
"chr189_m440_030_c10","m440_030_c10"
"chr189_m440_030_c14","m440_030_c14"
"chr189_m440_030_c19","m440_030_c19"
"chr189_m440_030_c23","m440_030_c23"
"chr189_m440_030_c24","m440_030_c24"
"chr189_m440_030_c25","m440_030_c25"
"chr189_m440_030_c27","m440_030_c27"
"chr189_m440_030_c28","m440_030_c28"
"chr189_m440_110_c04","m440_110_c04"
"chr189_m440_110_c05","m440_110_c05"
"chr189_m440_110_c12","m440_110_c12"
"chr189_m450_010_c01","m450_010_c01"
"chr189_m450_010_c02","m450_010_c02"
"chr189_m450_010_c03","m450_010_c03"
"chr189_m450_010_c04","m450_010_c04"
"chr189_m450_010_c13","m450_010_c13"
"chr190_ba01","ba01"
"chr190_ba02","ba02"
"chr191_ba01","ba01"
"chr191_ba02","ba02"
"chr192_ba01","ba01"
"chr192_ba02","ba02"
"chr193_ba01","ba01"
"chr193_ba02","ba02"
"chr194_ba01","ba01"
"chr194_ba02","ba02"
"chr195_ba01","ba01"
"chr195_ba02","ba02"
"chr196_ba01","ba01"
"chr196_ba02","ba02"
"chr197_ba01","ba01"
"chr197_ba02","ba02"
"chr198_ba01","ba01"
"chr198_ba02","ba02"
"chr199_ba01","ba01"
"chr199_ba02","ba02"
"chr208_ba01","ba01"
"chr208_ba02","ba02"
"chr209_ba01","ba01"
"chr209_ba02","ba02"
"chr210_ba01","ba01"
"chr210_ba02","ba02"
"chr211_ba01","ba01"
"chr211_ba02","ba02"
"chr213_ba01","ba01"
"chr213_ba02","ba02"
"chr214_ba01","ba01"
"chr214_ba02","ba02"
"chr215_ba01","ba01"
"chr215_ba02","ba02"
"chr215_m440_091_c19","m440_091_c19"
"chr215_m440_091_c20","m440_091_c20"
"chr215_m440_091_c21","m440_091_c21"
"chr215_m440_091_c41","m440_091_c41"
"chr218_ba01","ba01"
"chr218_ba02","ba02"
"chr219_ba01","ba01"
"chr219_ba02","ba02"
"chr220_ba01","ba01"
"chr220_ba02","ba02"
"chr222_ba01","ba01"
"chr222_ba02","ba02"
"chr223_ba01","ba01"
"chr223_ba02","ba02"
"chr224_ba01","ba01"
"chr224_ba02","ba02"
"chr225_ba01","ba01"
"chr225_ba02","ba02"
"chr226_ba01","ba01"
"chr226_ba02","ba02"
"chr227_ba01","ba01"
"chr227_ba02","ba02"
"chr228_ba01","ba01"
"chr228_ba02","ba02"
"chr229_ba01","ba01"
"chr229_ba02","ba02"
"chr230_ba01","ba01"
"chr230_ba02","ba02"
"chr231_ba01","ba01"
"chr231_ba02","ba02"
"chr232_ba01","ba01"
"chr232_ba02","ba02"
"chr233_ba01","ba01"
"chr233_ba02","ba02"
"chr234_ba01","ba01"
"chr234_ba02","ba02"
"chr235_ba01","ba01"
"chr235_ba02","ba02"
"chr237_ba01","ba01"
"chr237_ba02","ba02"
"chr239_ba01","ba01"
"chr239_ba02","ba02"
"chr240_ba01","ba01"
"chr240_ba02","ba02"
"chr241_ba01","ba01"
"chr241_ba02","ba02"
"chr242_ba01","ba01"
"chr242_ba02","ba02"
"chr301_ba01","ba01"
"chr301_ba02","ba02"
"chr302_ba01","ba01"
"chr302_ba02","ba02"
"chr302_m010_180_c03","m010_180_c03"
"chr302_m010_180_c04","m010_180_c04"
"chr302_m010_180_c05","m010_180_c05"
"chr302_m010_190_c01","m010_190_c01"
"chr302_m010_190_c05","m010_190_c05"
"chr302_m010_190_c06","m010_190_c06"
"chr302_m010_190_c07","m010_190_c07"
"chr302_m010_190_c10","m010_190_c10"
"chr302_m010_190_c11","m010_190_c11"
"chr302_m010_190_c12","m010_190_c12"
"chr302_m020_030_c02","m020_030_c02"
"chr302_m020_030_c03","m020_030_c03"
"chr302_m020_030_c04","m020_030_c04"
"chr302_m020_030_c05","m020_030_c05"
"chr302_m020_030_c07","m020_030_c07"
"chr302_m020_030_c09","m020_030_c09"
"chr302_m020_030_c13","m020_030_c13"
"chr303_ba01","ba01"
"chr303_ba02","ba02"
"chr304_ba01","ba01"
"chr304_ba02","ba02"
"chr305_ba01","ba01"
"chr305_ba02","ba02"
"chr306_ba01","ba01"
"chr306_ba02","ba02"
"chr307_ba01","ba01"
"chr307_ba02","ba02"
"chr308_ba01","ba01"
"chr308_ba02","ba02"
"chr308_m340_040_c01","m340_040_c01"
"chr308_m340_040_c03","m340_040_c03"
"chr308_m420_020_c07","m420_020_c07"
"chr308_m420_020_c08","m420_020_c08"
"chr308_m420_020_c09","m420_020_c09"
"chr308_m420_020_c10","m420_020_c10"
"chr308_m420_020_c11","m420_020_c11"
"chr309_ba01","ba01"
"chr309_ba02","ba02"
"chr309_f000","f000"
"chr310_ba01","ba01"
"chr310_ba02","ba02"
"chr311_ba01","ba01"
"chr311_ba02","ba02"
"chr312_ba01","ba01"
"chr312_ba02","ba02"
"chr313_ba01","ba01"
"chr313_ba02","ba02"
"chr314_ba01","ba01"
"chr314_ba02","ba02"
"chr315_ba01","ba01"
"chr315_ba02","ba02"
"chr316_ba01","ba01"
"chr316_ba02","ba02"
"chr317_ba01","ba01"
"chr317_ba02","ba02"
"chr320_ba01","ba01"
"chr320_ba02","ba02"
"chr321_ba01","ba01"
"chr321_ba02","ba02"
"chr322_ba01","ba01"
"chr322_ba02","ba02"
"chr325_ba01","ba01"
"chr325_ba02","ba02"
"chr326_ba01","ba01"
"chr326_ba02","ba02"
"chr328_ba01","ba01"
"chr328_ba02","ba02"
"chr338_ba01","ba01"
"chr338_ba02","ba02"
"chr341_ba01","ba01"
"chr341_ba02","ba02"
"chr342_ba01","ba01"
"chr342_ba02","ba02"
"chr343_ba01","ba01"
"chr343_ba02","ba02"
"chr344_ba01","ba01"
"chr344_ba02","ba02"
"chr345_ba01","ba01"
"chr345_ba02","ba02"
"chr346_ba01","ba01"
"chr346_ba02","ba02"
"chr348_ba01","ba01"
