string2 0,string 1
"1047","Guarder Attachment II"
"1048","Flare Guard"
"1049",""
"1050","Aqua Guard"
"1051",""
"1052","Ice Guard"
"1053",""
"1054","Plant Guard"
"1055",""
"1056","Electric Guard"
"1057",""
"1058","Gaia Guard"
"1059",""
"1060","Steel Guard"
"1061",""
"1062","Wind Guard"
"1063",""
"1064","Light Guard"
"1065",""
"1066","Dark Guard"
"1067",""
"1068","Noise Guard"
"1069",""
"1070","Union Guard F&P"
"1071","Union Guard A&I"
"1072","Union Guard E&W"
"1073","Union Guard G&S"
"1074","Union Guard L&D"
"1075",""
"1076",""
"1077",""
"1078",""
"1079",""
"1080",""
"1081",""
"1082",""
"1083",""
"1084",""
"1085",""
"1086",""
"1087",""
"1088",""
"1089",""
"1090",""
"1091","Poison Wall I"
"1092","Panic Wall I"
"1093","Paralysis Wall I"
"1094","Sleep Wall I"
"1095","Crystal Wall"
"1096","Bug Wall"
"1097","Death Wall"
"1098","Stats Wall"
"1099","Multi Wall"
"1100",""
"1101",""
"1102",""
"1103",""
"1104",""
"1105",""
"1106",""
"1107",""
"1108",""
"1109",""
"1110",""
"1111",""
"1112",""
"1113",""
"1114","Poison Attack"
"1115","Panic Attack"
"1116","Paralysis Attack"
"1117","Sleep Attack"
"1118","Crystal Attack"
"1119",""
"1120",""
"1121",""
"1122",""
"1123",""
"1124",""
"1125",""
"1126",""
"1127",""
"1128",""
"1129","Damage Down"
"1130",""
"1131",""
"1132",""
"1133",""
"1134",""
"1135",""
"1136",""
"1137",""
"1138",""
"1139",""
"1140",""
"1141",""
"1142","Known Bug"
"1171","Poison Wall II"
"1172","Panic Wall II"
"1173","Paralysis Wall II"
"1174","Sleep Wall II"
"10569","Gazimon Card"
"10708","ToyAgumon Card"
"30000","{d0}"
