int 0,empty 1,empty 2,empty 3,int 4,int 5,int 6,bool 7,bool 8,int 9,int 10,int 11,int 12,empty 13,int 14,empty 15,int 16,empty 17,int 18,empty 19,int 20,int 21,int 22,int 23,int 24,int 25,int 26,int 27,int 28,int 29,int 30,int 31,int 32,int 33,int 34,int 35,short 36,short 37,int 38,byte 39,byte 40,byte 41,byte 42,byte 43,byte 44,short 45,int 46,int 47,empty 48,short 49,short 50,empty 51,int 52,empty 53,int 54,empty 55,int 56,empty 57,int 58,empty 59,int 60,int 61,empty 62,int 63,int 64,empty 65,int 66,empty 67,int 68,empty 69,int 70,empty 71,string2 72
12087,"","","",12087,-1,12087,1,0,0,15,1,0,"",0,"",10030,"",0,"",3,0,0,100,100,0,0,0,-1,-1,-1,-1,-1,10,1,1,0,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
12088,"","","",12088,-1,12088,1,0,0,15,1,0,"",0,"",10031,"",0,"",3,0,0,100,100,0,0,0,-1,-1,-1,-1,-1,10,1,1,0,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
12089,"","","",-1,-1,12089,1,0,0,0,1,0,"",0,"",34071,"",0,"",3,0,0,100,100,0,0,0,-1,-1,-1,-1,-1,10,1,1,0,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
12090,"","","",-1,-1,12090,1,0,0,0,1,0,"",0,"",34081,"",0,"",3,0,0,100,100,0,0,0,-1,-1,-1,-1,-1,10,1,1,0,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
12091,"","","",12091,-1,12091,1,0,0,0,1,0,"",0,"",0,"",0,"",3,0,0,100,100,0,0,0,-1,-1,-1,-1,-1,10,1,1,0,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
12092,"","","",-1,-1,12092,1,0,0,15,1,0,"",0,"",10014,"",0,"",3,0,0,0,100,0,0,0,-1,-1,-1,-1,-1,10,1,1,0,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",192100,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
12105,"","","",12105,-1,12105,1,0,0,0,1,0,"",0,"",0,"",0,"",3,0,0,100,100,0,0,0,-1,-1,-1,-1,-1,10,1,1,0,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
12106,"","","",12106,-1,12106,1,0,0,0,1,0,"",0,"",0,"",0,"",3,0,0,100,100,0,0,0,-1,-1,-1,-1,-1,10,1,1,0,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
12107,"","","",12107,-1,12107,1,0,0,0,1,0,"",60002,"",60002,"",0,"",3,0,0,100,100,0,0,0,-1,-1,-1,-1,-1,4,1,1,0,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",591611,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
12108,"","","",12108,-1,12108,1,0,0,20,1,12001,"",60002,"",60002,"",0,"",2,0,0,100,100,0,0,0,-1,-1,-1,-1,-1,2,1,1,0,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",591611,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
12126,"","","",12126,-1,12126,1,0,0,0,1,0,"",0,"",0,"",0,"",3,0,0,100,100,0,0,0,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
12301,"","","",12301,-1,12301,1,0,0,17,1,0,"",0,"",31011,"",0,"",3,0,0,100,100,0,0,0,-1,-1,-1,-1,-1,10,1,1,0,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
12302,"","","",12302,-1,12302,1,0,0,17,1,0,"",0,"",31013,"",0,"",3,0,0,100,100,0,0,0,-1,-1,-1,-1,-1,10,1,1,0,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
13008,"","","",-1,-1,13008,1,0,0,0,1,0,"",0,"",31011,"",0,"",3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,1,1,0,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20011,"","","",20011,0,20011,1,0,0,3,1,20011,"",0,"",31011,"",0,"",0,3,8,35,100,1,0,0,0,-1,-1,-1,11,2,1,1,135,5,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",31051,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20021,"","","",20021,0,20021,1,1,30041,3,1,20021,"",0,"",12006,"",0,"",0,2,2,50,100,1,0,0,4,-1,-1,-1,-1,1,1,1,55,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20031,"","","",20031,0,20031,1,1,30101,3,1,20031,"",0,"",12006,"",0,"",0,2,2,60,100,1,0,0,4,8,-1,-1,-1,1,1,1,85,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",107030,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20041,"","","",20041,0,20041,1,1,30101,3,1,20041,"",0,"",12004,"",0,"",0,2,2,20,100,1,0,0,2,8,-1,-1,-1,1,4,4,165,5,0,0,100,1,15,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20051,"","","",20051,20051,20051,1,0,0,3,1,20051,"",0,"",0,"",0,"",0,6,0,0,100,0,0,0,0,-1,-1,-1,13,5,1,1,30,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",20051,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20061,"","","",20061,0,20061,1,1,30281,3,1,20061,"",0,"",12012,"",0,"",0,2,2,50,100,1,0,0,10,18,-1,-1,-1,5,1,1,190,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20091,"","","",20091,0,20091,1,1,30281,3,1,20091,"",0,"",12012,"",0,"",0,2,1,50,100,1,0,0,10,-1,-1,-1,-1,1,1,1,55,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20101,"","","",20101,0,20101,1,1,30011,3,1,20101,"",0,"",12003,"",0,"",0,2,1,20,100,1,0,0,1,12,-1,-1,-1,1,3,3,90,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20111,"","","",20111,0,20111,1,1,30191,3,1,20111,"",0,"",12009,"",0,"",0,2,2,40,100,1,0,0,7,-1,-1,-1,-1,5,1,1,115,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20121,"","","",20121,0,20121,1,1,30011,3,1,20121,"",0,"",12003,"",0,"",0,2,1,70,100,1,0,0,1,-1,-1,-1,-1,1,1,1,95,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20131,"","","",20131,20131,20131,1,1,30281,3,1,20131,"",0,"",12012,"",0,"",0,2,5,15,100,1,0,0,-1,-1,-1,-1,-1,1,1,1,200,0,0,0,100,0,0,0,0,0,0,0,"",0,0,"",0,"",218050,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20141,"","","",20141,0,20141,1,1,30161,3,1,20141,"",0,"",12010,"",0,"",0,2,1,10,100,1,0,0,8,-1,-1,-1,-1,5,2,5,110,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20151,"","","",20151,0,20151,1,1,30191,3,1,20151,"",0,"",12009,"",0,"",0,2,1,65,100,1,0,0,7,26,-1,-1,-1,1,1,1,90,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",133020,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20161,"","","",20161,0,20161,1,1,30011,3,1,20161,"",0,"",12003,"",0,"",0,2,1,65,100,1,0,0,1,-1,-1,-1,-1,1,1,1,90,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",137020,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20171,"","","",20171,0,20171,1,1,30161,3,1,20171,"",0,"",12010,"",0,"",0,2,1,40,100,1,0,0,8,15,-1,-1,-1,5,1,1,115,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20191,"","","",20191,0,20191,1,1,30221,3,1,20191,"",0,"",12008,"",0,"",0,2,1,95,100,1,0,0,6,24,-1,-1,-1,1,1,1,205,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20192,"","","",20192,0,20192,1,1,30011,4,1,20192,"",0,"",12003,"",0,"",0,2,1,60,100,1,0,0,1,24,-1,-1,-1,5,1,1,325,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20201,"","","",20201,0,20201,1,1,30011,3,1,20201,"",0,"",12003,"",0,"",0,2,1,40,100,1,0,0,1,-1,-1,-1,-1,1,1,1,55,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",103030,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20211,"","","",20211,0,20211,1,1,30041,3,1,20211,"",0,"",12006,"",0,"",0,2,2,45,100,1,0,0,4,13,-1,-1,-1,5,1,1,190,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",167000,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
20231,"","","",20231,0,20231,1,1,30071,3,1,20231,"",0,"",12005,"",0,"",0,2,1,25,100,1,0,0,3,-1,-1,-1,-1,1,3,3,175,5,0,0,100,1,5,0,0,0,8,3,"",0,25,"",0,"",0,"",0,"",0,"",0,-1,"",1,91,"",365,"",-1,"",-1,"",""
20241,"","","",20241,0,20241,1,0,0,3,1,20241,"",0,"",31011,"",0,"",0,3,8,30,100,1,0,0,0,-1,-1,-1,11,6,1,1,260,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",31061,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
