string2 0,float 1,float 2,float 3
"chr630_29003",-0.2,0,0
"chr631_29003",0.3,0,0
"chr632_29003",-0.5,0,0
"chr669_29003",-0.3,0,0
"chr670_29003",-0.3,0,0
"chr675_29003",-0.5,0,0
"chr676_29003",0,0,0
"chr677_29003",-0.3,0,0
"chr678_29003",-0.3,0,0
"chr679_29003",-0.3,0,0
"chr680_29003",-0.3,0,0
"chr681_29003",-0.3,0,0
"chr682_29003",0.3,0,0
"chr683_29003",-0.3,0,0
"chr687_29003",0.3,0,0
"chr688_29003",0,0,0
"chr697_29003",0.2,0,0
"chr698_29003",0,0,0
"chr699_29003",0,0,0
"chr700_29003",-0.3,0,0
"chr701_29003",0.3,0,0
"chr702_29003",0,0,0
"chr703_29003",0,0,0
"chr704_29003",-0.3,0,0
"chr705_29003",0.3,0,0
"chr706_29003",0.3,0,0
"chr707_29003",0.3,0,0
"chr708_29003",0.3,0,0
"chr709_29003",0.3,0,0
"chr710_29003",-0.3,0,0
"chr711_29003",-0.3,0,0
"chr716_29003",0,0,0
"chr718_29003",-0.3,0,0
"chr719_29003",-0.3,0,0
"chr720_29003",0,0,0
"chr721_29003",-0.3,0,0
"chr722_29003",-0.3,0,0
"chr723_29003",0,0,0
"chr724_29003",-0.3,0,0
"chr725_29003",-0.3,0,0
"chr726_29003",0,0,0
"chr727_29003",-0.3,0,0
"chr728_29003",0.3,0,0
"chr729_29003",0.3,0,0
"chr730_29003",0,0,0
"chr731_29003",-0.3,0,0
"chr732_29003",-0.3,0,0
"chr733_29003",-0.3,0,0
"chr734_29003",-0.3,0,0
"chr735_29003",-0.3,0,0
"chr737_29003",-0.3,0,0
"chr738_29003",-0.3,0,0
"chr739_29003",-0.3,0,0
"chr740_29003",-0.3,0,0
"chr741_29003",-0.3,0,0
"chr742_29003",-0.3,0,0
"chr743_29003",-0.3,0,0
"chr744_29003",-0.3,0,0
"chr745_29003",-0.3,0,0
"chr747_29003",-0.3,0,0
"chr748_29003",0,0,0
"chr749_29003",-0.3,0,0
"chr750_29003",0.3,0,0
"chr751_29003",-0.3,0,0
"chr752_29003",0,0,0
"chr753_29003",0.3,0,0
"chr754_29003",-0.3,0,0
"chr755_29003",0,0,0
"chr756_29003",0.3,0,0
"chr758_29003",0.3,0,0
"chr759_29003",-0.3,0,0
"chr760_29003",-0.3,0,0
"chr766_29003",-0.3,0,0
"chr767_29003",-0.5,0,0
"chr770_29003",-0.3,0,0
"chr771_29003",-0.3,0,0
"chr772_29003",-0.3,0,0
"chr773_29003",0,0,0
"chr774_29003",-0.3,0,0
"chr775_29003",-0.3,0,0
"chr776_29003",0,0,0
"chr777_29003",-0.3,0,0
"chr778_29003",-0.5,0,0
"chr779_29003",-0.1,0,0
"chr915_29003",-0.3,0,0
"chr920_29003",-0.6,0,0
"chr002_29004",0.5,0,0
"chr003_29004",-0.3,0,0
"chr004_29004",-0.3,0,0
"chr005_29004",-0.5,0,0
"chr006_29004",-0.4,0,0
"chr009_29004",0.3,0,0
"chr010_29004",-0.2,0,0
"chr011_29004",0,0,0
"chr012_29004",-0.3,0,0
"chr013_29004",0,0,0
"chr014_29004",0,0,0
"chr015_29004",-0.3,0,0
"chr016_29004",-0.3,0,0
"chr017_29004",-0.2,0,0
"chr019_29004",-0.3,0,0
"chr020_29004",0.3,0,0
"chr021_29004",-0.3,0,0
"chr023_29004",-0.3,0,0
"chr024_29004",0.3,0,0
"chr025_29004",-0.3,0,0
"chr026_29004",-0.2,0,0
"chr027_29004",-0.3,0,0
"chr028_29004",0,0,0
"chr030_29004",-0.3,0,0
"chr031_29004",-0.3,0,0
"chr032_29004",-0.3,0,0
"chr033_29004",-0.6,0,0
"chr034_29004",0.1,0,0
"chr035_29004",-0.7,0,0
"chr036_29004",-0.3,0,0
"chr037_29004",-0.3,0,0
"chr038_29004",-0.3,0,0
"chr039_29004",-0.3,0,0
"chr040_29004",-0.3,0,0
"chr041_29004",0,0,0
"chr042_29004",0.3,0,0
"chr043_29004",0.3,0,0
"chr044_29004",0,0,0
"chr045_29004",-0.3,0,0
"chr046_29004",-0.3,0,0
"chr047_29004",-0.3,0,0
"chr048_29004",-0.3,0,0
"chr049_29004",-0.3,0,0
"chr050_29004",0.3,0,0
"chr051_29004",-0.3,0,0
"chr052_29004",0.2,0,0
"chr053_29004",0.3,0,0
"chr054_29004",-0.3,0,0
"chr055_29004",0.3,0,0
"chr056_29004",0.3,0,0
"chr057_29004",-0.1,0,0
"chr058_29004",0,0,0
"chr059_29004",-0.2,0,0
"chr060_29004",-0.3,0,0
"chr061_29004",0,0,0
"chr068_29004",-0.3,0,0
"chr069_29004",0.3,0,0
"chr070_29004",0.3,0,0
"chr071_29004",-0.3,0,0
"chr072_29004",0,0,0
"chr073_29004",0,0,0
"chr074_29004",0,0,0
"chr075_29004",-0.3,0,0
"chr076_29004",-0.3,0,0
"chr077_29004",0,0,0
"chr078_29004",-0.3,0,0
"chr079_29004",0,0,0
"chr080_29004",-0.3,0,0
"chr081_29004",0.3,0,0
"chr082_29004",-0.5,0,0
"chr083_29004",-0.3,0,0
"chr084_29004",-0.3,0,0
"chr085_29004",0,0,0
"chr086_29004",-0.3,0,0
"chr087_29004",0,0,0
"chr088_29004",-0.3,0,0
"chr090_29004",0.3,0,0
"chr091_29004",1,0,0
"chr092_29004",0.3,0,0
"chr093_29004",0,0,0
"chr094_29004",0,0,0
"chr095_29004",-0.3,0,0
"chr096_29004",0,0,0
"chr097_29004",0.3,0,0
"chr098_29004",-0.3,0,0
"chr100_29004",-0.3,0,0
"chr101_29004",0,0,0
"chr102_29004",-0.3,0,0
"chr103_29004",0.3,0,0
"chr104_29004",-0.3,0,0
"chr105_29004",-0.3,0,0
"chr106_29004",-0.3,0,0
"chr107_29004",-0.3,0,0
"chr111_29004",0,0,0
"chr112_29004",0.3,0,0
"chr113_29004",0.3,0,0
"chr114_29004",0.3,0,0
"chr115_29004",0,0,0
"chr116_29004",-0.3,0,0
"chr117_29004",-0.3,0,0
"chr118_29004",-0.3,0,0
"chr126_29004",-0.3,0,0
"chr127_29004",-0.3,0,0
"chr128_29004",-0.3,0,0
"chr129_29004",-0.3,0,0
"chr130_29004",0.2,0,0
"chr132_29004",-0.5,0,0
"chr133_29004",-0.5,0,0
"chr134_29004",-0.6,0,0
"chr135_29004",-0.5,0,0
"chr136_29004",0.3,0,0
"chr137_29004",-0.3,0,0
"chr138_29004",-0.3,0,0
"chr139_29004",-0.3,0,0
"chr140_29004",-0.3,0,0
"chr141_29004",-0.3,0,0
"chr142_29004",-0.3,0,0
"chr144_29004",-0.5,0,0
"chr145_29004",-0.5,0,0
"chr146_29004",-0.5,0,0
"chr147_29004",-0.3,0,0
"chr148_29004",0.3,0,0
"chr149_29004",-0.5,0,0
"chr150_29004",-0.3,0,0
"chr151_29004",0.3,0,0
"chr162_29004",0.3,0,0
"chr163_29004",-0.3,0,0
"chr168_29004",-0.3,0,0
"chr169_29004",-0.3,0,0
"chr170_29004",-0.3,0,0
"chr171_29004",-0.3,0,0
"chr172_29004",0,0,0
"chr173_29004",0,0,0
"chr174_29004",-0.3,0,0
"chr176_29004",-0.2,0,0
"chr177_29004",-0.2,0,0
"chr178_29004",-0.3,0,0
"chr179_29004",-0.5,0,0
"chr180_29004",0,0,0
"chr181_29004",-0.3,0,0
"chr183a_29004",-0.3,0,0
"chr184a_29004",-0.3,0,0
"chr185a_29004",-0.3,0,0
"chr186a_29004",-0.3,0,0
"chr187a_29004",-0.3,0,0
"chr188a_29004",-0.3,0,0
"chr189_29004",0.2,0,0
"chr190_29004",0.3,0,0
"chr191_29004",-0.3,0,0
"chr192_29004",-0.3,0,0
"chr193_29004",-0.3,0,0
"chr194_29004",-0.3,0,0
"chr195_29004",0,0,0
"chr196_29004",0,0,0
"chr197_29004",0,0,0
"chr198_29004",-0.3,0,0
"chr199_29004",-0.3,0,0
"chr208_29004",0.3,0,0
"chr209_29004",-0.5,0,0
"chr210_29004",-0.3,0,0
"chr211_29004",-0.3,0,0
"chr213_29004",-0.5,0,0
"chr214_29004",-0.5,0,0
"chr215_29004",-0.3,0,0
"chr217_29004",0,0,0
"chr218_29004",-0.5,0,0
"chr219_29004",0,0,0
"chr220_29004",-0.3,0,0
"chr222_29004",-0.5,0,0
"chr223_29004",-0.5,0,0
"chr224_29004",0,0,0
"chr225_29004",-0.3,0,0
"chr226_29004",-0.3,0,0
"chr227_29004",-0.5,0,0
"chr228_29004",-0.3,0,0
"chr229_29004",-0.5,0,0
"chr230_29004",-0.6,0,0
"chr231_29004",0,0,0
"chr232_29004",0.3,0,0
"chr233_29004",-0.5,0,0
"chr234_29004",0.3,0,0
"chr235_29004",-0.3,0,0
"chr237_29004",0,0,0
"chr239_29004",-0.6,0,0
"chr240_29004",-0.1,0,0
"chr241_29004",0.3,0,0
"chr242_29004",0.1,0,0
"chr301_29004",-0.3,0,0
"chr302_29004",-0.3,0,0
"chr303_29004",0.3,0,0
"chr304_29004",-0.3,0,0
"chr305_29004",-0.3,0,0
"chr306_29004",-0.3,0,0
"chr307_29004",0,0,0
"chr308_29004",-0.3,0,0
"chr309_29004",0,0,0
"chr310_29004",-0.3,0,0
"chr311_29004",-0.3,0,0
"chr312_29004",-0.3,0,0
"chr313_29004",0,0,0
"chr314_29004",0.3,0,0
"chr315_29004",-0.3,0,0
"chr316_29004",0.1,0,0
"chr317_29004",0.1,0,0
"chr320_29004",0.3,0,0
"chr321_29004",0.3,0,0
"chr322_29004",0.3,0,0
"chr325_29004",0.3,0,0
"chr326_29004",-0.3,0,0
"chr328_29004",-0.3,0,0
"chr338_29004",0,0,0
"chr341_29004",-0.3,0,0
"chr342_29004",-0.3,0,0
"chr343_29004",0.3,0,0
"chr344_29004",-0.3,0,0
"chr345_29004",-0.3,0,0
"chr346_29004",-0.5,0,0
"chr347_29004",-0.3,0,0
"chr348_29004",0.3,0,0
"chr349_29004",-0.5,0,0
"chr359_29004",0.3,0,0
"chr361_29004",0.3,0,0
"chr363_29004",-0.3,0,0
"chr364_29004",-0.5,0,0
"chr365_29004",-0.3,0,0
"chr367_29004",-0.3,0,0
"chr368_29004",-0.7,0,0
"chr369_29004",-0.3,0,0
"chr370_29004",-0.3,0,0
"chr371_29004",-0.3,0,0
"chr372_29004",-0.3,0,0
"chr373_29004",-0.3,0,0
"chr374_29004",0.3,0,0
"chr375_29004",0.3,0,0
"chr376_29004",-0.5,0,0
"chr377_29004",0,0,0
"chr378_29004",0,0,0
"chr379_29004",0,0,0
"chr380_29004",0.3,0,0
"chr382_29004",0,0,0
"chr383_29004",-0.3,0,0
"chr385_29004",-0.5,0,0
"chr387_29004",0.3,0,0
"chr388_29004",0.3,0,0
"chr389_29004",0.3,0,0
"chr390_29004",0.3,0,0
"chr391_29004",-0.3,0,0
"chr392_29004",0.3,0,0
"chr393_29004",0,0,0
"chr394_29004",-0.3,0,0
"chr395_29004",-0.3,0,0
"chr396_29004",-0.1,0,0
"chr397_29004",-0.3,0,0
"chr398_29004",-0.1,0,0
"chr399_29004",0.3,0,0
"chr400_29004",-0.5,0,0
"chr401_29004",-0.3,0,0
"chr402_29004",-0.3,0,0
"chr403_29004",0,0,0
"chr404_29004",-0.3,0,0
"chr405_29004",0,0,0
"chr406_29004",-0.3,0,0
"chr407_29004",-0.5,0,0
"chr408_29004",-0.5,0,0
"chr409_29004",0,0,0
"chr410_29004",0.3,0,0
"chr411_29004",0.3,0,0
"chr412_29004",0.3,0,0
"chr413_29004",0.3,0,0
"chr414_29004",-0.3,0,0
"chr416_29004",-0.5,0,0
"chr417_29004",-0.3,0,0
"chr419_29004",-0.3,0,0
"chr420_29004",-0.3,0,0
"chr421_29004",-0.3,0,0
"chr422_29004",-0.3,0,0
"chr423_29004",-0.3,0,0
"chr424_29004",-0.3,0,0
"chr425_29004",-0.3,0,0
"chr426_29004",-0.3,0,0
"chr427_29004",0,0,0
"chr428_29004",0,0,0
"chr429_29004",-0.3,0,0
"chr431_29004",-0.3,0,0
"chr434_29004",-0.3,0,0
"chr435_29004",-0.3,0,0
"chr437_29004",0.3,0,0
"chr438_29004",0.3,0,0
"chr439_29004",-0.3,0,0
"chr440_29004",-0.5,0,0
"chr449_29004",0,0,0
"chr450_29004",-0.3,0,0
"chr451_29004",-0.3,0,0
"chr452_29004",-0.3,0,0
"chr453_29004",-0.3,0,0
"chr454_29004",-0.3,0,0
"chr455_29004",0.3,0,0
"chr456_29004",0,0,0
"chr457_29004",0.3,0,0
"chr458_29004",0.3,0,0
"chr461_29004",-0.5,0,0
"chr463_29004",-0.3,0,0
"chr465_29004",-0.3,0,0
"chr466_29004",0.3,0,0
"chr474_29004",0,0,0
"chr479_29004",-0.7,0,0
"chr484_29004",-0.3,0,0
"chr489_29004",-0.3,0,0
"chr490_29004",-0.3,0,0
"chr491_29004",-0.5,0,0
"chr492_29004",-0.7,0,0
"chr494_29004",-0.3,0,0
"chr510_29004",0.3,0,0
"chr512_29004",0.3,0,0
"chr514_29004",0.3,0,0
"chr515_29004",0.3,0,0
"chr548_29004",0,0,0
"chr564_29004",0,0,0
"chr567_29004",0,0,0
"chr569_29004",0.3,0,0
"chr573_29004",0.3,0,0
"chr574_29004",0,0,0
"chr575_29004",-0.3,0,0
"chr576_29004",0,0,0
"chr577_29004",0,0,0
"chr578_29004",0,0,0
"chr579_29004",-0.3,0,0
"chr580_29004",-0.3,0,0
"chr582_29004",-0.3,0,0
"chr584_29004",0.3,0,0
"chr586_29004",0,0,0
"chr588_29004",-0.3,0,0
"chr590_29004",-0.3,0,0
"chr592_29004",-0.3,0,0
"chr594_29004",0,0,0
"chr595_29004",0.3,0,0
"chr596_29004",0.3,0,0
"chr597_29004",-0.2,0,0
"chr598_29004",-0.5,0,0
"chr600_29004",-0.3,0,0
"chr601_29004",-0.3,0,0
"chr602_29004",-0.3,0,0
"chr603_29004",-0.3,0,0
"chr604_29004",0,0,0
"chr605_29004",-0.3,0,0
"chr606_29004",-0.3,0,0
"chr607_29004",0.2,0,0
"chr609_29004",0.3,0,0
"chr610_29004",0,0,0
"chr611_29004",0.3,0,0
"chr613_29004",-0.3,0,0
"chr614_29004",-0.3,0,0
"chr615_29004",-0.3,0,0
"chr616_29004",-0.3,0,0
"chr617_29004",-0.3,0,0
"chr621_29004",-0.3,0,0
"chr622_29004",0.3,0,0
"chr623_29004",0.3,0,0
"chr626_29004",0.3,0,0
"chr627_29004",-0.5,0,0
"chr629_29004",0.3,0,0
"chr630_29004",-0.2,0,0
"chr631_29004",0.3,0,0
"chr632_29004",-0.5,0,0
"chr669_29004",-0.3,0,0
"chr670_29004",-0.3,0,0
"chr675_29004",-0.5,0,0
"chr676_29004",0,0,0
"chr677_29004",-0.3,0,0
"chr678_29004",-0.3,0,0
"chr679_29004",-0.3,0,0
"chr680_29004",-0.3,0,0
"chr681_29004",-0.3,0,0
"chr682_29004",0.3,0,0
"chr683_29004",-0.3,0,0
"chr687_29004",0.3,0,0
"chr688_29004",0,0,0
"chr697_29004",0.2,0,0
"chr698_29004",0,0,0
"chr699_29004",0,0,0
"chr700_29004",-0.3,0,0
"chr701_29004",0.3,0,0
"chr702_29004",0,0,0
"chr703_29004",0,0,0
"chr704_29004",-0.3,0,0
"chr705_29004",0.3,0,0
"chr706_29004",0.3,0,0
"chr707_29004",0.3,0,0
"chr708_29004",0.3,0,0
"chr709_29004",0.3,0,0
"chr710_29004",-0.3,0,0
"chr711_29004",-0.3,0,0
"chr716_29004",0,0,0
"chr718_29004",-0.3,0,0
"chr719_29004",-0.3,0,0
"chr720_29004",0,0,0
"chr721_29004",-0.3,0,0
"chr722_29004",-0.3,0,0
"chr723_29004",0,0,0
"chr724_29004",-0.3,0,0
"chr725_29004",-0.3,0,0
"chr726_29004",0,0,0
"chr727_29004",-0.3,0,0
"chr728_29004",0.3,0,0
"chr729_29004",0.3,0,0
"chr730_29004",0,0,0
"chr731_29004",-0.3,0,0
"chr732_29004",-0.3,0,0
