int 0,int 1,string2 2,string2 3,string2 4,string2 5,int 6,int 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int 15,int 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int 24,float 25,float 26,float 27,float 28,float 29,int 30,int 31,float 32,float 33,float 34,float 35,int 36,float 37,int 38,float 39,int 40,int 41,string2 42,int 43,string2 44,int 45,int 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int 56,int 57,int 58,int 59,float 60,string2 61,string2 62,string2 63
302316,10,"npc_0316","316","","npc015aa010101",0,0,"","","e012","",0,0,"F01",0,0,-0.557,0,-3.097,380.207,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0,-1,2,5,2,5,2,0,"e012",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302317,16,"npc_0317","317","","npc017aa010101",0,0,"","","e008","",0,0,"F01",0,0,-3.791,0,-2.979,365.526,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0,-1,2,5,2,5,2,0,"e008",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302318,17,"npc_0318","318","","npc017aa010101",0,0,"","","e012","",0,0,"F01",0,0,26.531,0,1.994,439.513,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,0,0,0,"e012",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302319,12,"npc_mother","319","","npc106aa010101",0,0,"","","e005","",0,0,"F01",0,0,26.985,0,7.844,280,0,0,1,1,2,360,360,1,1,1,2,0,0,0,-1,2,5,2,5,2,0,"e005",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302320,5,"father01","320","char_TAKEMIYA","npc002aa010101",0,0,"","","fn01_01","",0,0,"F01",0,0,14.005,-0.007,16.259,127.499,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,2,5,-1,0,0,0,"fn01_01",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302322,8,"npc_0322","322","char_MAN_OF_PUBLIC_SECURITY","npc006aa010101",0,0,"","","e012","",0,0,"F01",0,0,-2.893,0,-4.549,0,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,2,5,-1,0,2,1,"e012",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302500,11,"npc_0500","500","char_HIROKO","npc003aa010101",0,0,"","","e008","",0,0,"F01",0,0,16.767,-0.007,26.957,334.023,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,-1,2,1,"e008",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302501,62,"npc_0501","501","char_WOMAN_OF_PUBLIC_SECURITY","npc007aa010101",0,0,"","","e012","",0,0,"F01",0,0,12.012,0,-13.183,356.479,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,-1,2,1,"e012",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302502,13,"npc_0502","502","char_HIROKO","npc003aa010101",0,0,"","","e008","",0,0,"F01",0,0,0.933,0,36.864,343.57,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,1,"e008",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302600,15,"npc_0600","600","","npc004aa010101",0,0,"","","fn01_01","",0,0,"F01",0,0,-0.823,-0.001,12.851,10.209,0,0,1,1,4,160,360,1,1,1,2,0,0,0,-1,2,5,2,5,2,1,"fn01_01",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302701,50,"S200_147_hiroko_01","","","npc003aa010101",0,0,"","","e008","",0,0,"F01",0,0,0.477,0,36.734,334.023,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,-1,2,1,"e008",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302702,51,"S200_147_npc_01","","","npc102aa020101",0,0,"","","fn01_03","",0,0,"F01",0,0,-0.397,0,36.673,413.605,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,1,"fn01_03",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302703,52,"S200_147_npc_02","","","npc102bb010302",0,0,"","","fd02_01","",0,0,"F01",0,0,-0.948,0,37.352,457.882,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,1,"fd02_01",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302704,58,"s910_171_001","","","npc003aa010101",0,0,"","","fn01_01","",0,0,"F01",0,0,1.847,-0.001,11.155,42.516,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"fn01_01",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302705,53,"s910_171_002","","","npc101cd010202",0,0,"","","e008","",0,0,"F01",0,0,3.484,0,11.149,-64.811,0,0,1,1,2,160,360,1,1,1,0,0,0,0,-1,-1,0,-1,0,0,1,"e008",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302706,54,"s910_169_001","","","npc053ca010101",0,0,"","","e008","",0,0,"F01",0,0,-21.703,0.007,-8.645,-90,0,0,1,1,3,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e012",0,"F01",0,0,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302707,55,"s910_169_002","","","npc053ca010101",0,0,"","","e537","",0,0,"F01",0,0,-22.438,0.008,-8.113,90,0,0,1,1,3,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e537",0,"F01",0,0,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"2","",""
302708,55,"s910_169_003","0","","npc105aa010107",0,0,"","","e030","",0,0,"F01",0,0,-24.801,0.55,-8.334,100,0,0,1,1,3,160,360,1,1,0,2,0,0,0,-1,2,3,2,5,2,0,"e030",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302750,60,"s910_170_norio_01","","","npc101cc010103",0,0,"","","fn01_01","",0,0,"F01",0,0,1.217,-0.001,39.036,306.503,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,1,"fn01_01",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302751,61,"s910_170_norio_02","","","npc101cc010103",0,0,"","","fn01_01","",0,0,"F01",0,0,1.225,-0.001,39.049,311.945,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,1,"fn01_01",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302800,90,"card_001","900","","npc105aa010107",0,0,"","","e030","",0,0,"F01",0,0,20.363,0,-13.497,344.582,0,0,1,1,3,160,360,1,1,35,2,0,0,0,-1,2,3,2,5,2,0,"e030",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302826,57,"s200_147_hiroko_02","","","npc003aa010101",0,0,"","","e008","",0,0,"F01",0,0,0.61,0,18.193,-139.982,0,0,1,1,2,160,360,1,1,1,0,0,0,0,-1,-1,0,-1,0,0,1,"e008",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302827,63,"s010_003_hiroko_01","","char_HIROKO","npc003aa010101",0,0,"","","e008","",0,0,"F01",0,0,10.268,-0.001,-13.681,401.712,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,1,"e008",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302828,64,"S200_149_hiroko_01","","","npc053aa010101",0,0,"","","fn01_01","",0,0,"F01",0,0,8.662,0,26.528,-170,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"fn01_01",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302829,65,"S200_149_koan_001","","","npc014aa010101",0,0,"","","e207","",0,0,"F01",0,0,0.184,0,0.073,0,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"e207",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
302830,66,"S200_149_hiroko_02","","","npc053aa010101",0,0,"","","fn01_01","",0,0,"F01",0,0,-8.061,0,-7.394,-316.842,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"fn01_01",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
