int 0,int 1,string2 2,string2 3,string2 4,string2 5,int 6,int 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int 15,int 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int 24,float 25,float 26,float 27,float 28,float 29,int 30,int 31,float 32,float 33,float 34,float 35,int 36,float 37,int 38,float 39,int 40,int 41,string2 42,int 43,string2 44,int 45,int 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int 56,int 57,int 58,int 59,float 60,string2 61,string2 62,string2 63
10204015,2,"card_001","324","","chr456",0,0,"","","fe02","",0,0,"F02",0,0,4.657,0,-1.483,227.428,0,0,1,1,0,0,0,0,0,0,2,0,-0.15,0.15,7,2,-1,2,3,2,0,"fe02",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10204016,2,"card_002","325","","chr014",0,0,"","","fe04","",0,0,"F03",0,0,3.93,0,-4.452,23.636,0,0,1,1,0,0,0,0,0,0,2,0,-0.15,0.15,7,2,-1,2,3,2,0,"fe04",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10204017,2,"npc_2011","326","","chr680",0,0,"","","f000","",0,0,"F02",0,0,4.88,-0.001,3.773,-551.539,0,0,1,1,3,90,360,1,1,1,2,0.3,-1,0.7,5,2,-1,-1,0,2,0,"f000",0,"F01",0,1,1,0,0,0,0,0,-0.5,0,"",0,0,-1,0,-1,"","",""
10204018,2,"npc_2012","327","","chr412",0,0,"","","fe02","",0,0,"F03",0,0,6.763,1.061,-1.512,28.58,0,0,1,1,0,160,360,1,1,0,2,0,-0.4,0.5,-1,2,-1,-1,0,2,0,"fe02",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10204019,2,"npc_2013","328","","chr044",0,0,"","","fe04","",0,0,"F03",0,0,7.765,0.45,-0.129,224.745,0,0,1,1,3,160,360,1,1,1,2,0,-0.9,0.8,6,-1,0,-1,0,2,0,"fe04",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10204020,2,"npc_2014","329","","chr413",0,0,"","","fe04","",0,0,"F03",0,0,-2.844,1.061,5.08,59.758,0,0,1,1,4,160,360,3,3,1,2,-0.4,-0.2,1.3,6,2,-1,-1,0,2,0,"fe04",0,"F03",0,1,1,0,0,0,0,0,-0.1,0,"",0,0,-1,0,-1,"","",""
10204021,2,"npc_2015","330","","chr576",0,0,"","","fe03","",0,0,"F01",0,0,-2.447,0.777,7.132,148.108,0,0,1,1,0,90,360,1,1,0,2,0,-0.15,0.15,-1,-1,0,-1,0,2,0,"fe03",0,"F01",0,1,1,0,0,0,0,0,-0.1,0,"",0,0,-1,0,-1,"","",""
10204022,2,"npc_2016","331","","chr409",0,0,"","","bn01","",0,0,"F02",0,0,-1.062,0,5.249,302.103,0,0,1,1,0,160,360,1,1,0,2,0,-0.15,0,-1,2,-1,-1,0,2,0,"e013",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10204023,2,"npc_2017","332","","chr569",0,0,"","","f000","",0,0,"F01",0,0,-7.634,0.683,10.492,84.803,0,0,1,1,3,90,360,1,1,1,2,0,-0.15,0.15,5.5,2,-1,-1,0,2,0,"f000",0,"F01",0,1,1,0,0,0,0,0,-0.3,0,"",0,0,-1,0,-1,"","",""
10204025,2,"npc_2019","334","","chr061",0,0,"","","bn01","",0,0,"F01",0,0,7.889,0,4.172,283.148,0,0,1,1,3,160,360,1,1,1,2,0,0.1,0,15,2,-1,-1,0,2,0,"bn01",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10204026,2,"npc_2020","335","","chr474",0,0,"","","f001","",0,0,"F01",0,0,-4.197,0.032,-2.517,176.045,0,0,1.76003,1,0,90,360,1,1,0,2,0,-0.15,0.15,-1,-1,0,-1,0,2,0,"f001",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10204027,2,"npc_2021","336","","chr410",0,0,"","","bn01","",5,60,"F01",0,0,-4.597,0.68,-4.972,54.109,0,0,1,1,0,160,360,1,1,0,2,0,-1,2,-1,-1,0,-1,0,2,0,"bn01",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10204028,2,"npc_2022","337","","chr676",0,0,"","","fe02","",0,0,"F01",2,0,5.057,0,1.887,11.542,0,0,1,1,0,160,360,1,1,0,2,0,-0.5,0.15,-1,-1,0,-1,0,2,0,"fe02",0,"F01",0,1,1,0,0,0,0,0,-0.5,0,"",0,0,-1,0,-1,"","",""
10204029,2,"npc_2023","338","","chr093",0,0,"","","bn01","",0,0,"F01",0,0,-2.377,0,-4.068,-80.868,0,0,1,1,3,90,360,1,1,1,2,0,-1.1,1.4,6,2,-1,-1,0,2,0,"bn01",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10204030,2,"npc_2024","339","","chr077",0,0,"","","fq02","",0,0,"F01",0,0,3.29,0,1.593,19.697,0,0,1,1,3,160,360,1,1,1,2,0,0.1,-1.1,6,2,-1,-1,0,2,0,"fq02",0,"F01",0,1,1,0,0,0,0,0,-0.2,-0.4,"",0,0,-1,0,-1,"","",""
10204031,2,"npc_2025","340","","chr399",0,0,"","","f000","",0,0,"F01",2,0,-8.461,0.987,6.705,90.501,0,0,1,1,3,160,360,1,1,1,2,0,0,0,5,2,-1,-1,0,2,0,"f000",0,"F01",0,1,1,0,0,0,0,0,-0.3,0,"",0,0,-1,0,-1,"","",""
10204034,2,"npc_2028","343","","chr043",0,0,"","","f001","",0,0,"F03",2,0,2.149,0,-1.005,266.702,0,0,1,1,3,90,360,1,1,1,2,0,-0.17,0.3,6,2,-1,-1,0,2,0,"f001",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10204001,4,"npc_0001","1","","chr080",0,0,"","","e100","",0,0,"F01",0,0,0,0.25,-45.004,0,0,0,1,1,8,160,360,3,3,1,2,0,-3.2,2,-1,2,-1,-1,0,0,0,"e100",0,"F01",0,1,1,0,0,0,0,0,0,-2,"",0,0,-1,0,-1,"","",""
10204009,5,"npc_9001","320","","chr747",0,0,"","","fn01_01","",0,0,"F01",0,0,1.54,0,-40.8,-7,0,0,0.73,0,4,160,360,1,1,1,2,0,0,0,-1,2,-1,2,4,2,0,"fn01_01",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10204006,7,"npc_2004","305","","chr391",0,0,"","","fq02","",0,0,"F01",0,0,4.18,0,9.953,199.729,0,0,1,1,4,90,360,1,1,1,2,-0.05,-0.15,0,4.5,2,-1,2,4,2,1,"fq02",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10204007,8,"npc_2005","306","","chr391",0,0,"","","fq01","",0,0,"F01",0,0,4.004,0,9.934,178.321,0,0,1,1,4,90,360,1,1,1,2,-0.05,-0.3,0,4.5,2,-1,2,4,2,1,"fq01",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10204011,9,"npc_402","402","","chr140",0,0,"","","fn01_01","",0,0,"F01",0,0,1.817,0,-40.305,-159.251,0,0,1,1,4,160,360,1,1,1,2,0,0,0,-1,2,-1,-1,0,2,0,"fn01_01",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10204033,11,"npc_2027","342","","chr372",0,0,"","","fq01","",0,0,"F03",0,0,-1.323,0,-0.837,35.598,0,0,1,1,3,90,360,1,1,1,2,0,-1.2,0.5,6,2,-1,-1,0,0,0,"fq01",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10204070,30,"npc_0800","800","","chr456",0,0,"","","fq01","",0,0,"F01",0,0,-1.917,0,2.051,250,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,0,1,"fq01",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
