int32 0,int32 1,int32 2,int32 3,string2 4,int32 5,int32 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int32 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int32 30,string2 31,float 32,float 33,float 34,int32 35,float 36,float 37,float 38,float 39,float 40,float 41,int32 42,int32 43,int32 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int32 52,string3 53,float 54,float 55,float 56,int32 57,float 58,float 59,float 60,float 61,float 62,float 63,int32 64,int32 65,int32 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int32 79,float 80,int32 81,float 82,float 83,string2 84,int32 85,float 86,int32 87,float 88,float 89,float 90,string2 91,int32 92,float 93,int32 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
1070111,4220006,0,10,"",0,0,"","","","","","",41.466,9.314,-56.739,31.926,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,10,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,4,"",0,0.5,0,6,25,5,"",0,0.5,0,-1,"",0,0,0,-1,"","",""
1070112,4220008,0,10,"",0,0,"","","","","","",8.27,12.099,-101.474,31.926,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,10,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,4,"",0,0.5,0,6,25,5,"",0,0.5,0,-1,"",0,0,0,-1,"","",""
1070113,4220010,0,11,"",0,0,"","","","","","",-10.949,1.8,85.201,-40.959,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,10,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,5,5,"",0,1.5,0,6.5,20,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1070114,4220010,0,11,"",0,0,"","","","","","",-59.736,6.001,9.46,-40.959,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,5,4,"",0,1.5,0,6.5,20,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1070115,4220010,0,11,"",0,0,"","","","","","",-0.825,11.635,-83.165,-40.959,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,10,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,5,4,"",0,1.5,0,6.5,20,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1070116,4220010,0,11,"",0,0,"","","","","","",-42.229,6.79,-5.507,-40.959,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,3,"",0,2,0,5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1070117,4220010,0,11,"",0,0,"","","","","","",39.98,9.386,-57.195,31.926,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,10,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,4,"",0,0.5,0,6,25,5,"",0,0.5,0,-1,"",0,0,0,-1,"","",""
1070118,4220005,0,11,"",0,0,"","","","","","",-11.898,1.792,74.119,-40.959,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,10,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,5,4,"",0,1.5,0,6.5,20,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1070119,4220005,0,11,"",0,0,"","","","","","",-42.233,5.611,30.657,31.926,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,7,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,4,"",0,0.5,0,6,25,5,"",0,0.5,0,-1,"",0,0,0,-1,"","",""
1070120,4220005,0,11,"",0,0,"","","","","","",48.908,9.681,-47.293,31.926,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,10,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,3,4,"",0,0.5,0,6,25,5,"",0,0.5,0,-1,"",0,0,0,-1,"","",""
1070121,4220004,0,11,"",0,0,"","","","","","",8.219,12.341,-102.438,-11.738,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,2,2,30,0,0,0,210,10,2,2,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,2,8,"",0,2,0,4,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
