int32 0,int32 1,int32 2,string2 3,float 4,float 5,float 6,string2 7,empty 8,empty 9
104070361,36,5,"",-1,-1,10,"r_d0407_0060_0030",,
104070371,37,5,"",-1,-1,10,"r_d0407_0060_0040",,
104070381,38,5,"",-1,-1,10,"r_d0407_0060_0050",,
104070391,39,5,"",-1,-1,10,"r_d0407_0060_0060",,
104070401,40,5,"",-1,-1,10,"r_d0407_0060_0070",,
104070411,41,5,"",-1,-1,10,"r_d0407_0060_0080",,
104070421,42,5,"",-1,-1,10,"r_d0407_0060_0090",,
104070431,43,5,"",-1,-1,10,"r_d0407_0060_0100",,
104070441,44,5,"",-1,-1,10,"r_d0407_0060_0110",,
104070451,45,5,"",-1,-1,10,"r_d0407_0060_0120",,
104070461,46,5,"",-1,-1,10,"r_d0407_0060_0130",,
104070471,47,5,"",-1,-1,10,"r_d0407_0060_0140",,
104070481,48,5,"",-1,-1,10,"r_d0407_0060_0150",,
104070491,49,5,"",-1,-1,10,"r_d0407_0060_0160",,
104070501,50,5,"",-1,-1,10,"r_d0407_0060_0170",,
104070511,51,5,"",-1,-1,10,"r_d0407_0060_0180",,
104070521,52,5,"",-1,-1,10,"r_d0407_0060_0190",,
104070531,53,5,"",-1,-1,10,"r_d0407_0060_0200",,
104070541,54,5,"",-1,-1,10,"r_d0407_0060_0210",,
104070551,55,5,"",-1,-1,10,"r_d0407_0060_0220",,
104070561,56,5,"",-1,-1,10,"r_d0407_0060_0230",,
104070571,57,5,"",-1,-1,10,"r_d0407_0060_0240",,
104070581,58,5,"",-1,-1,10,"r_d0407_0070_0010",,
104070591,59,5,"",-1,-1,10,"r_d0407_0070_0020",,
104070601,60,5,"",-1,-1,10,"r_d0407_0070_0030",,
104070611,61,5,"",-1,-1,10,"r_d0407_0070_0040",,
104070621,62,5,"",-1,-1,10,"r_d0407_0070_0050",,
104070631,63,5,"",-1,-1,10,"r_d0407_0070_0060",,
104070641,64,5,"",-1,-1,10,"r_d0407_0070_0070",,
104070651,65,5,"",-1,-1,10,"r_d0407_0070_0080",,
104070661,66,5,"",-1,-1,10,"r_d0407_0070_0090",,
104070671,67,5,"",-1,-1,10,"r_d0407_0070_0100",,
104070681,68,5,"",-1,-1,10,"r_d0407_0070_0110",,
104070691,69,5,"",-1,-1,10,"r_d0407_0070_0120",,
104070701,70,5,"",-1,-1,10,"r_d0407_0070_0130",,
104070711,71,5,"",-1,-1,10,"r_d0407_0070_0140",,
104070721,72,5,"",-1,-1,10,"r_d0407_0070_0150",,
104070731,73,5,"",-1,-1,10,"r_d0407_0070_0160",,
104070741,74,5,"",-1,-1,10,"r_d0407_0070_0170",,
104070751,75,5,"",-1,-1,10,"r_d0407_0070_0180",,
104070761,76,5,"",-1,-1,10,"r_d0407_0070_0190",,
104070771,77,5,"",-1,-1,10,"r_d0407_0070_0200",,
104070781,78,5,"",-1,-1,10,"r_d0407_0070_0210",,
104070791,79,5,"",-1,-1,10,"r_d0407_0070_0220",,
104070801,80,5,"",-1,-1,10,"r_d0407_0070_0230",,
104070811,81,5,"",-1,-1,10,"r_d0407_0070_0240",,
104070821,-1,1,"rumor_001",15,15,10,"r_d0407_0080_0010",,
104070831,-1,1,"rumor_002",25,25,10,"r_d0407_0080_0020",,
104070841,-1,1,"rumor_003",25,25,10,"r_d0407_0080_0030",,
104070851,-1,1,"rumor_004",25,25,10,"r_d0407_0080_0040",,
104070861,-1,1,"rumor_005",35,35,10,"r_d0407_0080_0050",,
104070871,-1,1,"rumor_006",25,25,10,"r_d0407_0080_0060",,
104070881,-1,1,"rumor_007",16,16,10,"r_d0407_0080_0070",,
104070891,-1,1,"rumor_008",23,23,10,"r_d0407_0080_0080",,
104070901,-1,1,"rumor_009",25,25,10,"r_d0407_0080_0090",,
104070911,-1,1,"rumor_010",25,25,10,"r_d0407_0080_0100",,
104070921,-1,1,"rumor_011",44,44,10,"r_d0407_0080_0110",,
104070931,-1,1,"rumor_012",44,44,10,"r_d0407_0080_0120",,
104070941,-1,1,"rumor_013",44,44,10,"r_d0407_0080_0130",,
104070951,-1,1,"rumor_014",44,44,10,"r_d0407_0080_0140",,
104070961,-1,1,"rumor_015",44,44,10,"r_d0407_0080_0150",,
104070971,-1,1,"rumor_016",44,44,10,"r_d0407_0080_0160",,
104070981,-1,1,"rumor_017",44,44,10,"r_d0407_0080_0170",,
104070991,-1,1,"rumor_018",44,44,10,"r_d0407_0080_0180",,
104071001,-1,1,"rumor_019",44,44,10,"r_d0407_0080_0190",,
104071011,-1,1,"rumor_020",44,44,10,"r_d0407_0080_0200",,
104071021,-1,1,"rumor_021",44,44,10,"r_d0407_0080_0210",,
104071031,-1,1,"rumor_022",44,44,10,"r_d0407_0080_0220",,
104071041,-1,1,"rumor_023",44,44,10,"r_d0407_0080_0230",,
104071051,-1,1,"rumor_024",44,44,10,"r_d0407_0080_0240",,
104071061,-1,1,"rumor_025",44,44,10,"r_d0407_0080_0250",,
104071071,-1,1,"rumor_026",44,44,10,"r_d0407_0080_0260",,
104071081,-1,1,"rumor_027",44,44,10,"r_d0407_0080_0270",,
104071091,-1,1,"rumor_028",44,44,10,"r_d0407_0080_0280",,
104071101,-1,1,"rumor_029",44,44,10,"r_d0407_0080_0290",,
104071111,-1,1,"rumor_030",44,44,10,"r_d0407_0080_0300",,
104071121,-1,1,"rumor_031",44,44,10,"r_d0407_0080_0310",,
104071131,-1,1,"rumor_032",44,44,10,"r_d0407_0080_0320",,
104071141,-1,1,"rumor_033",44,44,10,"r_d0407_0080_0330",,
104071151,-1,1,"rumor_034",44,44,10,"r_d0407_0080_0340",,
104071161,-1,1,"rumor_035",15,15,10,"r_d0407_0090_0010",,
104071171,-1,1,"rumor_036",25,25,10,"r_d0407_0090_0020",,
104071181,-1,1,"rumor_037",25,25,10,"r_d0407_0090_0030",,
104071191,-1,1,"rumor_038",25,25,10,"r_d0407_0090_0040",,
104071201,-1,1,"rumor_039",35,35,10,"r_d0407_0090_0050",,
104071211,-1,1,"rumor_040",25,25,10,"r_d0407_0090_0060",,
104071221,-1,1,"rumor_041",16,16,10,"r_d0407_0090_0070",,
104071231,-1,1,"rumor_042",23,23,10,"r_d0407_0090_0080",,
104071241,-1,1,"rumor_043",25,25,10,"r_d0407_0090_0090",,
104071251,-1,1,"rumor_044",25,25,10,"r_d0407_0090_0100",,
104071261,-1,1,"rumor_045",44,44,10,"r_d0407_0090_0110",,
104071271,-1,1,"rumor_046",44,44,10,"r_d0407_0090_0120",,
104071281,-1,1,"rumor_047",44,44,10,"r_d0407_0090_0130",,
104071291,-1,1,"rumor_048",44,44,10,"r_d0407_0090_0140",,
104071301,-1,1,"rumor_049",44,44,10,"r_d0407_0090_0150",,
104071311,-1,1,"rumor_050",44,44,10,"r_d0407_0090_0160",,
104071321,-1,1,"rumor_051",44,44,10,"r_d0407_0090_0170",,
104071331,-1,1,"rumor_052",44,44,10,"r_d0407_0090_0180",,
104071341,-1,1,"rumor_053",44,44,10,"r_d0407_0090_0190",,
104071351,-1,1,"rumor_054",44,44,10,"r_d0407_0090_0200",,
104071361,-1,1,"rumor_055",44,44,10,"r_d0407_0090_0210",,
104071371,-1,1,"rumor_056",44,44,10,"r_d0407_0090_0220",,
104071381,-1,1,"rumor_057",44,44,10,"r_d0407_0090_0230",,
104071391,-1,1,"rumor_058",44,44,10,"r_d0407_0090_0240",,
104071401,-1,1,"rumor_059",44,44,10,"r_d0407_0090_0250",,
104071411,-1,1,"rumor_060",44,44,10,"r_d0407_0090_0260",,
104071421,-1,1,"rumor_061",44,44,10,"r_d0407_0090_0270",,
104071431,-1,1,"rumor_062",44,44,10,"r_d0407_0090_0280",,
104071441,-1,1,"rumor_063",44,44,10,"r_d0407_0090_0290",,
104071451,-1,1,"rumor_064",44,44,10,"r_d0407_0090_0300",,
104071461,-1,1,"rumor_065",44,44,10,"r_d0407_0090_0310",,
104071471,-1,1,"rumor_066",44,44,10,"r_d0407_0090_0320",,
104071481,-1,1,"rumor_067",44,44,10,"r_d0407_0090_0330",,
104071491,-1,1,"rumor_068",44,44,10,"r_d0407_0090_0340",,
104071501,-1,0,"npc_0003",50,50,10,"r_d0407_0100_0010",,
