int 0,string2 1,string2 2,string2 3,string2 4,string2 5,string2 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,string2 13,string2 14,string2 15,string2 16,bool 17,bool 18,bool 19,bool 20,string2 21,int 22,string2 23,string2 24,int 25,string2 26,string2 27,int 28,string2 29,string2 30,int 31,string2 32,string2 33,int 34,string2 35,string2 36,int 37,string2 38,string2 39,int 40,string2 41,string2 42,int 43,string2 44,string2 45,int 46,string2 47,string2 48,int 49,string2 50,string2 51,int 52,int 53,int 54,int 55,int 56,int 57,int 58,int 59,int 60,int 61,int 62,int 63,int 64,int 65,int 66,int 67,int 68,int 69,int 70,int 71,bool 72,bool 73,bool 74
10202064,"A2020_dbef_180","A2020_dbef_10000","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_080_060_016","FLAG_SUB_080_060_003",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202070,"A2028_daft_419","","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_IS_CLEAR_S050_043","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202071,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_050_152_001","FLAG_SUB_050_152_006",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202072,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_050_152_006","FLAG_SUB_050_152_015",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202073,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_050_152_002","FLAG_SUB_050_152_007",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202074,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_050_152_007","FLAG_SUB_050_152_016",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202075,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_050_152_003","FLAG_SUB_050_152_008",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202076,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_050_152_008","FLAG_SUB_050_152_017",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202077,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_050_152_004","FLAG_SUB_050_152_009",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202078,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_050_152_009","FLAG_SUB_050_152_018",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202079,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_050_152_005","FLAG_SUB_050_152_010",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202080,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_050_152_010","FLAG_SUB_050_152_019",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202081,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_700","FLAG_IS_CLEAR_S050_041",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202082,"A2020_dbef_160","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_IS_CLEAR_S050_041","FLAG_SUB_S050_042_001",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202083,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_050_152_012","FLAG_IS_CLEAR_S050_152",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202091,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_050_152_001","FLAG_SUB_050_152_021",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202092,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_050_152_003","FLAG_SUB_050_152_022",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202093,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_050_152_002","FLAG_SUB_050_152_023",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202094,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_050_152_005","FLAG_SUB_050_152_024",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202100,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_460","FLAG_MAIN_03_590",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202101,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_640","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202102,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_640","FLAG_MAIN_03_700",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202103,"A2028_daft_310","A2028_daft_350","","","","","","","","","","","","","","",1,1,1,1,"",0,"","FLAG_MAIN_13_100",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202110,"A2020_dbef_150","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_04_000","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202111,"A2028_daft_290","A2028_daft_440","P2028_daft_290","P2028_daft_440","Z2028_daft_290","Z2028_daft_440","","","P2028_daft_350","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_09_090","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
