int 0,int 1,string2 2,string2 3,string2 4,string2 5,int 6,int 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int 15,int 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int 24,float 25,float 26,float 27,float 28,float 29,int 30,int 31,float 32,float 33,float 34,float 35,int 36,float 37,int 38,float 39,int 40,int 41,string2 42,int 43,string2 44,int 45,int 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int 56,int 57,int 58,int 59,float 60,string2 61,string2 62,string2 63
10202014,15,"npc_0023","323","","chr594",0,0,"","","bn02","",0,0,"F01",0,0,-11.694,8.974,-31.359,-34.207,0,0,1,1,4,160,360,1,1,1,2,0,-0.3,0,-1,2,-1,-1,0,2,0,"bn02",10,"F01",0,1,1,0,0,0,0,0,-0.3,0,"",0,0,-1,0,0,"","",""
10202017,15,"npc_0026","326","","chr710",0,0,"","","fe03","",0,0,"F01",0,0,18.928,0.003,-1.496,-480.348,0,0,1,1,4.7,160,360,1,1,1,2,0,-0.15,0.2,-1,2,-1,-1,0,2,0,"fe03",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202018,15,"npc_0027","327","","chr456",0,0,"","","fe04","",0,0,"F01",0,0,16.859,0.003,-3.979,-353.766,0,0,1,1,0,0,0,1,1,1,2,0,-0.15,0.2,-1,2,-1,-1,0,2,0,"fe04",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202022,16,"npc_0031","331","","chr020",0,0,"","","bn01","",0,0,"F01",0,0,86.71,-6.353,-31.604,-192.833,0,0,1,1,4,160,360,4,4,1,2,0,-0.2,0,-1,-1,0,-1,0,2,1,"bn01",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202020,17,"npc_0029","329","","chr208",0,0,"","","fe04","",0,0,"F01",0,0,0.371,1.988,-7.226,-231.794,0,0,1,1,4,160,360,1,1,1,2,0,-0.2,0,-1,2,-1,-1,0,2,0,"fe04",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202027,19,"npc_0036","336","","chr728",0,0,"","","br01","",0,0,"F01",0,0,-55.703,1.999,4.857,300,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,2,-1,-1,-1,0,1,"br01",10,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202032,100,"garbemon","400","","chr380",0,0,"","","bn01","",0,0,"F01",0,0,28.101,2.988,36.992,347.665,0,0,1,1,3,160,360,1,2,1,2,0,0,0,-1,2,-1,-1,0,2,1,"bn01",0,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202007,101,"npc_0016","316","","chr623",0,0,"","","fq01","",0,0,"F01",0,0,-43.964,1.987,7.801,82.865,0,0,1,1,4,70,360,1,1,1,2,0,-0.15,0,-1,2,-1,-1,0,2,0,"fq01",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202008,101,"npc_0017","317","","chr702",0,0,"","","fq02","",0,0,"F01",0,0,-45.215,1.981,9.312,132.463,0,0,1,1,4,70,360,1,1,1,2,0,-0.2,0,-1,2,-1,-1,0,0,0,"fq02",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202029,101,"npc_0038","338","","chr191",0,0,"","","bn01","",0,0,"F01",0,0,-63.148,2.37,1.821,122.638,0,0,1,0,5,90,360,1,1,1,2,0,-1,0.8,10,2,-1,-1,0,2,1,"bn01",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202030,101,"npc_0039","339","","chr190",0,0,"","","fe04","",0,0,"F01",0,0,-47.982,1.978,-10.08,122.67,0,0,1,1,5,90,360,1,1,1,2,0,0,1,-1,-1,0,-1,0,2,1,"fe04",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202028,102,"npc_0037","337","","chr020",0,0,"","","fe02","",0,0,"F01",0,0,24.835,0.014,-9.939,185.587,0,0,1,1,5,160,360,1,1,1,2,0,0.5,0.3,10,2,-1,-1,0,0,1,"fe02",10,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202031,102,"npc_0040","340","","chr219",0,0,"","","e500","",0,0,"F01",0,0,-49.961,1.988,-0.851,-223.545,0,0,1,1,0,90,360,1,1,0,2,0,0.5,0,-1,-1,0,-1,0,2,1,"e500",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
