int 0,int 1,string3 2,string3 3,int 4,int 5,int 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int 14,int 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int 23,int 24,float 25,float 26,float 27,float 28,int 29,int 30,string3 31,string3 32,string3 33,int 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
20404082,2,"","chr466",0,0,0,"","","fe02","",0,0,"F01",0,0,26.708,0.011,-13.575,141.429,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404083,2,"","chr308",0,0,0,"","","bn02","",0,0,"F01",0,0,26.053,58.79,-74.742,19.879,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",0,0,1,-1,"","","","","",""
20404084,2,"","chr044",0,0,0,"","","fe01","",0,0,"F01",0,0,41.161,8.003,1.363,66.497,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,1,-1,"1","","","","",""
20404085,2,"","chr728",0,0,0,"","","fe02","",3,3,"F01",0,0,42.674,8.828,1.835,234.253,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,1,-1,"1","","","","",""
20404086,2,"","chr020",0,0,0,"","","fq01","",0,0,"F01",0,0,43.479,0.005,-1.29,-63.626,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404087,2,"","chr020",0,0,0,"","","fq01","",0,0,"F01",0,0,42.793,0.005,-0.792,136.178,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404088,2,"","chr388",0,0,0,"","","bn01","",0,0,"F01",0,0,-0.118,1.997,-15.188,-26.358,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,1,-1,"","","","","",""
20404089,2,"","chr388",0,0,0,"","","ba02","",0,0,"F01",0,0,-0.918,1.997,-14.704,99.327,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,1,-1,"","","","","",""
20404090,2,"","chr388",0,0,0,"","","fq01","",0,0,"F01",0,0,-0.083,1.997,-14.385,209.674,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,1,-1,"","","","","",""
20404091,2,"","chr044",0,0,0,"","","fe01","",0,0,"F01",0,0,49.863,18.003,0.611,84.765,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,1,-1,"1","","","","",""
20404092,2,"","chr140",0,0,0,"","","fe02","",0,0,"F01",0,0,79.84,47.467,-5.958,618.797,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404095,2,"","chr380",0,0,0,"","","fe01","",0,0,"F01",0,0,21.909,0.007,6.246,-471.228,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404097,2,"","chr455",0,0,0,"","","fq01","",0,0,"F01",0,0,21.466,0.02,8.311,-315.248,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404098,2,"","chr020",0,0,0,"","","fq01","",0,0,"F01",0,0,39.837,0.686,-5.517,136.178,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404099,2,"","chr005",0,0,0,"","","ba02","",0,0,"F01",0,0,74.775,4.555,16.361,580.374,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404101,2,"","chr015",0,0,0,"","","fe04","",0,0,"F01",0,0,77.393,9.063,15.621,1037.69,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404106,2,"","chr314",0,0,0,"","","bn02","",0,0,"F01",0,0,-20.073,6.566,-19.591,351.451,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404107,2,"","chr380",0,0,0,"","","ba02","",0,0,"F01",0,0,14.699,0.007,-19.173,-782.463,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404108,2,"","chr412",0,0,0,"","","fe04","",0,0,"F01",0,0,31.779,0.01,-13.283,248.689,0,0,1,1,0,0,0,0,-1,0,0,"","","rail_move_01",1,0,1,-1,"","","","","",""
20404109,2,"","chr389",0,0,0,"","","fq01","",0,0,"F01",0,0,-23.566,1.983,-11.546,1059.06,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404110,2,"","chr020",0,0,0,"","","br01","",0,0,"F01",0,0,16.73,0.005,-10.263,78.103,0,0,1,1,0,0,0,0,-1,0,1,"mob01","デジモンデフォルト","rail_move_09",0,3,1,-1,"","","","","",""
20404111,2,"","chr011",0,0,0,"","","br01","",0,0,"F01",0,0,15.69,33.343,-39.295,-79.439,0,0,1,1,0,0,0,0,-1,1,1,"","歩行者早歩き","rail_move_08",0,5,1,-1,"","","","","",""
20404112,2,"","chr241",0,0,0,"","","fe02","",0,0,"F01",0,0,20.73,4.174,57.031,-629.41,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404113,2,"","chr097",0,0,0,"","","fe04","",0,0,"F01",0,0,21.479,10.444,-13.836,106.845,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404114,2,"","chr097",0,0,0,"","","fe03","",0,0,"F01",0,0,23.059,10.444,-14.335,277.836,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404115,2,"","chr398",0,0,0,"","","fe02","",0,0,"F01",0,0,32.973,4.554,-15.022,387.549,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404120,2,"","chr596",0,0,0,"","","bn01","",0,0,"F01",0,0,-30.542,11.844,-25.587,-81.174,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,1,-1,"","","","","",""
20404121,2,"","chr596",0,0,0,"","","fe02","",0,0,"F01",0,0,-37.619,8.04,-0.64,4.786,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,1,-1,"","","","","",""
20404122,2,"","chr053",0,0,0,"","","fq01","",0,0,"F01",0,0,72.811,-3.552,-26.916,-99.838,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,1,-1,"","","","","",""
20404124,2,"","chr020",0,0,0,"","","fq01","",0,0,"F01",0,0,-1.568,3.04,5.158,136.178,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404125,2,"","chr020",0,0,0,"","","fq01","",0,0,"F01",0,0,-1.017,3.04,5.052,293.805,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404126,2,"","chr626",0,0,0,"","","fq01","",0,0,"F01",0,0,-2.787,1.979,12.219,293.448,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404127,2,"","chr411",0,0,0,"","","fq01","",0,0,"F01",0,0,-4.895,1.979,12.047,82.906,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404128,2,"","chr219",0,0,0,"","","fe04","",0,0,"F01",0,0,-58.956,11.197,-8.037,531.207,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404129,2,"","chr348",0,0,0,"","","fe03","",0,0,"F01",0,0,-55.059,12.955,-14.975,193.397,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404130,2,"","chr321",0,0,0,"","","fe02","",0,0,"F01",0,0,42.523,0.064,17.369,-57.679,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404131,2,"","chr515",0,0,0,"","","fe04","",0,0,"F01",0,0,41.83,0.064,17.976,124.45,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404132,2,"","chr107",0,0,0,"","","fq01","",0,0,"F01",0,0,-24.12,1.981,-16.753,400.643,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404133,2,"","chr097",0,0,0,"","","fq02","",0,0,"F01",0,0,-23.077,2.552,-16.272,241.621,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404134,2,"","chr316",0,0,0,"","","fe01","",0,0,"F01",0,0,0.424,1.98,-17.768,188.223,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404137,2,"","chr308",0,0,0,"","","br01","",0,0,"F01",0,0,-88.139,17.953,-28.113,-13.929,0,0,1,1,0,0,0,0,-1,1,1,"","デジモンデフォルト","rail_move_010",0,2,1,-1,"","","","","",""
20404139,2,"","chr374",0,0,0,"","","bn02","",0,0,"F01",0,0,0.67,9.028,12.798,-437.621,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,1,-1,"","","","","",""
20404142,2,"","chr457",0,0,0,"","","fe04","",1,5,"F01",0,0,-5.195,12.177,-25.655,299.63,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404143,2,"","chr457",0,0,0,"","","fe04","",0,0,"F01",0,0,-6.044,12.142,-28.6,291.349,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404144,2,"","chr044",0,0,0,"","","fe02","",0,0,"F01",0,0,40.737,9.527,-9.761,1006.18,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404145,2,"","chr399",0,0,0,"","","fe02","",0,0,"F01",0,0,22.723,0,-0.918,-241.396,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404146,2,"","chr241",0,0,0,"","","bn02","",0,0,"F01",0,0,-49.729,11.009,20.207,26.445,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404147,2,"","chr610",0,0,0,"","","fe02","",0,0,"F01",0,0,-59.07,12.474,5.691,507.994,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404148,2,"","chr314",0,0,0,"","","fe04","",0,0,"F01",0,0,-62.2,16.457,-4.61,376.344,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404164,2,"","chr241",0,0,0,"","","bn02","",0,0,"F01",0,0,-58.159,2.489,11.187,-216.498,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,1,-1,"","","","","",""
20404167,2,"","chr389",0,0,0,"","","fq01","",0,0,"F01",0,0,9.028,4.632,-2.476,1110.38,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404168,2,"","chr594",0,0,0,"","","fe02","",0,0,"F01",0,0,9.754,4.632,-1.008,1288.27,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404169,2,"","chr569",0,0,0,"","","f000","",0,0,"F01",0,0,-13.123,8.972,11.118,-342.726,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404170,2,"","chr567",0,0,0,"","","bn02","",0,0,"F02",0,0,-11.965,8.946,10.863,-371.325,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404171,2,"","chr458",0,0,0,"","","fn02_01","",0,0,"F01",0,0,-13.901,11.047,19.002,-216.041,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404172,2,"","chr020",0,0,0,"","","fe01","",0,0,"F01",0,0,-12.897,8.038,17.424,-53.029,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404173,2,"","chr020",0,0,0,"","","fe02","",0,0,"F01",0,0,-15.616,8.038,17.328,90.619,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404174,2,"","chr466",0,0,0,"","","fe02","",0,0,"F01",0,0,-14.926,11.07,18.895,192.849,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404175,2,"","chr567",0,0,0,"","","fe02","",0,0,"F02",0,0,-18.042,10.131,15.531,-315.082,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404176,2,"","chr457",0,0,0,"","","fe02","",0,0,"F02",0,0,-24.712,11.005,5.781,-452.672,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404177,2,"","chr389",0,0,0,"","","fe04","",0,0,"F01",0,0,-33.114,8.669,4.965,1166.12,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404179,2,"","chr085",0,0,0,"","","fe02","",0,0,"F01",0,0,-23.558,17.536,-19.551,1399.3,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404182,2,"","chr013",0,0,0,"","","br01","",0,0,"F01",0,0,-28.921,16.703,-22.333,-162.878,0,0,1,1,0,0,0,0,-1,1,1,"","デジモンデフォルト","rail_move_016",0,3,1,-1,"","","","","",""
20404183,2,"","chr584",0,0,0,"","","bn01","",0,0,"F01",0,0,-57.459,14.312,13.751,518.666,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404184,2,"","chr013",0,0,0,"","","bn02","",0,0,"F01",0,0,3.477,14.973,-17.07,662.551,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404185,2,"","chr595",0,0,0,"","","fe03","",0,0,"F01",0,0,-37.616,8.04,0.989,-177.439,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",1,0,1,-1,"","","","","",""
20404186,2,"","chr070",0,0,0,"","","f003","",0,0,"F01",0,0,-15.486,7.234,17.106,89.97,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404187,2,"","chr070",0,0,0,"","","f005","",0,0,"F01",0,0,-22.735,13.881,23.609,-177.179,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404188,2,"","chr070",0,0,0,"","","bn01","",0,0,"F01",0,0,-23.811,15.155,21.168,-202.611,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404189,2,"","chr313",0,0,0,"","","fe02","",0,0,"F02",0,0,-18.164,-0.097,25.402,-657.357,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404190,2,"","chr020",0,0,0,"","","fe04","",0,0,"F01",0,0,-18.436,0.541,26.766,-207.8,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404191,2,"","chr569",0,0,0,"","","f000","",0,0,"F02",0,0,-15.262,5.147,19.742,-115.275,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404192,2,"","chr380",0,0,0,"","","fe04","",0,0,"F01",0,0,-17.869,4.93,18.602,-542.396,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404193,2,"","chr097",0,0,0,"","","fe02","",0,0,"F02",0,0,-16.993,5.289,12.84,-390.026,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404194,2,"","chr097",0,0,0,"","","fe04","",0,0,"F02",0,0,-18.57,5.289,12.076,-343.05,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404195,2,"","chr011",0,0,0,"","","br01","",0,0,"F01",0,0,-9.184,21.426,12.254,127.617,0,0,1,1,0,0,0,0,-1,1,1,"","歩行者早歩き","rail_move_017",1,0,1,-1,"","","","","",""
20404202,2,"","chr410",0,0,0,"","","br01","",0,0,"F01",0,0,-11.526,21.345,-1.778,-90.164,0,0,1,1,0,0,0,0,-1,1,1,"","歩行者早歩き","rail_move_017",1,3,1,-1,"","","","","",""
20404203,2,"","chr219",0,0,0,"","","e500","",0,0,"F01",0,0,-11.863,14.889,38.455,-132.07,0,0,1,1,0,0,0,0,-1,1,0,"","","",1,0,1,-1,"","","","","",""
20404204,2,"","chr097",0,0,0,"","","fe04","",0,0,"F02",0,0,-12.833,15.831,36.832,-326.753,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
20404205,2,"","chr042",0,0,0,"","","fe04","",0,0,"F02",0,0,-12.93,14.818,39.566,-576.262,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
