int 0,int 1,int 2,empty 3,int 4,int 5,int 6,int 7,int 8,int 9,int 10,int 11,int 12,empty 13,int 14,int 15,int 16,int 17,int 18,empty 19,int 20,int 21,int 22,int 23,int 24,empty 25,int 26,int 27,int 28,int 29,int 30,empty 31,int 32,int 33,int 34,int 35,int 36,empty 37,int 38,int 39,int 40,int 41,int 42,empty 43,int 44,int 45,int 46,int 47,int 48,empty 49,int 50,int 51,int 52,int 53,int 54,empty 55,int 56,int 57,int 58,int 59,int 60,empty 61,int 62,int 63,int 64,int 65,int 66,empty 67,int 68,int 69,int 70,int 71
1188100,11881,0,"",-1,0,0,0,0,0,0,0,21881,"",10,0,0,0,21882,"",0,0,0,0,30152,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
1563100,15631,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,25631,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2014100,20141,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,20141,"",20,0,0,0,30172,"",20,0,0,0,30312,"",10,0,0,0,32111,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2041100,20411,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,20411,"",20,0,0,0,30182,"",20,0,0,0,30312,"",10,0,0,0,32111,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2043100,20431,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,20431,"",20,0,0,0,30292,"",20,0,0,0,32141,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2050100,20501,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,20501,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2057100,20571,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,20571,"",10,0,0,0,20572,"",10,0,0,0,31022,"",10,0,0,0,30273,"",20,0,0,0,30083,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2075100,20751,0,"",-1,0,0,0,0,0,0,0,10011,"",10,0,0,0,20751,"",10,0,0,0,20752,"",10,0,0,0,30053,"",20,0,0,0,30123,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2075200,20752,0,"",-1,0,0,0,0,0,0,0,10011,"",0,0,0,0,20751,"",80,0,0,0,20752,"",0,0,0,0,30043,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2080100,20801,0,"",-1,0,0,0,0,0,0,0,10011,"",30,0,0,0,20803,"",50,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2080200,20802,0,"",-1,0,0,0,0,0,0,0,10011,"",30,0,0,0,20803,"",50,0,0,0,30193,"",20,0,0,0,30163,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2080300,20803,0,"",-1,0,0,0,0,0,0,0,10011,"",0,0,0,0,20803,"",50,0,0,0,30193,"",20,0,0,0,30163,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2083100,20831,0,"",-1,0,0,0,0,0,0,0,10011,"",40,0,0,0,20831,"",0,0,0,0,30203,"",30,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2086100,20861,0,"",-1,0,0,0,0,0,0,0,10011,"",40,0,0,0,20861,"",20,0,0,0,20862,"",20,0,0,0,30113,"",30,0,0,0,30273,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2088100,20881,0,"",-1,0,0,18,0,1,0,0,10011,"",0,0,0,0,20883,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2088101,20881,1,"",-1,0,0,18,0,2,0,0,10011,"",0,0,0,0,20883,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2088102,20881,2,"",-1,0,0,18,0,3,0,0,10011,"",0,0,0,0,20885,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2088200,20882,0,"",-1,0,0,0,0,0,0,0,10011,"",30,0,0,0,20883,"",20,0,0,0,20885,"",20,0,0,0,30253,"",10,0,0,0,30313,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2103100,21031,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,21031,"",20,0,0,0,30041,"",20,0,0,0,30311,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2114100,21141,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,21141,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2126100,21261,0,"",-1,0,0,0,0,0,0,0,10011,"",40,0,0,0,21261,"",0,0,0,0,21262,"",0,0,0,0,30223,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2126200,21262,0,"",-1,0,0,0,0,0,0,0,10011,"",30,0,0,0,21261,"",20,0,0,0,21262,"",20,0,0,0,30223,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2126300,21263,0,"",-1,0,0,0,0,0,0,0,10011,"",30,0,0,0,21261,"",20,0,0,0,21262,"",20,0,0,0,30223,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2133100,21331,0,"",-1,0,0,0,0,0,0,0,10011,"",20,0,0,0,21331,"",20,0,0,0,30143,"",20,0,0,0,30053,"",30,0,0,0,33031,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2136100,21361,0,"",-1,0,0,0,0,0,0,0,10011,"",10,0,0,0,21361,"",90,0,0,0,21362,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2145100,21451,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,21451,"",20,0,0,0,30312,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2145200,21452,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,21451,"",20,0,0,0,30312,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2145300,21453,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,21451,"",20,0,0,0,30312,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2146100,21461,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,21461,"",20,0,0,0,31011,"",10,0,0,0,30271,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2162100,21621,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,21621,"",20,0,0,0,30051,"",20,0,0,0,31021,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2151100,21511,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,21511,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2170100,21701,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,21701,"",20,0,0,0,30253,"",20,0,0,0,30303,"",10,0,0,0,30273,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2170200,21702,0,"",-1,0,0,0,0,0,0,0,10011,"",0,0,0,0,21701,"",20,0,0,0,30253,"",20,0,0,0,30293,"",10,0,0,0,30263,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172100,21721,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,21721,"",20,0,0,0,21722,"",0,0,0,1,31022,"",0,0,0,0,30263,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172101,21721,1,"",-1,10,0,2,0,0,50,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",40,0,0,1,31022,"",40,0,0,0,30263,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172102,21721,2,"",-1,20,0,16,0,3,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172103,21721,3,"",-1,30,0,16,0,5,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172104,21721,4,"",-1,40,0,16,0,6,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172105,21721,5,"",-1,50,0,16,0,7,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172106,21721,6,"",-1,60,0,16,0,8,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172107,21721,7,"",-1,70,0,16,0,10,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172108,21721,8,"",-1,80,0,16,0,11,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172109,21721,9,"",-1,90,0,16,0,12,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172200,21722,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,21721,"",20,0,0,0,21722,"",0,0,0,1,31022,"",0,0,0,0,30263,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172201,21722,1,"",-1,10,0,2,0,0,50,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",40,0,0,1,31022,"",40,0,0,0,30263,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172202,21722,2,"",-1,20,0,16,0,3,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172203,21722,3,"",-1,30,0,16,0,5,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172204,21722,4,"",-1,40,0,16,0,6,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172205,21722,5,"",-1,50,0,16,0,7,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172206,21722,6,"",-1,60,0,16,0,8,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172207,21722,7,"",-1,70,0,16,0,10,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172208,21722,8,"",-1,80,0,16,0,11,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172209,21722,9,"",-1,90,0,16,0,12,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172300,21723,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,21721,"",20,0,0,0,21722,"",0,0,0,1,31022,"",0,0,0,0,30263,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172301,21723,1,"",-1,10,0,2,0,0,50,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",40,0,0,1,31022,"",40,0,0,0,30263,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172302,21723,2,"",-1,20,0,16,0,3,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172303,21723,3,"",-1,30,0,16,0,5,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172304,21723,4,"",-1,40,0,16,0,6,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172305,21723,5,"",-1,50,0,16,0,7,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172306,21723,6,"",-1,60,0,16,0,8,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172307,21723,7,"",-1,70,0,16,0,10,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172308,21723,8,"",-1,80,0,16,0,11,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172309,21723,9,"",-1,90,0,16,0,12,0,0,10011,"",20,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172400,21724,0,"",-1,0,0,0,0,0,0,0,10011,"",0,0,0,0,21721,"",20,0,0,0,21722,"",0,0,0,1,31022,"",0,0,0,0,30263,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172401,21724,1,"",-1,10,0,2,0,0,50,0,10011,"",0,0,0,0,21721,"",10,0,0,0,21722,"",40,0,0,1,31022,"",40,0,0,0,30263,"",20,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172402,21724,2,"",-1,20,0,16,0,3,0,0,10011,"",0,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172403,21724,3,"",-1,30,0,16,0,5,0,0,10011,"",0,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172404,21724,4,"",-1,40,0,16,0,6,0,0,10011,"",0,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172405,21724,5,"",-1,50,0,16,0,7,0,0,10011,"",0,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172406,21724,6,"",-1,60,0,16,0,8,0,0,10011,"",0,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172407,21724,7,"",-1,70,0,16,0,10,0,0,10011,"",0,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172408,21724,8,"",-1,80,0,16,0,11,0,0,10011,"",0,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2172409,21724,9,"",-1,90,0,16,0,12,0,0,10011,"",0,0,0,0,21721,"",10,0,0,0,21722,"",20,0,0,1,31022,"",10,0,0,0,30263,"",20,0,0,0,31041,"",120,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2173100,21731,0,"",-1,0,0,0,0,0,0,0,10011,"",50,0,0,0,21731,"",0,0,0,0,21732,"",20,0,0,0,30253,"",20,0,0,0,32071,"",10,0,0,0,32091,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2173101,21731,1,"",-1,10,0,20,0,5,0,0,10011,"",0,0,0,0,21731,"",20,0,0,0,21732,"",0,0,0,0,30253,"",0,0,0,0,32071,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2173102,21731,2,"",-1,20,0,16,0,7,0,0,10011,"",10,0,1,1,21731,"",0,0,0,0,21732,"",20,0,0,0,30253,"",30,0,0,0,32071,"",10,0,0,0,32091,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
2173103,21731,3,"",-1,30,0,16,0,12,0,0,10011,"",10,0,1,1,21731,"",0,0,0,0,21732,"",20,0,0,0,30253,"",30,0,0,0,32071,"",10,0,0,0,32091,"",10,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,0
