string2 0,string2 1,float 2,string2 3,float 4,string2 5,float 6,string2 7,float 8,string2 9,float 10,string2 11,float 12,string2 13,float 14,string2 15,float 16,string2 17,float 18,string2 19,float 20
"e004","j_feather_l",0.5,"j_feather_r",0.5,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e005","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e006","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e007","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e008","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e009","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e010","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e012","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e013","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e014","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e018","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e020","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e021","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e023","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e031","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e032","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e033","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e050","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e051","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e052","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e053","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e058","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e059","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e500","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e501","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e502","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e503","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e504","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e505","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e506","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e507","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e508","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e509","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e510","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e511","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e512","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"e513","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"f000","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"fe01","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"fe02","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"fe04","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"fn01_01","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"fn01_02","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"fq01","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"fq02","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"fr01_01","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"fr01_02","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"fr01_03","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"fs01_01","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"ft01_01","j_feather_l",1,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"ft01_02","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"ft01_03","j_feather_l",1,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"ft01_04","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"ft02_01","j_feather_l",1,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"ft02_02","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"ft02_03","j_feather_l",1,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"ft02_04","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"ft03_01","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"ft03_02","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"fw01_01","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"fw01_03","j_feather_l",1,"j_feather_r",1,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m030_060_c10","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c03","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c04","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c05","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c06","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c08","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c09","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c10","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c11","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c12","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c13","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c14","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c15","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c16","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c17","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c18","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m090_040_c19","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m110_060_c01","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m110_060_c02","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m110_060_c06","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m110_090_c01","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m110_090_c02","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m110_090_c03","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m110_090_c05","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m110_090_c06","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m140_050_c03","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m140_050_c06","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m140_050_c09","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m440_030_c01","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m440_030_c02","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m440_030_c03","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m440_030_c10","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m440_030_c22","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m440_030_c23","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m440_030_c24","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m440_030_c28","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m440_030_c31","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
"m440_084_c06","j_feather_l",0,"j_feather_r",0,"j_feather_l",1,"j_feather_r",1,"",0,"",0,"",0,"",0,"",0,"",0
