string2 0,string2 1,float 2,string2 3,float 4,string2 5,float 6,string2 7,float 8,string2 9,float 10,string2 11,float 12,string2 13,float 14,string2 15,float 16,string2 17,float 18,string2 19,float 20
"bc03_01","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"bd01","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"bi01","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"bn01","r_skirt01_2",0,"r_skirt02_2",0,"l_skirt01_2",0,"l_skirt02_2",0,"m_skirt01_2",0,"",0,"",0,"",0,"",0,"",0
"bs01","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"e002","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"e003","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"e004","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"e005","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e006","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e007","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e008","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"e009","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e011","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e012","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"e013","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e014","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e015","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"e017","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e018","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e019","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"e020","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"e021","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e023","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e030","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e032","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e033","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e050","r_skirt01_2",0,"r_skirt02_2",0,"l_skirt01_2",0,"l_skirt02_2",0,"m_skirt01_2",0,"",0,"",0,"",0,"",0,"",0
"e051","r_skirt01_2",0,"r_skirt02_2",0,"l_skirt01_2",0,"l_skirt02_2",0,"m_skirt01_2",0,"",0,"",0,"",0,"",0,"",0
"e052","r_skirt01_2",0,"r_skirt02_2",0,"l_skirt01_2",0,"l_skirt02_2",0,"m_skirt01_2",0,"",0,"",0,"",0,"",0,"",0
"e058","r_skirt01_2",0,"r_skirt02_2",0,"l_skirt01_2",0,"l_skirt02_2",0,"m_skirt01_2",0,"",0,"",0,"",0,"",0,"",0
"e202","r_skirt01_2",0,"r_skirt02_2",0,"l_skirt01_2",0,"l_skirt02_2",0,"m_skirt01_2",0,"",0,"",0,"",0,"",0,"",0
"e206","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e501","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"e510","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e576","r_skirt01_2",0.3,"r_skirt02_2",0.3,"l_skirt01_2",0.3,"l_skirt02_2",0.3,"m_skirt01_2",0.3,"",0,"",0,"",0,"",0,"",0
"e581","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"e583","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"e588","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"fd01_01","r_skirt01_2",0,"r_skirt02_2",0,"l_skirt01_2",0,"l_skirt02_2",0,"m_skirt01_2",0,"",0,"",0,"",0,"",0,"",0
"fd01_02","r_skirt01_2",0,"r_skirt02_2",0,"l_skirt01_2",0,"l_skirt02_2",0,"m_skirt01_2",0,"",0,"",0,"",0,"",0,"",0
"fd01_03","r_skirt01_2",0,"r_skirt02_2",0,"l_skirt01_2",0,"l_skirt02_2",0,"m_skirt01_2",0,"",0,"",0,"",0,"",0,"",0
"fd02_01","r_skirt01_2",0,"r_skirt02_2",0,"l_skirt01_2",0,"l_skirt02_2",0,"m_skirt01_2",0,"",0,"",0,"",0,"",0,"",0
"fn01_01","r_skirt01_2",0,"r_skirt02_2",0,"l_skirt01_2",0,"l_skirt02_2",0,"m_skirt01_2",0,"",0,"",0,"",0,"",0,"",0
"fn06_01","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"fr01_01","r_skirt01_2",0.3,"r_skirt02_2",1,"l_skirt01_2",0.3,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"fr01_01b","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"fs01_01","r_skirt01_2",0,"r_skirt02_2",0,"l_skirt01_2",0,"l_skirt02_2",0,"m_skirt01_2",0,"",0,"",0,"",0,"",0,"",0
"ft01_01","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"ft01_02","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"ft02_01","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"ft02_02","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"ft03_01","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
"fw01_01","r_skirt01_2",1,"r_skirt02_2",1,"l_skirt01_2",1,"l_skirt02_2",1,"m_skirt01_2",1,"",0,"",0,"",0,"",0,"",0
