string2 0,string2 1,float 2,string2 3,float 4,string2 5,float 6,string2 7,float 8,string2 9,float 10,string2 11,float 12,string2 13,float 14,string2 15,float 16,string2 17,float 18,string2 19,float 20
"e002_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e003","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e004","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e004_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e005","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e005_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e006","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e006_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e007","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e007_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e008","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e008_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e009","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e009_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e010","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e010_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e011","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e011_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e012","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e012_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e013","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e013_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e014","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e014_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e015","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e015_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e017","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e017_end01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e017_in01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e018","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e019","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e020","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e021","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e021_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e023","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e030","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e031","f_hair",0,"l_f_hair",0,"r_f_hair",0,"b_hair",0,"l_b_hair",0,"r_hair",0,"r_b_hair",0,"r_b_muf01",0,"l_b_muf01",0,"",0
"e032","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e033","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e033_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e034","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e050","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e051","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e052","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e052_01","f_hair",0,"l_f_hair",0,"r_f_hair",0,"b_hair",0,"l_b_hair",0,"r_hair",0,"r_b_hair",0,"r_b_muf01",0,"l_b_muf01",0,"",0
"e053","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e058","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e058_01","f_hair",0,"l_f_hair",0,"r_f_hair",0,"b_hair",0,"l_b_hair",0,"r_hair",0,"r_b_hair",0,"r_b_muf01",0,"l_b_muf01",0,"",0
"e059","f_hair",0,"l_f_hair",0,"r_f_hair",0,"b_hair",0,"l_b_hair",0,"r_hair",0,"r_b_hair",0,"r_b_muf01",0,"l_b_muf01",0,"",0
"e059_01","f_hair",0,"l_f_hair",0,"r_f_hair",0,"b_hair",0,"l_b_hair",0,"r_hair",0,"r_b_hair",0,"r_b_muf01",0,"l_b_muf01",0,"",0
"e072","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0,"l_b_muf01",0,"",0
"e073","f_hair",0,"l_f_hair",0,"r_f_hair",0,"b_hair",0,"l_b_hair",0,"r_hair",0,"r_b_hair",0,"r_b_muf01",0,"l_b_muf01",0,"",0
"e074","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0,"l_b_muf01",0,"",0
"e075","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0,"l_b_muf01",0,"",0
"e076","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0,"l_b_muf01",0,"",0
"e077","f_hair",0,"l_f_hair",0,"r_f_hair",0,"b_hair",0,"l_b_hair",0,"r_hair",0,"r_b_hair",0,"r_b_muf01",0,"l_b_muf01",0,"",0
"e078","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0,"l_b_muf01",0,"",0
"e081","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0,"l_b_muf01",0,"",0
"e200","f_hair",0,"l_f_hair",0,"r_f_hair",0,"b_hair",0,"l_b_hair",0,"r_hair",0,"r_b_hair",0,"r_b_muf01",0,"l_b_muf01",0,"",0
"e201","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e202","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e203","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e212","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e213","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e215","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e502","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e503","f_hair",0,"l_f_hair",0,"r_f_hair",0,"b_hair",0,"l_b_hair",0,"r_hair",0,"r_b_hair",0,"r_b_muf01",0,"l_b_muf01",0,"",0
"e508","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e513","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e514","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e515","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e517","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e518","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e519","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e545","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e552","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e555","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e556","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e561","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"e563","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"ev006_1","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fa01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fa02_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fa02_02","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fd01_01","f_hair",0,"l_f_hair",0,"r_f_hair",0,"b_hair",0,"l_b_hair",0,"r_hair",0,"r_b_hair",0,"r_b_muf01",0,"l_b_muf01",0,"",0
"fd01_02","f_hair",0,"l_f_hair",0,"r_f_hair",0,"b_hair",0,"l_b_hair",0,"r_hair",0,"r_b_hair",0,"r_b_muf01",0,"l_b_muf01",0,"",0
"fd01_03","f_hair",0,"l_f_hair",0,"r_f_hair",0,"b_hair",0,"l_b_hair",0,"r_hair",0,"r_b_hair",0,"r_b_muf01",0,"l_b_muf01",0,"",0
"fd02_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"ff01_01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg01_d01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg01_d02","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg01_d03","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg01_d04","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg01_d05","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg01_d06","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg01_d07","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg01_u01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg01_u02","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg01_u03","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg01_u04","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg01_u05","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg02_d01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg02_d02","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg02_fn01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg02_fw01b","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg03_b02","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg03_b03","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg03_b04","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg03_f01","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg03_f02","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
"fg03_f03","f_hair",0.5,"l_f_hair",0.5,"r_f_hair",0.5,"b_hair",0.5,"l_b_hair",0.5,"r_hair",0.5,"r_b_hair",0.5,"r_b_muf01",0.5,"l_b_muf01",0.5,"",0
