int 0,empty 1,int 2,int 3,int 4,int 5,int 6,int 7,int 8,int 9,int 10,int 11,int 12,int 13,int 14,int 15,int 16,int 17,empty 18,int 19,int 20,int 21,int 22,empty 23,int 24,empty 25,int 26,int 27,empty 28,int 29
28,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
30,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
31,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
32,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
33,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
34,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
35,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
36,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
37,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
38,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
39,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
40,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
41,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
42,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
43,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
44,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
45,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
46,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
47,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
48,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
49,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
50,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
51,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
52,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
53,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
54,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
55,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
56,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
57,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
58,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
59,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
60,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
61,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
68,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
69,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
70,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
71,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
72,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
73,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
74,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
75,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
76,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
77,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
78,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
79,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
80,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
81,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
82,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
83,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
84,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
85,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
86,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
87,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
88,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",27,"",3,135,"",11
90,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
91,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
92,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
93,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
94,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
95,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
96,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
97,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
98,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
100,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
101,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
102,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
103,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
104,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",677,"",2,678,"",11
105,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
106,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
107,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
111,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
112,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
113,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
114,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
115,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
116,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
117,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
118,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",49,"",3,117,"",10
126,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
127,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
128,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
129,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
130,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
132,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
133,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
134,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
135,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
136,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
137,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
138,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
139,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,902,"",0,"",0,0,"",0
140,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
141,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,903,"",0,"",0,0,"",0
142,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,904,"",0,"",0,0,"",0
144,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,905,"",0,"",0,0,"",0
145,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,906,"",0,"",0,0,"",0
146,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,907,"",0,"",0,0,"",0
147,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,908,"",0,"",0,0,"",0
148,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
149,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
150,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
151,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
162,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
163,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
168,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
169,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
170,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
171,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
172,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
173,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
174,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
176,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
177,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
178,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
179,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
180,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
181,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
183,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
184,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
185,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
186,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
187,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
188,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
189,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
190,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
191,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
192,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
193,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
194,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
195,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
196,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
197,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
198,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
199,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
208,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
209,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
210,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
211,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
213,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
214,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
215,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",213,"",3,214,"",4
217,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
218,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
219,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
220,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
222,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
223,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
224,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
225,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
226,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
227,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
228,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
229,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
230,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",385,"",4,229,"",11
231,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
232,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
233,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
234,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
235,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
237,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
239,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
240,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
241,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
242,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
301,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
302,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
303,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
304,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
305,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
306,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
307,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
308,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
309,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
310,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
311,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
312,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
313,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
314,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
315,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
316,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
317,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
320,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
321,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
322,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
325,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
326,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
328,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
338,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
341,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
342,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
343,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
344,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
345,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
346,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
347,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
348,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
349,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
359,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
361,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
363,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
364,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
365,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
367,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
368,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
369,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"",0,"",0,0,"",0
