int 0,int 1,empty 2,int 3,empty 4,int 5,int 6,int 7,int 8,int 9,int 10
75,15,"",401,"",0,-1,-1,-1,-1,-1
76,15,"",242,"",0,-1,-1,-1,-1,-1
77,15,"",892,"",0,-1,-1,-1,-1,-1
78,15,"",149,"",0,-1,-1,-1,-1,-1
79,16,"",403,"",0,-1,-1,-1,-1,-1
80,16,"",908,"",0,-1,-1,-1,-1,-1
81,16,"",400,"",0,-1,-1,-1,-1,-1
82,16,"",372,"",0,-1,-1,-1,-1,-1
83,16,"",141,"",0,-1,-1,-1,-1,-1
84,16,"",365,"",0,-1,-1,-1,-1,-1
85,17,"",403,"",0,-1,-1,-1,-1,-1
86,17,"",114,"",0,-1,-1,-1,-1,-1
87,17,"",898,"",0,-1,-1,-1,-1,-1
88,17,"",78,"",0,-1,-1,-1,-1,-1
89,17,"",981,"",0,-1,-1,-1,-1,-1
90,17,"",617,"",0,-1,-1,-1,-1,-1
91,19,"",113,"",0,-1,-1,-1,-1,-1
92,19,"",50,"",0,-1,-1,-1,-1,-1
93,19,"",879,"",0,-1,-1,-1,-1,-1
94,19,"",758,"",0,-1,-1,-1,-1,-1
95,19,"",114,"",0,-1,-1,-1,-1,-1
96,19,"",126,"",0,-1,-1,-1,-1,-1
97,20,"",305,"",0,-1,-1,-1,-1,-1
98,20,"",140,"",0,-1,-1,-1,-1,-1
99,20,"",225,"",0,-1,-1,-1,-1,-1
100,20,"",113,"",0,-1,-1,-1,-1,-1
101,20,"",197,"",0,-1,-1,-1,-1,-1
102,20,"",490,"",0,-1,-1,-1,-1,-1
103,21,"",967,"",0,-1,-1,-1,-1,-1
104,21,"",213,"",0,-1,-1,-1,-1,-1
105,21,"",133,"",0,-1,-1,-1,-1,-1
106,21,"",725,"",0,-1,-1,-1,-1,-1
107,21,"",95,"",0,-1,-1,-1,-1,-1
108,21,"",13,"",0,-1,-1,-1,-1,-1
109,23,"",51,"",0,-1,-1,-1,-1,-1
110,23,"",117,"",0,-1,-1,-1,-1,-1
111,23,"",997,"",0,-1,-1,-1,-1,-1
112,23,"",871,"",0,-1,-1,-1,-1,-1
113,23,"",813,"",0,-1,-1,-1,-1,-1
114,23,"",140,"",0,-1,-1,-1,-1,-1
115,24,"",897,"",0,-1,-1,-1,-1,-1
116,24,"",61,"",0,-1,-1,-1,-1,-1
117,24,"",548,"",0,-1,-1,-1,-1,-1
118,24,"",606,"",0,-1,-1,-1,-1,-1
119,24,"",812,"",0,-1,-1,-1,-1,-1
120,24,"",595,"",0,-1,-1,-1,-1,-1
121,25,"",920,"",0,-1,-1,-1,-1,-1
122,25,"",975,"",0,-1,-1,-1,-1,-1
123,25,"",613,"",0,-1,-1,-1,-1,-1
124,25,"",874,"",0,-1,-1,-1,-1,-1
125,25,"",915,"",0,-1,-1,-1,-1,-1
126,25,"",919,"",0,-1,-1,-1,-1,-1
127,26,"",346,"",0,-1,-1,-1,-1,-1
128,26,"",320,"",0,-1,-1,-1,-1,-1
129,26,"",114,"",0,-1,-1,-1,-1,-1
130,26,"",873,"",0,-1,-1,-1,-1,-1
131,26,"",404,"",0,-1,-1,-1,-1,-1
132,26,"",869,"",0,-1,-1,-1,-1,-1
133,27,"",326,"",0,-1,-1,-1,-1,-1
134,27,"",345,"",0,-1,-1,-1,-1,-1
135,27,"",419,"",0,-1,-1,-1,-1,-1
136,27,"",148,"",0,-1,-1,-1,-1,-1
137,27,"",898,"",0,-1,-1,-1,-1,-1
138,27,"",875,"",0,-1,-1,-1,-1,-1
139,28,"",452,"",0,-1,-1,-1,-1,-1
140,28,"",720,"",0,-1,-1,-1,-1,-1
141,28,"",306,"",0,-1,-1,-1,-1,-1
142,28,"",237,"",0,-1,-1,-1,-1,-1
143,28,"",677,"",0,-1,-1,-1,-1,-1
144,28,"",775,"",0,-1,-1,-1,-1,-1
145,30,"",383,"",0,-1,-1,-1,-1,-1
146,30,"",711,"",0,-1,-1,-1,-1,-1
147,30,"",598,"",0,-1,-1,-1,-1,-1
148,30,"",740,"",0,-1,-1,-1,-1,-1
149,30,"",142,"",0,-1,-1,-1,-1,-1
150,30,"",867,"",0,-1,-1,-1,-1,-1
151,31,"",814,"",0,-1,-1,-1,-1,-1
152,31,"",627,"",0,-1,-1,-1,-1,-1
153,31,"",146,"",0,-1,-1,-1,-1,-1
154,31,"",431,"",0,-1,-1,-1,-1,-1
155,31,"",514,"",0,-1,-1,-1,-1,-1
156,31,"",563,"",0,-1,-1,-1,-1,-1
157,32,"",57,"",0,-1,-1,-1,-1,-1
158,32,"",985,"",0,-1,-1,-1,-1,-1
159,32,"",767,"",0,-1,-1,-1,-1,-1
160,32,"",629,"",0,-1,-1,-1,-1,-1
161,32,"",31,"",0,-1,-1,-1,-1,-1
162,32,"",419,"",0,-1,-1,-1,-1,-1
163,33,"",604,"",0,-1,-1,-1,-1,-1
164,33,"",564,"",0,-1,-1,-1,-1,-1
165,33,"",453,"",0,-1,-1,-1,-1,-1
166,33,"",371,"",0,-1,-1,-1,-1,-1
167,33,"",316,"",0,-1,-1,-1,-1,-1
168,33,"",413,"",0,-1,-1,-1,-1,-1
169,34,"",451,"",0,-1,-1,-1,-1,-1
170,34,"",758,"",0,-1,-1,-1,-1,-1
171,34,"",579,"",0,-1,-1,-1,-1,-1
172,34,"",232,"",0,-1,-1,-1,-1,-1
173,34,"",190,"",0,-1,-1,-1,-1,-1
174,34,"",863,"",0,-1,-1,-1,-1,-1
175,35,"",440,"",0,-1,-1,-1,-1,-1
176,35,"",738,"",0,-1,-1,-1,-1,-1
177,35,"",220,"",0,-1,-1,-1,-1,-1
178,35,"",79,"",0,-1,-1,-1,-1,-1
179,35,"",577,"",0,-1,-1,-1,-1,-1
180,35,"",128,"",0,-1,-1,-1,-1,-1
181,36,"",42,"",0,-1,-1,-1,-1,-1
182,36,"",980,"",0,-1,-1,-1,-1,-1
183,36,"",629,"",0,-1,-1,-1,-1,-1
184,36,"",967,"",0,-1,-1,-1,-1,-1
185,36,"",451,"",0,-1,-1,-1,-1,-1
186,36,"",3,"",0,-1,-1,-1,-1,-1
187,37,"",190,"",0,-1,-1,-1,-1,-1
188,37,"",315,"",0,-1,-1,-1,-1,-1
189,37,"",881,"",0,-1,-1,-1,-1,-1
190,37,"",171,"",0,-1,-1,-1,-1,-1
191,37,"",584,"",0,-1,-1,-1,-1,-1
192,37,"",1,"",0,-1,-1,-1,-1,-1
193,38,"",44,"",0,-1,-1,-1,-1,-1
194,38,"",411,"",0,-1,-1,-1,-1,-1
195,38,"",877,"",0,-1,-1,-1,-1,-1
196,38,"",724,"",0,-1,-1,-1,-1,-1
197,38,"",192,"",0,-1,-1,-1,-1,-1
198,38,"",68,"",0,-1,-1,-1,-1,-1
199,39,"",899,"",0,-1,-1,-1,-1,-1
200,39,"",185,"",0,-1,-1,-1,-1,-1
201,39,"",230,"",0,-1,-1,-1,-1,-1
202,39,"",12,"",0,-1,-1,-1,-1,-1
203,39,"",98,"",0,-1,-1,-1,-1,-1
204,39,"",39,"",0,-1,-1,-1,-1,-1
205,40,"",710,"",0,-1,-1,-1,-1,-1
206,40,"",458,"",0,-1,-1,-1,-1,-1
207,40,"",377,"",0,-1,-1,-1,-1,-1
208,40,"",310,"",0,-1,-1,-1,-1,-1
209,40,"",46,"",0,-1,-1,-1,-1,-1
210,40,"",961,"",0,-1,-1,-1,-1,-1
211,41,"",390,"",0,-1,-1,-1,-1,-1
212,41,"",210,"",0,-1,-1,-1,-1,-1
213,41,"",11,"",0,-1,-1,-1,-1,-1
214,41,"",396,"",0,-1,-1,-1,-1,-1
215,41,"",186,"",0,-1,-1,-1,-1,-1
216,41,"",881,"",0,-1,-1,-1,-1,-1
217,42,"",27,"",0,-1,-1,-1,-1,-1
218,42,"",767,"",0,-1,-1,-1,-1,-1
219,42,"",145,"",0,-1,-1,-1,-1,-1
220,42,"",458,"",0,-1,-1,-1,-1,-1
221,42,"",678,"",0,-1,-1,-1,-1,-1
222,42,"",377,"",0,-1,-1,-1,-1,-1
223,43,"",595,"",0,-1,-1,-1,-1,-1
224,43,"",454,"",0,-1,-1,-1,-1,-1
225,43,"",865,"",0,-1,-1,-1,-1,-1
226,43,"",728,"",0,-1,-1,-1,-1,-1
227,43,"",569,"",0,-1,-1,-1,-1,-1
228,43,"",181,"",0,-1,-1,-1,-1,-1
229,44,"",884,"",0,-1,-1,-1,-1,-1
230,44,"",5,"",0,-1,-1,-1,-1,-1
231,44,"",908,"",0,-1,-1,-1,-1,-1
232,44,"",45,"",0,-1,-1,-1,-1,-1
233,44,"",423,"",0,-1,-1,-1,-1,-1
234,44,"",342,"",0,-1,-1,-1,-1,-1
235,45,"",731,"",0,-1,-1,-1,-1,-1
236,45,"",884,"",0,-1,-1,-1,-1,-1
237,45,"",678,"",0,-1,-1,-1,-1,-1
238,45,"",394,"",0,-1,-1,-1,-1,-1
239,45,"",891,"",0,-1,-1,-1,-1,-1
240,45,"",777,"",0,-1,-1,-1,-1,-1
241,46,"",368,"",0,-1,-1,-1,-1,-1
242,46,"",104,"",0,-1,-1,-1,-1,-1
243,46,"",880,"",0,-1,-1,-1,-1,-1
244,46,"",576,"",0,-1,-1,-1,-1,-1
245,46,"",884,"",0,-1,-1,-1,-1,-1
246,46,"",35,"",0,-1,-1,-1,-1,-1
247,47,"",490,"",0,-1,-1,-1,-1,-1
248,47,"",382,"",0,-1,-1,-1,-1,-1
249,47,"",725,"",0,-1,-1,-1,-1,-1
250,47,"",51,"",0,-1,-1,-1,-1,-1
251,47,"",479,"",0,-1,-1,-1,-1,-1
252,47,"",133,"",0,-1,-1,-1,-1,-1
253,48,"",940,"",0,-1,-1,-1,-1,-1
254,48,"",908,"",0,-1,-1,-1,-1,-1
255,48,"",721,"",0,-1,-1,-1,-1,-1
256,48,"",56,"",0,-1,-1,-1,-1,-1
257,48,"",720,"",0,-1,-1,-1,-1,-1
258,48,"",915,"",0,-1,-1,-1,-1,-1
259,49,"",149,"",0,-1,-1,-1,-1,-1
260,49,"",548,"",0,-1,-1,-1,-1,-1
261,49,"",38,"",0,-1,-1,-1,-1,-1
262,49,"",95,"",0,-1,-1,-1,-1,-1
263,49,"",731,"",0,-1,-1,-1,-1,-1
264,49,"",198,"",0,-1,-1,-1,-1,-1
265,50,"",40,"",0,-1,-1,-1,-1,-1
266,50,"",392,"",0,-1,-1,-1,-1,-1
267,50,"",610,"",0,-1,-1,-1,-1,-1
268,50,"",814,"",0,-1,-1,-1,-1,-1
269,50,"",232,"",0,-1,-1,-1,-1,-1
270,50,"",871,"",0,-1,-1,-1,-1,-1
271,51,"",742,"",0,-1,-1,-1,-1,-1
272,51,"",836,"",0,-1,-1,-1,-1,-1
273,51,"",421,"",0,-1,-1,-1,-1,-1
274,51,"",730,"",0,-1,-1,-1,-1,-1
275,51,"",35,"",0,-1,-1,-1,-1,-1
276,51,"",602,"",0,-1,-1,-1,-1,-1
277,52,"",805,"",0,-1,-1,-1,-1,-1
278,52,"",731,"",0,-1,-1,-1,-1,-1
279,52,"",745,"",0,-1,-1,-1,-1,-1
280,52,"",75,"",0,-1,-1,-1,-1,-1
281,52,"",83,"",0,-1,-1,-1,-1,-1
282,52,"",421,"",0,-1,-1,-1,-1,-1
283,53,"",680,"",0,-1,-1,-1,-1,-1
284,53,"",6,"",0,-1,-1,-1,-1,-1
285,53,"",632,"",0,-1,-1,-1,-1,-1
286,53,"",611,"",0,-1,-1,-1,-1,-1
287,53,"",965,"",0,-1,-1,-1,-1,-1
288,53,"",242,"",0,-1,-1,-1,-1,-1
289,54,"",34,"",0,-1,-1,-1,-1,-1
290,54,"",805,"",0,-1,-1,-1,-1,-1
291,54,"",776,"",0,-1,-1,-1,-1,-1
292,54,"",596,"",0,-1,-1,-1,-1,-1
293,54,"",188,"",0,-1,-1,-1,-1,-1
294,54,"",897,"",0,-1,-1,-1,-1,-1
295,55,"",907,"",0,-1,-1,-1,-1,-1
296,55,"",382,"",0,-1,-1,-1,-1,-1
297,55,"",13,"",0,-1,-1,-1,-1,-1
298,55,"",219,"",0,-1,-1,-1,-1,-1
299,55,"",410,"",0,-1,-1,-1,-1,-1
300,55,"",416,"",0,-1,-1,-1,-1,-1
301,56,"",584,"",0,-1,-1,-1,-1,-1
302,56,"",778,"",0,-1,-1,-1,-1,-1
303,56,"",179,"",0,-1,-1,-1,-1,-1
304,56,"",866,"",0,-1,-1,-1,-1,-1
305,56,"",730,"",0,-1,-1,-1,-1,-1
306,56,"",59,"",0,-1,-1,-1,-1,-1
307,57,"",185,"",0,-1,-1,-1,-1,-1
308,57,"",716,"",0,-1,-1,-1,-1,-1
309,57,"",960,"",0,-1,-1,-1,-1,-1
310,57,"",325,"",0,-1,-1,-1,-1,-1
311,57,"",198,"",0,-1,-1,-1,-1,-1
312,57,"",193,"",0,-1,-1,-1,-1,-1
313,58,"",75,"",0,-1,-1,-1,-1,-1
314,58,"",767,"",0,-1,-1,-1,-1,-1
315,58,"",954,"",0,-1,-1,-1,-1,-1
316,58,"",42,"",0,-1,-1,-1,-1,-1
317,58,"",4,"",0,-1,-1,-1,-1,-1
318,58,"",815,"",0,-1,-1,-1,-1,-1
319,59,"",86,"",0,-1,-1,-1,-1,-1
320,59,"",402,"",0,-1,-1,-1,-1,-1
321,59,"",870,"",0,-1,-1,-1,-1,-1
322,59,"",127,"",0,-1,-1,-1,-1,-1
323,59,"",421,"",0,-1,-1,-1,-1,-1
324,59,"",380,"",0,-1,-1,-1,-1,-1
325,60,"",128,"",0,-1,-1,-1,-1,-1
326,60,"",943,"",0,-1,-1,-1,-1,-1
327,60,"",688,"",0,-1,-1,-1,-1,-1
328,60,"",315,"",0,-1,-1,-1,-1,-1
329,60,"",104,"",0,-1,-1,-1,-1,-1
330,60,"",811,"",0,-1,-1,-1,-1,-1
331,61,"",426,"",0,-1,-1,-1,-1,-1
332,61,"",209,"",0,-1,-1,-1,-1,-1
333,61,"",180,"",0,-1,-1,-1,-1,-1
334,61,"",174,"",0,-1,-1,-1,-1,-1
335,61,"",393,"",0,-1,-1,-1,-1,-1
336,61,"",515,"",0,-1,-1,-1,-1,-1
337,68,"",219,"",0,-1,-1,-1,-1,-1
338,68,"",933,"",0,-1,-1,-1,-1,-1
339,68,"",60,"",0,-1,-1,-1,-1,-1
340,68,"",629,"",0,-1,-1,-1,-1,-1
341,68,"",116,"",0,-1,-1,-1,-1,-1
342,68,"",984,"",0,-1,-1,-1,-1,-1
343,69,"",595,"",0,-1,-1,-1,-1,-1
344,69,"",307,"",0,-1,-1,-1,-1,-1
345,69,"",376,"",0,-1,-1,-1,-1,-1
346,69,"",403,"",0,-1,-1,-1,-1,-1
347,69,"",700,"",0,-1,-1,-1,-1,-1
348,69,"",54,"",0,-1,-1,-1,-1,-1
349,70,"",135,"",0,-1,-1,-1,-1,-1
350,70,"",168,"",0,-1,-1,-1,-1,-1
351,70,"",748,"",0,-1,-1,-1,-1,-1
352,70,"",940,"",0,-1,-1,-1,-1,-1
353,70,"",907,"",0,-1,-1,-1,-1,-1
354,70,"",183,"",0,-1,-1,-1,-1,-1
355,71,"",758,"",0,-1,-1,-1,-1,-1
356,71,"",142,"",0,-1,-1,-1,-1,-1
357,71,"",451,"",0,-1,-1,-1,-1,-1
358,71,"",239,"",0,-1,-1,-1,-1,-1
359,71,"",863,"",0,-1,-1,-1,-1,-1
360,71,"",100,"",0,-1,-1,-1,-1,-1
361,72,"",222,"",0,-1,-1,-1,-1,-1
362,72,"",52,"",0,-1,-1,-1,-1,-1
363,72,"",966,"",0,-1,-1,-1,-1,-1
364,72,"",602,"",0,-1,-1,-1,-1,-1
365,72,"",13,"",0,-1,-1,-1,-1,-1
366,72,"",370,"",0,-1,-1,-1,-1,-1
367,73,"",982,"",0,-1,-1,-1,-1,-1
368,73,"",115,"",0,-1,-1,-1,-1,-1
369,73,"",622,"",0,-1,-1,-1,-1,-1
370,73,"",20,"",0,-1,-1,-1,-1,-1
371,73,"",964,"",0,-1,-1,-1,-1,-1
372,73,"",163,"",0,-1,-1,-1,-1,-1
373,74,"",13,"",0,-1,-1,-1,-1,-1
374,74,"",883,"",0,-1,-1,-1,-1,-1
375,74,"",987,"",0,-1,-1,-1,-1,-1
376,74,"",616,"",0,-1,-1,-1,-1,-1
377,74,"",180,"",0,-1,-1,-1,-1,-1
378,74,"",772,"",0,-1,-1,-1,-1,-1
379,75,"",86,"",0,-1,-1,-1,-1,-1
380,75,"",114,"",0,-1,-1,-1,-1,-1
381,75,"",170,"",0,-1,-1,-1,-1,-1
382,75,"",241,"",0,-1,-1,-1,-1,-1
383,75,"",680,"",0,-1,-1,-1,-1,-1
384,75,"",968,"",0,-1,-1,-1,-1,-1
385,76,"",737,"",0,-1,-1,-1,-1,-1
386,76,"",927,"",0,-1,-1,-1,-1,-1
387,76,"",844,"",0,-1,-1,-1,-1,-1
388,76,"",630,"",0,-1,-1,-1,-1,-1
389,76,"",84,"",0,-1,-1,-1,-1,-1
390,76,"",629,"",0,-1,-1,-1,-1,-1
391,77,"",951,"",0,-1,-1,-1,-1,-1
392,77,"",178,"",0,-1,-1,-1,-1,-1
393,77,"",211,"",0,-1,-1,-1,-1,-1
394,77,"",103,"",0,-1,-1,-1,-1,-1
395,77,"",174,"",0,-1,-1,-1,-1,-1
396,77,"",148,"",0,-1,-1,-1,-1,-1
397,78,"",937,"",0,-1,-1,-1,-1,-1
398,78,"",57,"",0,-1,-1,-1,-1,-1
399,78,"",466,"",0,-1,-1,-1,-1,-1
400,78,"",240,"",0,-1,-1,-1,-1,-1
401,78,"",93,"",0,-1,-1,-1,-1,-1
402,78,"",966,"",0,-1,-1,-1,-1,-1
403,79,"",617,"",0,-1,-1,-1,-1,-1
404,79,"",72,"",0,-1,-1,-1,-1,-1
405,79,"",302,"",0,-1,-1,-1,-1,-1
406,79,"",600,"",0,-1,-1,-1,-1,-1
407,79,"",632,"",0,-1,-1,-1,-1,-1
408,79,"",993,"",0,-1,-1,-1,-1,-1
409,80,"",312,"",0,-1,-1,-1,-1,-1
410,80,"",966,"",0,-1,-1,-1,-1,-1
411,80,"",886,"",0,-1,-1,-1,-1,-1
412,80,"",115,"",0,-1,-1,-1,-1,-1
413,80,"",188,"",0,-1,-1,-1,-1,-1
414,80,"",976,"",0,-1,-1,-1,-1,-1
415,81,"",326,"",0,-1,-1,-1,-1,-1
416,81,"",913,"",0,-1,-1,-1,-1,-1
417,81,"",380,"",0,-1,-1,-1,-1,-1
418,81,"",874,"",0,-1,-1,-1,-1,-1
419,81,"",683,"",0,-1,-1,-1,-1,-1
420,81,"",198,"",0,-1,-1,-1,-1,-1
421,82,"",869,"",0,-1,-1,-1,-1,-1
422,82,"",975,"",0,-1,-1,-1,-1,-1
423,82,"",26,"",0,-1,-1,-1,-1,-1
424,82,"",479,"",0,-1,-1,-1,-1,-1
425,82,"",932,"",0,-1,-1,-1,-1,-1
426,82,"",104,"",0,-1,-1,-1,-1,-1
427,83,"",186,"",0,-1,-1,-1,-1,-1
428,83,"",975,"",0,-1,-1,-1,-1,-1
429,83,"",779,"",0,-1,-1,-1,-1,-1
430,83,"",188,"",0,-1,-1,-1,-1,-1
431,83,"",879,"",0,-1,-1,-1,-1,-1
432,83,"",600,"",0,-1,-1,-1,-1,-1
433,84,"",484,"",0,-1,-1,-1,-1,-1
434,84,"",967,"",0,-1,-1,-1,-1,-1
435,84,"",342,"",0,-1,-1,-1,-1,-1
436,84,"",988,"",0,-1,-1,-1,-1,-1
437,84,"",195,"",0,-1,-1,-1,-1,-1
438,84,"",171,"",0,-1,-1,-1,-1,-1
439,85,"",937,"",0,-1,-1,-1,-1,-1
440,85,"",942,"",0,-1,-1,-1,-1,-1
441,85,"",235,"",0,-1,-1,-1,-1,-1
442,85,"",361,"",0,-1,-1,-1,-1,-1
443,85,"",844,"",0,-1,-1,-1,-1,-1
444,85,"",84,"",0,-1,-1,-1,-1,-1
445,86,"",908,"",0,-1,-1,-1,-1,-1
446,86,"",514,"",0,-1,-1,-1,-1,-1
447,86,"",465,"",0,-1,-1,-1,-1,-1
448,86,"",97,"",0,-1,-1,-1,-1,-1
449,86,"",227,"",0,-1,-1,-1,-1,-1
450,86,"",139,"",0,-1,-1,-1,-1,-1
451,87,"",49,"",0,-1,-1,-1,-1,-1
452,87,"",864,"",0,-1,-1,-1,-1,-1
453,87,"",575,"",0,-1,-1,-1,-1,-1
454,87,"",70,"",0,-1,-1,-1,-1,-1
455,87,"",834,"",0,-1,-1,-1,-1,-1
456,87,"",163,"",0,-1,-1,-1,-1,-1
457,88,"",864,"",0,-1,-1,-1,-1,-1
458,88,"",871,"",0,-1,-1,-1,-1,-1
459,88,"",720,"",0,-1,-1,-1,-1,-1
460,88,"",988,"",0,-1,-1,-1,-1,-1
461,88,"",461,"",0,-1,-1,-1,-1,-1
462,88,"",623,"",0,-1,-1,-1,-1,-1
463,90,"",979,"",0,-1,-1,-1,-1,-1
464,90,"",891,"",0,-1,-1,-1,-1,-1
465,90,"",417,"",0,-1,-1,-1,-1,-1
466,90,"",13,"",0,-1,-1,-1,-1,-1
467,90,"",751,"",0,-1,-1,-1,-1,-1
468,90,"",416,"",0,-1,-1,-1,-1,-1
469,91,"",458,"",0,-1,-1,-1,-1,-1
470,91,"",305,"",0,-1,-1,-1,-1,-1
471,91,"",145,"",0,-1,-1,-1,-1,-1
472,91,"",172,"",0,-1,-1,-1,-1,-1
473,91,"",344,"",0,-1,-1,-1,-1,-1
474,91,"",836,"",0,-1,-1,-1,-1,-1
475,92,"",917,"",0,-1,-1,-1,-1,-1
476,92,"",957,"",0,-1,-1,-1,-1,-1
477,92,"",314,"",0,-1,-1,-1,-1,-1
478,92,"",909,"",0,-1,-1,-1,-1,-1
479,92,"",836,"",0,-1,-1,-1,-1,-1
480,92,"",227,"",0,-1,-1,-1,-1,-1
481,93,"",931,"",0,-1,-1,-1,-1,-1
482,93,"",402,"",0,-1,-1,-1,-1,-1
483,93,"",129,"",0,-1,-1,-1,-1,-1
484,93,"",770,"",0,-1,-1,-1,-1,-1
485,93,"",897,"",0,-1,-1,-1,-1,-1
486,93,"",806,"",0,-1,-1,-1,-1,-1
487,94,"",617,"",0,-1,-1,-1,-1,-1
488,94,"",359,"",0,-1,-1,-1,-1,-1
489,94,"",306,"",0,-1,-1,-1,-1,-1
490,94,"",490,"",0,-1,-1,-1,-1,-1
491,94,"",371,"",0,-1,-1,-1,-1,-1
492,94,"",610,"",0,-1,-1,-1,-1,-1
493,95,"",767,"",0,-1,-1,-1,-1,-1
494,95,"",90,"",0,-1,-1,-1,-1,-1
495,95,"",134,"",0,-1,-1,-1,-1,-1
496,95,"",240,"",0,-1,-1,-1,-1,-1
497,95,"",198,"",0,-1,-1,-1,-1,-1
498,95,"",623,"",0,-1,-1,-1,-1,-1
499,96,"",722,"",0,-1,-1,-1,-1,-1
500,96,"",169,"",0,-1,-1,-1,-1,-1
501,96,"",491,"",0,-1,-1,-1,-1,-1
502,96,"",235,"",0,-1,-1,-1,-1,-1
503,96,"",321,"",0,-1,-1,-1,-1,-1
504,96,"",629,"",0,-1,-1,-1,-1,-1
505,97,"",983,"",0,-1,-1,-1,-1,-1
506,97,"",390,"",0,-1,-1,-1,-1,-1
507,97,"",397,"",0,-1,-1,-1,-1,-1
508,97,"",800,"",0,-1,-1,-1,-1,-1
509,97,"",312,"",0,-1,-1,-1,-1,-1
510,97,"",21,"",0,-1,-1,-1,-1,-1
511,98,"",987,"",0,-1,-1,-1,-1,-1
512,98,"",766,"",0,-1,-1,-1,-1,-1
513,98,"",23,"",0,-1,-1,-1,-1,-1
514,98,"",723,"",0,-1,-1,-1,-1,-1
515,98,"",584,"",0,-1,-1,-1,-1,-1
