int 0,empty 1,int 2,empty 3,empty 4,int 5,empty 6,bool 7,bool 8,bool 9,int 10,int 11,float 12,float 13,string2 14,int 15,int 16,int 17,int 18,int 19,int 20,int 21,int 22,int 23,int 24,int 25,int 26,int 27,int 28,int 29,int 30,empty 31,int 32,int 33,int 34,int 35,int 36,int 37,empty 38,int 39,int 40,empty 41,int 42,int 43
1002,"",51,"","",1001,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,"",0,0,"",0,0
1003,"",148,"","",1001,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,"",0,0,"",0,0
1101,"",215,"","",1101,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
1102,"",11,"","",1101,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
1201,"",390,"","",1201,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
1202,"",225,"","",1202,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
1301,"",916,"","",1301,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
1302,"",770,"","",1302,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,22140,"",100,0,"",0,0
1303,"",814,"","",1302,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,0,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,0
1401,"",50,"","",1401,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,384,6,80,8,0,"",0,0,"",0,15
1501,"",349,"","",1501,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
1502,"",404,"","",1501,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,0,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,0
1601,"",492,"","",1601,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,384,6,80,8,0,"",0,0,"",0,15
1701,"",91,"","",1701,"",0,0,1,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
1702,"",374,"","",1702,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
1703,"",140,"","",1701,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,130,60,130,60,130,"",0,84,6,80,8,0,"",0,0,"",0,15
1901,"",219,"","",1901,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
2001,"",365,"","",2001,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,40,50,130,30,130,30,100,"",0,12,2,40,2,0,"",0,0,"",0,20
2002,"",711,"","",2002,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,40,50,130,30,130,30,100,"",0,12,2,40,2,22128,"",100,0,"",0,0
2003,"",707,"","",2001,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,40,50,130,30,130,30,100,"",0,12,2,40,2,0,"",0,0,"",0,20
2101,"",971,"","",2101,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,0
2301,"",23,"","",2301,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
2401,"",812,"","",2401,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
2501,"",183,"","",2501,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,22137,"",100,0,"",0,0
2601,"",730,"","",2601,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
2602,"",811,"","",2601,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,0
2701,"",225,"","",2701,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
2801,"",479,"","",2801,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,22147,"",100,0,"",0,0
2802,"",463,"","",2801,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,"",0,0,"",0,0
3001,"",220,"","",3001,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,464,8,80,8,1172,"",5,0,"",0,15
3002,"",237,"","",3001,"",0,1,1,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
3101,"",924,"","",3101,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
3102,"",223,"","",3102,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,22146,"",100,0,"",0,0
3103,"",737,"","",3103,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
3201,"",889,"","",3201,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
3301,"",162,"","",3301,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
3302,"",52,"","",3301,"",0,1,1,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
3401,"",74,"","",3401,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
3402,"",944,"","",3401,"",0,0,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,6640,10,3200,64,0,"",0,0,"",0,5
3501,"",46,"","",3501,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,22105,"",100,0,"",0,0
3502,"",408,"","",3501,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,3
3601,"",36,"","",3601,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
3701,"",489,"","",3701,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
3801,"",992,"","",3801,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
3901,"",886,"","",3901,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
4001,"",40,"","",4001,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,1364,12,350,35,0,"",0,0,"",0,5
4101,"",71,"","",4101,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,22132,"",100,0,"",0,0
4201,"",162,"","",4201,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,20
4202,"",86,"","",4201,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,20
4203,"",868,"","",4202,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,0
4301,"",991,"","",4301,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
4302,"",896,"","",4302,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
4401,"",43,"","",4401,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,22116,"",100,0,"",0,0
4501,"",931,"","",4501,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
4601,"",176,"","",4601,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
4701,"",959,"","",4701,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,1064,10,320,32,0,"",0,0,"",0,5
4702,"",183,"","",4702,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,0
4703,"",47,"","",4701,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,1064,10,320,32,0,"",0,0,"",0,5
4801,"",307,"","",4801,"",0,1,1,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
4802,"",74,"","",4801,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,0
4901,"",49,"","",4901,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,0
5001,"",921,"","",5001,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,30,50,120,20,120,20,100,"",0,24,4,40,4,10050,"",5,0,"",0,0
5101,"",836,"","",5101,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
5201,"",899,"","",5201,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,30,50,120,20,120,20,100,"",0,24,6,40,4,0,"",0,0,"",0,20
5202,"",836,"","",5202,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,0,50,100,50,100,50,100,"",0,24,4,40,4,0,"",0,0,"",0,0
5301,"",169,"","",5301,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,30,50,120,20,120,20,100,"",0,24,4,40,4,1173,"",5,0,"",0,20
5401,"",210,"","",5401,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,0
5501,"",738,"","",5501,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,0,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,0
5502,"",942,"","",5502,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,0,50,0,0,0,0,0,"",0,250,0,40,4,30042,"",100,0,"",0,0
5601,"",115,"","",5601,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,30,50,120,20,120,20,100,"",0,24,4,40,4,22141,"",100,0,"",0,0
5602,"",226,"","",5601,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,0,50,120,20,120,20,100,"",0,0,0,150,0,0,"",0,0,"",0,0
5701,"",514,"","",5701,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,22115,"",100,0,"",0,0
5801,"",101,"","",5801,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
5901,"",899,"","",5901,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,664,8,160,16,0,"",0,0,"",0,10
5902,"",484,"","",5901,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
6001,"",198,"","",6001,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
6002,"",623,"","",6001,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,0,0,0,0,0,"",0,0,"",0,0
6101,"",959,"","",6101,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,564,8,160,16,0,"",0,0,"",0,10
6102,"",61,"","",6102,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,150,80,160,80,160,80,160,"",0,264,8,160,16,0,"",0,0,"",0,0
6801,"",961,"","",6801,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
6901,"",348,"","",6902,"",0,1,1,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
6902,"",311,"","",6901,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,0,100,260,0,260,0,200,"",12,5000,0,50000,0,91,"",60,0,"",0,5
7001,"",975,"","",7001,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,42,3,80,4,1171,"",5,0,"",0,15
7002,"",70,"","",7002,"",0,1,0,0,1,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,130,60,130,60,130,"",0,83,0,80,8,0,"",0,0,"",0,0
7101,"",188,"","",7101,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,664,8,160,16,1173,"",5,0,"",0,10
7102,"",461,"","",7102,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,22114,"",100,0,"",0,0
7201,"",361,"","",7201,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
7301,"",50,"","",7301,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,1174,"",5,0,"",0,10
7401,"",107,"","",7401,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
7501,"",459,"","",7502,"",0,1,0,0,20,2.004,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",17,50000,24,6400,160,0,"",0,0,"",0,5
7502,"",983,"","",7502,"",0,1,1,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,200,100,200,100,200,"",0,664,10,320,32,0,"",0,0,"",0,5
7601,"",76,"","",7601,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
7602,"",24,"","",7602,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,160,80,160,80,160,"",0,264,8,160,16,0,"",0,0,"",0,10
7701,"",385,"","",7701,"",0,1,0,0,20,1.5,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,0
7801,"",184,"","",7801,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
7901,"",79,"","",7901,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
8001,"",376,"","",8001,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
8002,"",80,"","",8001,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,200,100,200,100,200,"",0,664,10,320,32,0,"",0,0,"",0,5
8101,"",982,"","",8101,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,50,50,30,20,30,20,100,"",0,3,5,10,5,82,"",25,0,"",0,0
8102,"",81,"","",8101,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,50,60,300,100,300,100,130,"",0,24,4,40,4,0,"",0,0,"",0,50
8103,"",985,"","",8101,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,30,50,120,20,120,20,100,"",0,3,5,5,5,0,"",0,0,"",0,200
8201,"",82,"","",8201,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
8301,"",315,"","",8301,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
8401,"",12,"","",8401,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,0
8501,"",931,"","",8501,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,464,8,264,16,0,"",0,0,"",0,10
8502,"",378,"","",8501,"",0,1,1,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
8601,"",740,"","",8601,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
8701,"",87,"","",8701,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
8702,"",573,"","",8702,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,120,60,130,60,130,60,130,"",0,84,6,80,8,0,"",0,0,"",0,15
8801,"",884,"","",8801,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,1364,12,350,35,0,"",0,0,"",0,5
9001,"",880,"","",9001,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,20
9002,"",87,"","",9002,"",0,0,1,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,0
9101,"",431,"","",9101,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
9201,"",721,"","",9201,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,22138,"",100,0,"",0,0
9202,"",16,"","",9201,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
9301,"",882,"","",9301,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
9302,"",912,"","",9301,"",0,1,1,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
9303,"",94,"","",9301,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
9401,"",94,"","",9401,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
9501,"",886,"","",9501,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
9601,"",986,"","",9601,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,30,50,120,20,120,20,100,"",0,4,1,10,1,0,"",0,0,"",0,20
9701,"",97,"","",9701,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,40,50,130,30,130,30,100,"",0,12,2,20,2,0,"",0,0,"",0,20
9702,"",576,"","",9701,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,40,50,130,30,130,30,100,"",0,120,8,40,8,0,"",0,0,"",0,20
9801,"",458,"","",9801,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
10001,"",90,"","",10001,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
10002,"",100,"","",10002,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
10003,"",338,"","",10003,"",0,0,1,0,20,-1,0,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,400,0,80,8,0,"",0,0,"",0,0
10101,"",732,"","",10101,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
10102,"",451,"","",10102,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,50,80,210,50,210,50,160,"",19,264,8,160,16,0,"",0,0,"",0,0
10201,"",974,"","",10201,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
10301,"",72,"","",10301,"",0,0,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,30,50,120,20,120,20,100,"",0,24,6,40,4,0,"",0,0,"",0,20
10302,"",805,"","",10302,"",0,1,0,0,20,-1,0.1,"",0,0,1,1,1,1,1,1,1,30,50,120,20,120,20,100,"",0,24,6,40,4,0,"",0,0,"",0,0
10401,"",104,"","",10401,"",0,1,1,0,20,1.9,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,1364,12,350,35,0,"",0,0,"",0,5
10402,"",965,"","",10402,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,1364,12,350,35,22102,"",100,0,"",0,0
10403,"",682,"","",10403,"",0,1,0,0,20,1.9,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,1364,12,350,35,0,"",0,0,"",0,0
10501,"",844,"","",10501,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,1,1,1,1,1,60,100,260,90,260,90,200,"",0,1364,12,350,35,0,"",0,0,"",0,5
