string2 0,string 1
"156","This strange letter arrived at Inori's pop's office and 
I'm not sure what to do. Anyone got any advice?"
"157","Unused text"
"158","Unused text"
"159","What does ""the Twentiest"" even mean...? I don't know 
what to do. Here I am, stuck in a back alley in Shinjuku..."
"160","Sure, I've gotten stronger. But now that Big Bro is... 
What should we do with the Paradise Colosseum?"
"161","Unused text"
"162","The time has come to see which is the true Card King. 
I await you at the Electric Town South Exit of Akihabara
Station."
"163","Unused text"
"164","Unused text"
"165","Unused text"
"166","Unused text"
"167","I need to tell you about something that's been bothering
me... I can only share it with you. I'll be waiting at my
house downtown!"
"168","Unused text"
"169","I got a tip about a missing person case. Could you come
by the office and give me a hand?"
"170","There's someone I want you to meet. We're meeting at
the office, so I want you to come, too."
"171","I found a picture of me back in high school. Come join 
me for a reminiscing session. I'll be waiting for you at
the office."
"172","It's strange that Sharkmon backed down so easily. Why
don't we investigate the ocean floor? I'll be waiting for
you in the Abyss Depths."
"173","Not a single customer here can appreciate my cuteness. 
Someone come and heal my weary spirit at the Warrior's 
Watering Hole!"
"176","I have a somewhat troublesome matter on my hands.
I would like you to stop by the tavern when you are in
Central Town."
"177",""
"178","The three hosts have something they'd like to convey to
you. Please come to the VIP room of the In-Between
Theater."
"179","Man, what a fix. Somebody's holed up in the restroom
and they won't come out. They keep muttering about
some captain and a weapon of some kind, too..."
"180","Spread the word! There's not only one but TWO 
unbelievably high-quality cosplayers! Come see them 
at the Electric Town South Exit!"
"181",""
"182",""
"183","The fog is so bad, I can't get any deeper into the forest. 
I got scared and came back to the village..."
"184",""
"200","Such weird dreams, but they seem so real... like I'm 
actually there. Digimon show up in them, too. Could 
be my next big scoop! Hehe. I'll make a note of it 
next time it happens!"
"201","My man! I'm begging ya. Collect my souls in Tokyo 
back in 2020! I can't be the King of Digimon without 'em!"
"202","Kuramon are running amok in the present-day Material
World. Use your abilities to take them out. They are
rather rabid, though, so do be careful."
"208","Even Susanomon has become enamored of this world.
Please defeat him in the Paradise Colosseum and remind
him of his true task."
"211","We've recovered most of our strength. Head on over 
to Central Tower as soon as you can. We'll be waiting 
for you!"
"215","I've found another occurrence of abnormal space. 
I'd like you to investigate. I'll be waiting at the
In-Between Theater."
"216","I've picked up a reading unlike anything I've ever seen
before. Come to the In-Between Theater."
"217","I need to talk to you. I'll be waiting for you in a back 
alley of Akihabara."
"300","Now underway at the Paradise Colosseum! Who is the 
strongest Digimon?! Will we have a triple champion?!"
"500","The maintenance on the elevator at the back of the
In-Between Theater is now complete. Could I trouble
you to come take a look? I'd like to show you around."
"920","There're a bunch of slimy Digimon! Try not to get
covered in their goo and poop! If you can escape from
them until the end, you win!"
"921","They're so cool, and so ferocious! I've assembled the
Digimon I love! If you can survive until the end, you win!"
"922","The ocean is full of mystery! A completely different 
ecosystem from that on land! If you can survive until the
end, you win!"
"923","Beware of the scorching flames that burn everything 
they contact! A single touch will burn you to ashes
instantly! If you can escape from them until the end, 
you win!"
"930","Can you keep up with Lalamon, who was tuned up by
me? If you can reach the goal faster than Lalamon, you
win!"
"931","Can you keep up with Witchmon, who was tuned up by
me? If you can reach the goal faster than Witchmon,
you win!"
"932","Can you keep up with Wingdramon, who was tuned up
by me? If you can reach the goal faster than
Wingdramon, you win!"
"933","Can you keep up with MagnaGarurumon, who was tuned
up by me? If you can reach the goal faster than 
MagnaGarurumon, you win!"
"945","The theme is samurai and ninja! You must defeat the
boss at the far end within the time limit! Here's a hint
about the boss: it's a kamaitachi master!"
"946","The theme is arctic paradise! You must defeat the boss
at the far end within the time limit! Here's a hint about
the boss: it has sharp horns made of mithril."
"947","The theme is dinoland! You must defeat the boss at the
far end within the time limit! Here's a hint about the
boss: its strong jaws will chew through even the hardest
armor."
"948","The theme is insect mania! You must defeat the boss at
the far end within the time limit! Here's a hint about the
boss: it's the Monarch of the Insects living in the dark
forest."
"950","Protect the finest giant Digimeat as Digimon come after 
it! Flying Digimon are easy to miss, so be careful! If you
can defeat all of the enemy Digimon, you win!"
"951","Protect the finest giant Digimeat as Digimon come after 
it! Watch out for bad-tempered Digimon that will aim for
you. If you can defeat all of the enemy Digimon, you win!"
"952","Protect the finest giant Digimeat as Digimon come after 
it! Look out for SkullMammothmon because it's slow but
sturdy. If you can defeat all of the enemy Digimon, you
win!"
"953","Protect the finest giant Digimeat as Digimon come after
it! Beware of the sudden acceleration of flying Digimon.
If you can defeat all of the enemy Digimon, you win!"
"960","You are facing a mighty Digimon, one worthy of being 
called the strongest of them all. Show me the best of 
the abilities you have gained throughout your journey."
"961","You are facing a mighty Digimon, one worthy of being 
called the strongest of them all. Show me the best of 
the abilities you have gained throughout your journey."
"962","You are facing a mighty Digimon, one worthy of being 
called the strongest of them all. Show me the best of 
the abilities you have gained throughout your journey."
"963","You are facing a mighty Digimon, one worthy of being 
called the strongest of them all. Show me the best of 
the abilities you have gained throughout your journey."
"970","An Outer Dungeon with big EXP rewards has appeared!
Fight in accordance with your combat ability and raise
even more powerful Digimon! You can come and go as
you please, so fight to your heart's content!"
"971","An Outer Dungeon with big YEN rewards has appeared!
Fight in accordance with your combat ability and raise
even more powerful Digimon! You can come and go as
you please, so fight to your heart's content!"
"972","An Outer Dungeon with big material rewards has
appeared! Fight in accordance with your combat ability
and raise even more powerful Digimon! You can come
and go as you please, so fight to your heart's content! "
"980","Can you beat Member Numbers 43 through 56 from my
Ultimate Collection? You'd better not underestimate
them! Doesn't matter which route you take, just defeat
any three of them and you win!"
"981","Can you beat Member Numbers 29 through 42 from my 
Ultimate Collection? These guys are not one-trick
ponies. Doesn't matter which route you take, just defeat
any three of them and you win!"
"982","Can you beat Member Numbers 15 through 28 from my 
Ultimate Collection? I'm warning you! Their power is 
extraordinary. Doesn't matter which route you take, just
defeat any three of them and you win!"
"983","Can you beat Member Numbers 1 through 14 from my 
Ultimate Collection? I bet you won't be able to stand up
against their strength. Doesn't matter which route you
take, just defeat any three of them and you win!"
