int 0,int 1,string2 2,string2 3,string2 4,string2 5,int 6,int 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int 15,int 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int 24,float 25,float 26,float 27,float 28,float 29,int 30,int 31,float 32,float 33,float 34,float 35,int 36,float 37,int 38,float 39,int 40,int 41,string2 42,int 43,string2 44,int 45,int 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int 56,int 57,int 58,int 59,float 60,string2 61,string2 62,string2 63
11102400,7,"npc_0400","400","","npc105ha010101",0,0,"","","fd13_01","",0,0,"F01",0,0,52.203,-0.001,-36.207,-179.241,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"fd13_01",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102401,7,"npc_0401","401","","npc105ha010101",0,0,"","","fd13_01","",0,0,"F01",0,0,35.236,-0.001,-34.21,-308.243,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"fd13_01",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102402,8,"koan_0001","402","","npc007aa010101",0,0,"","","e012","",0,0,"F01",0,0,52.488,-0.001,-38.385,203.666,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"e012",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102403,12,"aigio_0001","0","","chr184aa010101",0,0,"","","e012","",0,0,"F01",0,0,49.8,-0.001,-39.277,60.862,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e012",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102404,8,"blacktail_0001","0","","chr043",0,0,"","","bn01","",0,0,"F01",0,0,49.839,-0.001,-37.976,105.641,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"bn01",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102405,9,"koan_0002","402","","npc007aa010101",0,0,"","","e018","",0,0,"F01",0,0,48.743,-0.001,-39.496,304.006,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e018",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102406,9,"blacktail_0002","0","","chr043",0,0,"","","bn02","",0,0,"F02",0,0,50.938,-0.001,-41.422,719.716,-50,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"bn02",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102407,11,"koan_0003","402","","npc007aa010101",0,0,"","","e012","",0,0,"F01",0,0,51.516,-0.001,-39.436,292.42,0,0,1,1,4,160,360,2,2,1,2,0,0,0,-1,-1,0,-1,0,2,0,"e012",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102408,13,"aigio_0002","0","","chr184aa010101",0,0,"","","e012","",0,0,"F01",0,0,48.947,-0.001,-40.298,47.241,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e012",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102409,9,"koadora_0001","0","","chr209",0,0,"","","ba02","",0,0,"F01",0,0,44.623,-0.001,-37.968,478.685,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"ba02",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102410,9,"koadora_0002","0","","chr209",0,0,"","","fe04","",0,0,"F01",0,0,45.947,-0.001,-34.948,510.641,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"fe04",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102411,99,"aigio_0003","0","","chr184aa010101",0,0,"","","e007","",0,0,"F01",0,0,41.939,-0.001,-37.075,75.923,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e007",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102412,13,"blacktail_0003","0","","chr043",0,0,"","","bn02","",0,0,"F02",0,0,50.926,-0.001,-41.397,717.559,-50,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"bn02",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102413,14,"blacktail_0004","0","","chr043",0,0,"","","bn02","",0,0,"F02",0,0,50.935,-0.001,-41.424,715.684,-50,0,1,1,0,0,0,1,1,0,1,0,0.75,0,-1,-1,0,-1,0,0,0,"bn02",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102414,99,"","","","npc007aa010101",0,0,"","","e012","",0,0,"F01",0,0,52.431,-0.001,-39.402,201.46,0,0,1,1,4,160,360,2,2,1,2,0,0,0,-1,-1,0,-1,0,2,0,"e012",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102500,61,"s010_180_belstar","0","","chr195",0,0,"","","bn02","",0,0,"F02",0,0,50.909,-0.001,-41.436,683.488,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"bn02",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102501,99,"","","","pc002aa010101",0,0,"","","e012","",0,0,"F01",0,0,48.841,-0.001,-39.011,448.153,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,1,"e012",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102502,99,"","","","pc002aa010101",0,0,"","","e012","",0,0,"F01",0,0,47.677,-0.001,-39.863,444.291,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,1,"e012",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102900,60,"s010_180_blacktail","0","","chr043",0,0,"","","bn02","",0,0,"F02",0,0,50.923,-0.001,-41.412,717.559,-50,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"bn02",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102901,62,"s010_180_asuna","0","","npc007aa010101",0,0,"","","e005","",0,0,"F01",0,0,51.396,-0.001,-39.889,232.142,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"e005",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
