int 0,string3 1,int 2,string2 3,string2 4,bool 5,string2 6,int 7,int 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int 35,int 36,float 37,float 38,float 39,float 40,int 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int 50,int 51,int 52,int 53,string2 54,string2 55,int 56
102011,"",10,"","",0,"f00wagon03",1,0,"","","","","",0,0,-53.633,0,-33.082,1.769,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102012,"",10,"","",0,"f00truck05",1,0,"","","","","",0,0,-54.757,0,-58.704,-77.253,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102013,"",10,"","",0,"f00squadvehicle00",1,0,"","","","","",0,0,10.864,-0.001,-65.654,180,0,0,1,1,"wall_cl",4,5,11,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102014,"",10,"","",0,"f00squadvehicle00",1,0,"","","","","",0,0,-9.56,-0.001,-51.273,0,0,0,1,1,"wall_cl",3.5,3,12,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102015,"",10,"","",0,"f00squadvehicle00",1,0,"","","","","",0,0,-3.195,0,19.327,0,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102016,"",10,"","",0,"f00squadvehicle00",1,0,"","","","","",0,0,3.347,0,-0.206,0,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102017,"",10,"","",0,"f00squadvehicle00",1,0,"","","","","",0,0,-3.429,0,-13.599,0,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102018,"",10,"","",0,"f00iconobj00",1,0,"","","","","",0,0,-4.295,0,19.912,0,0,0,1,1,"wall_cl",7,6,12,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102019,"",10,"","",0,"f00iconobj00",1,0,"","","","","",0,0,4.605,0,0.364,0,0,0,1,1,"wall_cl",7,6,12,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102020,"",10,"","",0,"f00iconobj00",1,0,"","","","","",0,0,-5.032,0,-12.957,0,0,0,1,1,"wall_cl",7,3,12,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102021,"",10,"","",0,"f00iconobj00",1,0,"","","","","",0,0,-7.62,0.188,-73.974,0,0,0,1,1,"wall_cl",2,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102022,"",10,"","",0,"f00iconobj00",1,0,"","","","","",0,0,0.591,0,-23.904,0,0,0,1,1,"sybl_cl",25,10,1,4.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102100,"",10,"","",0,"t0102floorcable00",1,1,"","","","","",0,0,0,0,0,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102200,"",10,"","",0,"f00electgate00",1,0,"","","","","",0,0,-20.992,0.272,-71.551,0,0,0,1,1,"wall_cl",1,3,4,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102201,"",10,"","",0,"f00electgate00",1,0,"","","","","",0,0,-11.9,0,-64.131,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102202,"",10,"","",0,"f00electgate00",1,0,"","","","","",0,0,-11.9,0.087,-34,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102203,"",10,"","",0,"f00electgate00",1,0,"","","","","",0,0,13,0.171,-34,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102204,"",10,"","",0,"f00electgate00",1,0,"","","","","",0,0,13,0.205,-71.944,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102205,"",10,"","",0,"f00electgate00",1,0,"","","","","",0,0,-2.6,0,-34,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102206,"",10,"","",0,"f00electgate00",1,0,"","","","","",0,0,4.6,0,-34,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102207,"",10,"","",0,"f00electgate00",1,0,"","","","","",0,0,-4,-0.001,-75,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102208,"",10,"","",0,"f00electgate00",1,0,"","","","","",0,0,4.5,-0.001,-75,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102209,"",10,"","",0,"f00electgate00",1,0,"","","","e001","",0,0,9.03,-0.001,-62.452,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102210,"",10,"","",0,"f00electgate00",1,0,"","","","e001","",0,0,7.793,0,-63.607,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102211,"",10,"","",0,"f00electgate00",1,0,"","","","e001","",0,0,9.007,0,-63.588,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102212,"",10,"","",0,"f00electgate00",1,0,"","","","e001","",0,0,7.771,0,-62.443,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102300,"",10,"obj_shield_a01","",0,"f00electshield00",1,0,"","","","","",0,0,-20.992,1.5,-70.551,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102301,"",10,"obj_shield_a02","",0,"f00electshield00",1,0,"","","","","",0,0,-20.992,1.5,-72.551,94.982,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102302,"",10,"obj_shield_b01","",0,"f00electshield00",1,0,"","","","","",0,0,-11.931,1.2,-62.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102303,"",10,"obj_shield_b02","",0,"f00electshield00",1,0,"","","","","",0,0,-11.931,1.2,-60.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102304,"",10,"obj_shield_b03","",0,"f00electshield00",1,0,"","","","","",0,0,-11.931,1.2,-58.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102305,"",10,"obj_shield_b04","",0,"f00electshield00",1,0,"","","","","",0,0,-11.931,1.2,-56.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102306,"",10,"obj_shield_b05","",0,"f00electshield00",1,0,"","","","","",0,0,-11.931,1.2,-54.5,90,0,0,1,1,"wall_cl",20,3,1,-0.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102307,"",10,"obj_shield_b06","",0,"f00electshield00",1,0,"","","","","",0,0,-11.931,1.2,-52.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102308,"",10,"obj_shield_b07","",0,"f00electshield00",1,0,"","","","","",0,0,-11.931,1.2,-50.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102309,"",10,"obj_shield_b08","",0,"f00electshield00",1,0,"","","","","",0,0,-11.931,1.2,-48.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102310,"",10,"obj_shield_b09","",0,"f00electshield00",1,0,"","","","","",0,0,-11.931,1.2,-46.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102311,"",10,"obj_shield_b10","",0,"f00electshield00",1,0,"","","","","",0,0,-11.931,1.2,-44.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102312,"",10,"obj_shield_b11","",0,"f00electshield00",1,0,"","","","","",0,0,-11.931,1.2,-42.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102313,"",10,"obj_shield_b12","",0,"f00electshield00",1,0,"","","","","",0,0,-11.931,1.2,-40.5,90,0,0,1,1,"wall_cl",13,3,1,-0.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102314,"",10,"obj_shield_b13","",0,"f00electshield00",1,0,"","","","","",0,0,-11.931,1.2,-38.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102315,"",10,"obj_shield_b14","",0,"f00electshield00",1,0,"","","","","",0,0,-11.931,1.2,-36.8,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102316,"",10,"obj_shield_b15","",0,"f00electshield00",1,0,"","","","","",0,0,-11.931,1.2,-35.2,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102317,"",10,"obj_shield_c01","",0,"f00electshield00",1,0,"","","","","",0,0,-10.2,1.2,-34,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102318,"",10,"obj_shield_c02","",0,"f00electshield00",1,0,"","","","","",0,0,-8.3,1.2,-34,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102319,"",10,"obj_shield_c03","",0,"f00electshield00",1,0,"","","","","",0,0,-6.4,1.2,-34,0,0,0,1,1,"wall_cl",10,3,1,-0.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102320,"",10,"obj_shield_c04","",0,"f00electshield00",1,0,"","","","","",0,0,-4.5,1.2,-34,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102321,"",99,"obj_shield_c05","",0,"f00electshield00",1,0,"","","","","",0,0,-4.242,-2,-31.499,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102322,"",10,"obj_shield_c09","",0,"f00electshield00",1,0,"","","","","",0,0,6.2,1.2,-34,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102323,"",10,"obj_shield_c10","",0,"f00electshield00",1,0,"","","","","",0,0,8,1.2,-34,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102324,"",10,"obj_shield_c11","",0,"f00electshield00",1,0,"","","","","",0,0,9.8,1.2,-34,0,0,0,1,1,"wall_cl",9,3,1,-0.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102325,"",10,"obj_shield_c12","",0,"f00electshield00",1,0,"","","","","",0,0,11.604,1.2,-34.003,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102326,"",99,"obj_shield_c13","",0,"f00electshield00",1,0,"","","","","",0,0,-3.224,-2,-30.479,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102327,"",10,"obj_shield_d01","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-70.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102328,"",10,"obj_shield_d02","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-68.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102329,"",10,"obj_shield_d03","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-66.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102330,"",10,"obj_shield_d04","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-64.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102331,"",10,"obj_shield_d05","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-62.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102332,"",10,"obj_shield_d06","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-60.5,90,0,0,1,1,"wall_cl",25,3,1,-0.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102333,"",10,"obj_shield_d07","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-58.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102334,"",10,"obj_shield_d08","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-56.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102335,"",10,"obj_shield_d09","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-54.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102336,"",10,"obj_shield_d10","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-52.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102337,"",10,"obj_shield_d11","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-50.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102338,"",10,"obj_shield_d12","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-48.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102339,"",10,"obj_shield_d13","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-46.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102340,"",10,"obj_shield_d14","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-44.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102341,"",10,"obj_shield_d15","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-42.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102342,"",10,"obj_shield_d16","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-40.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102343,"",10,"obj_shield_d17","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-38.7,90,0,0,1,1,"wall_cl",20,3,1,-0.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102344,"",10,"obj_shield_d18","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-37,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102345,"",10,"obj_shield_d19","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-35.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102346,"",10,"obj_shield_d20","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-32.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102347,"",10,"obj_shield_d21","",0,"f00electshield00",1,0,"","","","","",0,0,13,1.2,-30.5,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102348,"",10,"obj_shield_e01","",0,"f00electshield00",1,0,"","","","","",0,0,-0.9,1.2,-34,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102349,"",10,"obj_shield_e02","",0,"f00electshield00",1,0,"","","","","",0,0,0.9,1.2,-34,0,0,0,1,1,"wall_cl",10,3,1,-0.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102350,"",10,"obj_shield_e03","",0,"f00electshield00",1,0,"","","","","",0,0,2.8,1.2,-34,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102351,"",99,"obj_shield_e04","",0,"f00electshield00",1,0,"","","","","",0,0,0.949,-2,-31.096,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102352,"",10,"obj_shield_f01","",0,"f00electshield00",1,0,"","","","","",0,0,-2,1.2,-75,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102353,"",10,"obj_shield_f02","",0,"f00electshield00",1,0,"","","","","",0,0,0.2,1.2,-75,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102354,"",10,"obj_shield_f03","",0,"f00electshield00",1,0,"","","","","",0,0,2.4,1.2,-75,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102355,"",99,"obj_shield_f04","",0,"f00electshield00",1,0,"","","","","",0,0,3.793,-2,-72.845,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102400,"",10,"barrierdevice_access01","",0,"f00barrier00",1,0,"","","","e001","",0,0,10.052,0,-54.584,269.52,0,0,1,1,"wall_cl",4,3,4,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102401,"",10,"barrierdevice_access02","",0,"f00barrier00",1,0,"","","","e001","",0,0,-5.575,-0.001,-65.93,38.012,0,0,1,1,"wall_cl",4,3,4,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102402,"",10,"barrierdevice_access03","",0,"f00barrier01",1,0,"","","","e001","",0,0,-6.253,0.128,-41.014,-31.337,0,0,1,1,"wall_cl",3,4,11.5,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102403,"",10,"","",0,"d10evobject00",1,0,"","","","","",0,0,-7.419,-0.001,-64.566,-53.827,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102404,"",10,"","",0,"d10evobject00",1,0,"","","","","",0,0,10.106,0,-52.394,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102405,"",10,"","",0,"d10evobject00",1,0,"","","","","",0,0,-3.614,0,-41.951,57.838,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102406,"",10,"","",0,"d10evobject00",1,0,"","","","","",0,0,6.43,-0.001,-63.601,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
102407,"",10,"","",0,"f00tentset00",1,0,"","","","","",0,0,-3.253,0,-37.625,58.916,0,0,1,1,"wall_cl",4,3,3,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
